"code","iso","country","NUE.raw.1961","NUE.raw.1962","NUE.raw.1963","NUE.raw.1964","NUE.raw.1965","NUE.raw.1966","NUE.raw.1967","NUE.raw.1968","NUE.raw.1969","NUE.raw.1970","NUE.raw.1971","NUE.raw.1972","NUE.raw.1973","NUE.raw.1974","NUE.raw.1975","NUE.raw.1976","NUE.raw.1977","NUE.raw.1978","NUE.raw.1979","NUE.raw.1980","NUE.raw.1981","NUE.raw.1982","NUE.raw.1983","NUE.raw.1984","NUE.raw.1985","NUE.raw.1986","NUE.raw.1987","NUE.raw.1988","NUE.raw.1989","NUE.raw.1990","NUE.raw.1991","NUE.raw.1992","NUE.raw.1993","NUE.raw.1994","NUE.raw.1995","NUE.raw.1996","NUE.raw.1997","NUE.raw.1998","NUE.raw.1999","NUE.raw.2000","NUE.raw.2001","NUE.raw.2002","NUE.raw.2003","NUE.raw.2004","NUE.raw.2005","NUE.raw.2006","NUE.raw.2007","NUE.raw.2008","NUE.raw.2009","NUE.raw.2010","NUE.raw.2011","NUE.raw.2012","NUE.raw.2013","NUE.raw.2014","NUE.raw.2015","NUE.raw.2016","NUE.raw.2017","NUE.raw.2018","NUE.raw.2019","NUE.raw.2020","NUE.raw.2021"
4,"AFG","Afghanistan",0.804686984085056,0.80893002772794,0.743079612522453,0.777843541119187,0.770179889298893,0.684183840854186,0.690311609269791,0.660293731465647,0.678238748544525,0.586686909961076,0.530491544463673,0.735745056016285,0.77905790497436,0.708418087472202,0.663846545396094,0.658513081276142,0.56495886294094,0.610771948940677,0.601120454089868,0.544185529731422,0.558981001727116,0.491523228942545,0.504559766641042,0.459410258560723,0.453416757288859,0.499363117983882,0.504548214415027,0.43970872408485,0.418317472737592,0.369197655855516,0.459403066844624,0.463804903730445,0.527179118043567,0.786946511108438,0.825659478720703,0.762917003302298,0.88581882619325,0.878584392014519,0.752664631421061,0.563210043056492,0.552293840444384,0.802087331345399,0.913690717097759,0.713754915046355,0.954719728221306,0.882201802000386,0.891571722239643,0.719933076533987,0.896900120455272,0.946141381756114,0.706564145297527,0.987982511905957,0.969731901896671,0.835707155335306,0.666516149914685,0.621828694255232,0.413885524096317,0.462300982569193,0.731705863319766,0.966437453049732,0.867898902994906
8,"ALB","Albania",0.280537376915961,0.328579882301261,0.317730254843566,0.370736185055994,0.331590060447142,0.377977005931772,0.350532265886487,0.269452576859095,0.305409700764629,0.261499287823279,0.240873947156979,0.250752746996433,0.254530819181719,0.25628207038559,0.257193720666775,0.273609882126986,0.265862880515564,0.21085747362021,0.219781397757667,0.209201766692921,0.207602725983238,0.221835309182589,0.237562106907854,0.228656661965653,0.225714366273077,0.228357220166567,0.236299501180725,0.211722009182996,0.207733187083464,0.184260453821052,0.174452998111738,0.206212428175501,0.283713037112625,0.234754039978808,0.241658375091696,0.221103221002187,0.28132780421704,0.234733704305648,0.239710468152165,0.24490371434807,0.222228380145869,0.168311530315089,0.167496345366508,0.161828027576893,0.192296791691187,0.185708890862141,0.185360525151812,0.245889024986652,0.245441751401958,0.268268272735691,0.257107475965584,0.246146413958081,0.274241083468633,0.252057927658686,0.237027678943264,0.236073420827257,0.246104605239251,0.274466426845498,0.235446772628434,0.273524885616021,0.276816212832288
12,"DZA","Algeria",0.957595526561044,0.548413231973246,0.662010645334005,0.984372139469085,0.811616551015163,0.57472793422339,0.992375223540888,0.839664975954862,0.797871008140263,0.699091454134576,0.41109993272394,0.497115450582211,0.352606365604926,0.408538951240893,0.727003781111065,0.57426763750558,0.334323044935976,0.402338294261643,0.428118509603035,0.46469351314522,0.483910010489485,0.435464026954655,0.350289365311735,0.303255596406117,0.471564920559708,0.37444964922698,0.391307029310637,0.333152625427715,0.548281142502053,0.405342354677053,0.876676679653808,0.75672032352708,0.345531681469637,0.300517199903777,0.74667343036641,0.499815626664482,0.343376248905149,0.66497282368387,0.520745084889585,0.351209269302234,0.635788693078866,0.569038348792111,0.988574533491131,0.73380452099267,0.998286461421019,0.894531121044257,0.852631503706192,0.649854973554001,0.794534606374169,0.889421885509966,0.959413155735727,0.969204825942633,0.998271340330545,0.686329295916015,0.716104742539003,0.735107445925217,0.750740994072047,0.929942598451784,0.914279593199834,0.895143197754644,0.779269894350411
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.93937642714177,0.937954357840918,0.99755558750866,0.967512324464867,0.969027912822824,0.942778482241795,0.922472385123197,0.923188437155159,0.959508567442593,0.98232812799591,0.848275434901871,0.761435566186821,0.854801710210384,0.89657544717933,0.864636302731436,0.827376666448474,0.523064072023018,0.543177588895036,0.4726039197027,0.452705083967839,0.451014583199493,0.469358347965494,0.438414586088221,0.433971121330401,0.343014473648073,0.430478609413446,0.453241232731137,0.437056528150025,0.37627541657491,0.449849698042012,0.490857132838935,0.495925594095311,0.48423625965862,0.541975908582199,0.549338545284207,0.583277728049475,0.516330023964396,0.580175086010151,0.580675457100051,0.676687886599875,0.706166255144033,0.776341113708875,0.738256105351088,0.681030289859572,0.786184526926653,0.718978567892161,0.719412085530088,0.683101430456719,0.760855077019805,0.712665838201534,0.73351170992167,0.492729766803841,0.731807125166979,0.581861756225602,0.589987240615137,0.643213828185984,0.632033820049633,0.678567101490247,0.700417790311903,0.685880335697219,0.701446054317283
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",0,0,0,0,0.0939378894485552,0.507888784985756,0.956748225399318,0.34178633742299,0.745907124169853,0.759852110364368,0.430193596039694,0.180086514775923,0.187833218705237,0.168491733050949,0.207289356984479,0.193614619854954,0.176327721126073,0.158227449689128,0.128124142556629,0.133892996793981,0.146135807322793,0.165104134739165,0.0999079111653475,0.0999797810029886,0.137320876912197,0.127444003880397,0.132649743690998,0.135375306406378,0.119198927376269,0.126808752613597,0.111393476761732,0.112103549146733,0.110641526818924,0.109944646182558,0.10374439534909,0.122436948184516,0.124025299110243,0.120729668735514,0.108826005902117,0.119026335592886,0.116143610343962,0.120398098962438,0.113574483615101,0.126084007010006,0.0974371745589265,0.104532172729918,0.128065874961327,0.125647065206089,0.123668688430271,0.163071179938636,0.15762450983985,0.141877696952666,0.146307395065651,0.150840799244006,0.162472392914557,0.129969754697609,0.139906222278545,0.135415916845424,0.121776737611038,0.124979729802775,0.124658007944428
32,"ARG","Argentina",0.591366462242306,0.618386674206687,0.414455872525989,0.33074322084466,0.742415104234955,0.685935257534683,0.633164778856526,0.777564688873809,0.702382311798795,0.650575844500578,0.734502016359866,0.824714435355148,0.716202556504762,0.713616075275303,0.705740921360038,0.629730981803295,0.803797251280041,0.677418520434558,0.870145705273229,0.974999910981025,0.829796590335043,0.659461006372717,0.753477104182174,0.844873566693299,0.943523242630386,0.957668376523882,0.945830212902536,0.973291956486207,0.921183509215648,0.967299332827434,0.960475108191413,0.994429139111814,0.925281951010238,0.837146837519294,0.88789438889631,0.775991038305778,0.860053413656497,0.955200913980347,0.866166496907063,0.876464371613906,0.842180378152809,0.838991016281363,0.80240031837064,0.723023817424326,0.844823595919126,0.767700888855318,0.798432845779838,0.858236534148193,0.694900918071458,0.806803503531252,0.816429309774807,0.782589324031489,0.795505882831764,0.815410034509184,0.908725128599351,0.842692060890893,0.902204024135887,0.779664774865199,0.887032577469842,0.832616659229093,0.794079330207986
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323141098331443,0.359562103146156,0.459307904435601,0.459371575422819,0.495993668496113,0.411533277760032,0.466374590312748,0.521615488064552,0.409538805226964,0.638127157311864,0.518565866437004,0.544757314641628,0.486691712919651,0.517910798263414,0.226059014082342,0.424432784839468,0.489534788864647,0.359860043071892,0.357457116255582,0.410214090351787,0.338445804422877,0.358415388701948,0.415956396382164,0.376578847140392,0.194816177901676,0.184602146183438,0.171393842951367,0.12439099625196,0.147016786705154,0.132917942273101
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
