"code","iso","country","NTI.raw.1961","NTI.raw.1962","NTI.raw.1963","NTI.raw.1964","NTI.raw.1965","NTI.raw.1966","NTI.raw.1967","NTI.raw.1968","NTI.raw.1969","NTI.raw.1970","NTI.raw.1971","NTI.raw.1972","NTI.raw.1973","NTI.raw.1974","NTI.raw.1975","NTI.raw.1976","NTI.raw.1977","NTI.raw.1978","NTI.raw.1979","NTI.raw.1980","NTI.raw.1981","NTI.raw.1982","NTI.raw.1983","NTI.raw.1984","NTI.raw.1985","NTI.raw.1986","NTI.raw.1987","NTI.raw.1988","NTI.raw.1989","NTI.raw.1990","NTI.raw.1991","NTI.raw.1992","NTI.raw.1993","NTI.raw.1994","NTI.raw.1995","NTI.raw.1996","NTI.raw.1997","NTI.raw.1998","NTI.raw.1999","NTI.raw.2000","NTI.raw.2001","NTI.raw.2002","NTI.raw.2003","NTI.raw.2004","NTI.raw.2005","NTI.raw.2006","NTI.raw.2007","NTI.raw.2008","NTI.raw.2009","NTI.raw.2010","NTI.raw.2011","NTI.raw.2012","NTI.raw.2013","NTI.raw.2014","NTI.raw.2015","NTI.raw.2016","NTI.raw.2017","NTI.raw.2018","NTI.raw.2019","NTI.raw.2020","NTI.raw.2021"
174,"COM","Comoros",9.3975,9.5164,10.0083,10.1969,10.8919,11.3631,11.1475,10.6858,10.8386,10.9841,11.2023,11.3655,11.5764,11.7984,11.9004,12.2365,14.0456,13.6668,14.219,14.9053,15.1137,16.3077,16.3548,15.6924,15.6812,16.4152,16.0814,16.3122,16.5606,18.1371,18.2444,18.5918,18.4438,18.4357,18.9408,19.3121,19.6061,19.8461,19.4898,18.6001,18.8805,18.0923,18.2268,18.1155,18.5005,18.806,18.4334,19.1541,19.8821,21.0324,22.138,22.6768,23.1375,23.764,23.9526,24.1344,24.3012,24.223,24.5264,24.9909,24.5992
184,"COK","Cook Islands",19.1293,19.3574,19.9842,19.2049,20.2685,12.8919,17.8508,18.1228,18.2734,18.3092,18.4642,14.777,16.884,18.755,19.2224,25.8575,25.8345,25.9174,25.9827,25.7532,26.1645,26.2976,25.8953,25.6938,25.4165,25.1073,24.7721,24.5786,24.5491,25.2689,25.0037,32.1623,38.754,43.1121,49.3677,61.9918,66.2179,72.2317,61.5952,58.1645,51.4835,66.3932,79.7152,84.706,90.8114,98.6011,93.5171,104.4041,109.4062,108.8503,114.5962,118.7467,114.976,114.6908,121.5742,123.6851,112.0822,112.3353,109.3455,107.8877,101.3138
188,"CRI","Costa Rica",35.7059,40.8952,57.7586,63.7281,51.8237,61.0432,60.2309,88.5144,112.3018,106.5532,84.4949,84.9636,104.1191,105.2783,100.6977,95.7935,120.8989,122.4009,119.2238,118.7337,127.0443,133.8461,145.2556,138.0988,134.3268,138.6307,144.2582,156.3642,168.349,155.3041,169.7695,178.9586,174.4367,188.946,193.5788,236.3534,263.8222,276.5886,223.2378,209.2662,169.429,168.5502,190.1293,200.8157,204.9794,208.8049,218.8524,221.9643,180.685,186.8578,253.1185,221.6756,215.9221,238.8307,234.1647,240.2685,234.7708,263.9164,254.5128,241.9377,212.5352
384,"CIV","Cote d'Ivoire",7.8741,8.4168,8.7391,9.4228,9.3655,9.2058,9.4597,9.5,10.0486,10.9191,10.6053,11.4088,11.154,11.1418,12.4518,12.7407,13.8969,13.5409,14.0579,14.6177,12.7715,12.8024,12.3219,12.105,11.2355,11.5592,10.8192,11.3752,11.8011,12.6074,13.3925,13.6304,14.5659,15.3899,15.7717,15.8537,19.2828,17.4845,15.665,15.3972,14.1171,15.963,14.1654,15.5457,14.0326,13.3897,14.1712,13.6031,14.074,13.9549,13.5988,15.62,15.8723,17.2939,16.2706,17.1009,15.4372,14.4499,17.4698,15.1729,16.5799
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.9268,123.9017,121.5261,115.5449,135.1763,181.2028,120.0349,128.7361,179.6275,160.8245,183.424,175.9169,196.2596,183.9879,225.2382,239.0907,260.1942,148.4448,157.2998,175.6264,167.6972,155.4652,151.6219,159.7005,161.2772,182.5074,187.5872,182.0353,177.9631,168.0708
192,"CUB","Cuba",71.9691,74.6866,79.1678,78.7927,95.273,130.5123,134.5251,119.0856,110.874,97.6483,80.8697,65.1094,69.9973,76.7499,78.4727,84.9791,95.1068,95.8096,112.8356,110.3044,122.3997,110.4992,99.9227,112.5689,110.7727,117.8671,110.1782,108.2138,120.7891,99.2048,88.1546,74.7453,55.5651,44.4271,50.1541,52.0958,55.5868,49.7206,41.0724,44.1247,42.3163,35.5084,26.2578,28.1896,29.4983,33.5785,31.3881,31.5652,30.809,36.1798,38.5865,38.7082,42.5558,46.332,41.334,38.992,40.2238,34.6847,34.3239,26.588,30.4049
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",26.4641,28.9629,33.739,19.995,31.1717,29.3026,27.2514,42.5933,37.8413,47.394,47.6572,53.2415,60.1773,42.3095,86.4321,86.4084,60.6272,66.9944,74.7,68.9349,73.3408,86.4312,81.3775,83.3537,92.8168,96.6864,103.518,108.9033,114.9478,112.9907,112.2625,141.4636,135.2678,145.6322,137.4143,144.6407,124.8237,125.1123,124.4486,103.5862,109.5679,117.4498,113.2254,105.4519,89.8665,99.8874,100.74,117.9555,112.2903,120.3295,110.8769,111.8972,110.3826,109.3037,105.4597,124.3235,110.8582,106.5158,110.0655,112.1802,103.5469
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.0191,123.4529,119.2428,130.3464,116.9857,114.5456,111.1884,125.8501,141.1124,135.2862,141.0227,138.6414,139.8731,144.1727,150.1221,143.4695,135.3085,147.9573,156.3073,168.0333,179.59,187.3411,211.4213,194.5778,193.1811,180.7022,175.9525,159.2932,169.3267
180,"COD","Dem. Rep. Congo",8.4546,8.5045,8.5166,8.5916,9.0107,9.3834,9.7705,10.496,10.9013,11.5383,11.8066,11.8884,12.1648,12.3695,12.8485,13.1961,13.2032,13.2272,13.4798,13.6599,13.7872,14.0212,14.3456,14.5525,14.985,14.8876,15.3459,15.7864,16.8669,17.9162,18.4493,18.7104,19.7868,20.0429,17.1703,16.9501,17.427,17.7958,16.8521,16.2455,16.2742,15.9141,16.1591,16.2867,16.6582,16.6301,16.972,16.9897,15.367,16.2103,15.5313,14.481,14.717,15.3098,15.5927,14.6431,15.0953,15.2156,15.6692,15.2901,15.5572
208,"DNK","Denmark",129.3912,132.7538,135.7015,143.616,155.1292,163.0733,170.157,172.6746,181.0091,187.1015,193.1193,202.0464,215.06,190.9933,204.0185,208.107,220.1735,224.6821,231.4174,224.8914,224.2586,229.1552,241.4646,235.507,235.1141,234.8904,229.4787,231.4299,241.0578,239.6582,229.047,213.5382,216.1043,224.1575,215.9414,213.1731,209.7631,203.218,195.2701,190.4873,181.2549,178.396,179.2779,172.1098,164.5384,163.7112,173.3639,162.2331,154.8157,157.5646,150.9415,157.0108,151.5683,159.3071,171.9428,176.0064,174.6605,172.5898,173.2599,183.6425,167.7651
262,"DJI","Djibouti",834.3831,839.6123,847.3604,851.6582,855.0094,864.3787,871.8621,884.9088,891.8097,899.4812,906.5534,910.4859,912.3791,922.8337,938.8057,945.7552,966.1451,1078.1431,1192.5385,609.9009,510.4582,518.8207,574.7836,611.7065,659.0392,683.7621,699.6006,715.6365,744.1119,750.6766,504.9511,498.7935,502.7097,507.0051,485.4626,492.9222,498.0652,495.7273,513.3061,509.3384,516.3604,516.9958,441.1259,462.7537,467.6047,372.4596,357.018,411.5052,391.9232,334.5799,286.3695,302.459,302.9354,297.9805,293.4008,299.7331,413.4682,498.2292,584.3622,473.5635,534.6509
212,"DMA","Dominica",122.5814,115.2018,115.205,115.1842,115.1855,108.7933,109.1704,109.2932,109.8834,109.9658,110.2648,110.6635,110.9639,111.0649,112.0714,113.1562,125.7081,102.9292,50.5311,74.7882,80.0701,96.3245,67.0496,68.9664,76.3057,83.3264,86.1422,91.1108,154.442,167.0935,179.4314,154.2502,155.4637,143.4899,103.3454,94.4474,98.9497,99.4818,88.3051,79.7384,75.8956,33.8513,38.1457,43.141,46.2947,32.9669,56.7307,35.7826,30.4212,29.3079,32.2232,29.7228,36.3521,26.178,37.3619,27.7214,28.1766,26.0041,33.7497,29.6193,27.2143
214,"DOM","Dominican Republic",45.5087,42.9151,39.4751,41.5004,42.6898,45.9017,46.3862,44.5,48.5619,49.2383,59.5922,72.3431,66.4234,62.8047,58.2203,53.2177,55.3312,53.3171,54.8175,47.9121,47.0411,45.8892,45.9998,54.6431,52.1896,50.1992,53.2177,48.4343,59.073,69.0656,74.0446,66.2547,65.858,69.4803,74.3361,74.5493,81.4438,77.6032,78.0577,72.6718,81.8796,94.4002,85.0775,89.3563,93.6505,110.4388,102.3755,103.6485,114.5144,114.9815,108.5701,107.7664,106.3462,114.6372,113.5444,121.8673,125.3416,156.5283,147.0977,153.8347,143.9466
218,"ECU","Ecuador",22.1287,23.0243,24.0303,24.2502,24.8935,26.6481,35.0938,40.5686,33.371,32.6313,28.4944,33.8575,38.4143,37.2399,35.9471,51.9567,57.3859,51.7505,56.2148,57.3613,53.6905,53.5358,55.501,55.6476,47.1503,41.0263,40.7942,43.9708,51.5681,49.0089,48.7943,51.1329,55.1582,56.1791,58.3887,63.2326,71.8099,71.9029,61.4218,63.4757,105.7733,97.4762,99.55,105.1368,81.9383,99.3841,96.675,104.5409,105.5093,109.3809,115.3927,111.5207,112.5861,132.2563,114.3727,140.3358,127.4819,149.2155,135.3439,135.209,142.0324
818,"EGY","Egypt",92.0513,103.6087,115.3435,131.1737,131.3759,111.4913,106.3421,123.118,132.364,138.6489,135.6161,149.0199,141.1578,148.5293,168.9336,180.0953,199.0526,218.7609,231.7953,252.7194,263.9818,289.1271,282.3926,272.4758,287.9042,340.817,341.9556,341.4925,337.4661,315.578,329.8446,284.2173,311.5223,272.7819,328.4601,350.2448,317.5761,346.4143,313.6259,360.8064,374.9253,370.413,382.468,427.158,405.3655,383.1867,350.9928,355.595,354.9153,345.2328,364.0511,323.6312,326.1602,333.3144,352.239,374.2156,374.5832,373.9782,347.7289,366.1559,356.175
222,"SLV","El Salvador",43.616,51.4682,71.0196,71.35,58.1354,76.2706,73.8982,82.4318,84.8829,101.7132,123.4598,126.3526,130.7398,121.933,124.0714,143.8265,143.8472,146.8925,96.54,89.4024,115.5654,87.6619,107.0979,81.4902,108.9751,91.1689,110.8287,112.9787,96.2396,92.7145,96.5957,92.451,91.8508,81.9821,73.8779,103.3043,120.3835,99.3972,94.3501,88.2742,87.3201,76.8026,74.4068,83.8035,103.5766,92.4404,95.294,109.0211,99.6042,103.0716,106.1269,105.8976,101.7941,89.0755,96.3334,89.7203,88.799,102.3705,83.1833,105.1728,97.2935
226,"GNQ","Equatorial Guinea",7.0964,7.6149,7.7453,7.9291,8.0602,10.0402,12.0103,12.1994,12.3495,14.0868,14.4086,14.5877,5.9533,5.984,6.0308,6.0712,6.1594,6.2428,6.198,6.3371,6.3657,6.4695,6.5757,6.7321,6.8122,6.9224,6.9659,7.0584,7.1555,8.2121,7.4288,7.4803,7.6308,7.6999,7.7902,7.8407,7.1432,9.8717,9.5183,9.8407,9.8125,9.656,9.309,10.7254,9.8071,9.5992,9.0179,9.6951,9.6405,10.0493,10.5549,9.6855,10.844,10.8012,12.0917,11.0769,12.2786,11.4567,11.5008,12.0397,12.0563
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.166,22.3963,25.2748,36.1125,38.2422,31.5301,31.4487,27.8861,26.5105,23.8288,19.1777,19.4261,22.5558,16.3963,19.3501,18.1332,18.7423,16.9628,18.4985,19.0663,19.0662,19.2095,19.0638,20.4604,20.2124,24.2974,23.5417,22.6488,20.6252
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3157,54.2382,50.8013,46.2755,41.7517,42.8,46.8709,41.4157,43.6252,54.0409,58.0878,66.6891,73.5054,63.3964,56.1292,61.6251,76.3838,71.2187,68.8133,73.2701,78.5845,85.9342,87.8526,94.7129,88.0637,89.5773,92.3401,104.3609,108.4425,98.6362
748,"SWZ","Eswatini",32.6247,31.4379,34.1239,35.4819,39.3751,36.7786,40.0163,40.0594,43.9981,37.5471,40.1051,30.7887,48.8991,53.0516,51.8682,46.599,51,50.0974,56.6692,64.308,69.1752,71.2053,93.9678,45.0652,54.0061,59.6184,62.2697,60.739,57.5259,63.4055,54.7206,59.3236,56.0394,32.7053,33.0714,33.8562,36.0533,39.3709,35.3696,35.6607,35.8684,57.9896,55.1393,56.8195,52.4592,59.2497,59.6742,57.044,56.5815,56.0681,58.5135,59.9395,58.9388,58.2691,54.9549,53.7675,63.4462,57.5466,57.3961,56.1442,56.6013
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7207,23.4352,25.9273,31.1245,29.3182,30.6758,30.0287,30.6454,32.9899,33.6584,24.6734,29.8157,30.2001,30.1838,31.9797,34.6833,36.0114,36.6775,37.4926,43.988,41.5551,43.5974,46.7193,49.0117,52.3543,46.9911,49.5078,54.4208,55.4717
234,"FRO","Faeroe Islands",10166.4552,10196.3013,9903.1668,9882.4223,9883.2848,9932.4351,9826.2787,9826.9117,9782.8468,9845.8293,9725.3193,9696.3263,9616.1084,9561.467,9506.3509,9614.3262,9591.6375,9433.7988,9379.2239,9439.4973,9447.4036,9442.9215,9481.8168,9452.3138,9346.0264,9333.5668,9377.3084,9378.517,9372.3566,9379.8918,9393.6714,9398.6937,9494.1262,9614.985,9635.1633,9588.6993,9601.1965,9529.5765,9555.628,9612.3586,9655.6562,9669.7378,9660.1575,9621.0511,9502.0778,9456.9057,9463.6761,9398.4765,9428.0915,9394.743,9405.0265,9403.5946,9426.158,9470.3849,9464.6339,9184.7206,9195.1654,13359.085,11847.9337,24719.8157,24735.7385
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",24.2229,36.7093,41.3923,57.3514,49.4482,44.6763,46.4397,52.6375,53.0289,53.4587,62.6891,69.245,65.4118,81.6703,67.0204,76.6303,80.9876,73.8189,93.9452,87.6979,97.2362,81.7467,64.0299,78.0296,63.3214,81.196,74.6886,68.8608,79.6532,72.5512,61.9373,57.5066,61.3958,64.1676,70.7138,72.6845,75.4369,69.3892,60.707,42.1931,56.3811,81.287,49.7203,76.3198,72.4296,60.8588,61.2192,81.2211,57.1612,55.7634,64.8326,65.5658,65.1128,54.5225,75.7808,63.9202,70.966,56.721,67.8473,77.3162,57.4104
246,"FIN","Finland",38.8391,40.8393,44.0658,43.0546,42.8959,42.3458,42.8702,44.2413,53.3516,53.109,54.7075,55.5321,60.4837,62.2638,57.459,52.6553,53.351,56.4192,58.7803,61.3645,58.4674,64.615,64.0145,61.4395,61.2764,63.1407,63.3276,63.9938,67.1211,60.3299,52.9816,49.7155,49.3188,51.2472,52.9186,52.5056,52.8022,78.2714,77.8585,75.1999,73.3439,71.6279,71.3217,68.9089,67.9099,66.9031,67.5751,65.8106,61.7489,67.3251,62.5595,62.2343,63.4969,65.3383,64.6054,63.7311,61.6967,63.3713,65.5529,64.954,61.9714
250,"FRA","France",74.0666,78.202,82.6462,87.0923,89.2797,95.7276,105.6754,115.6266,115.0856,126.3283,132.3284,138.8165,150.8679,138.1631,145.3796,152.0496,152.2145,159.7369,169.6158,169.3956,170.8804,170.7979,177.0202,177.6942,180.3271,188.038,186.7433,193.6927,197.87,191.6309,192.9644,172.4503,174.8259,178.0802,179.7788,185.668,185.0742,183.9092,186.571,174.6735,177.9101,170.3304,173.0802,171.3794,164.6067,163.3444,171.7772,157.7852,153.0153,164.4269,151.8697,155.9575,160.6625,161.0379,163.2882,162.1494,165.7261,161.1015,157.6328,147.5325,144.5898
258,"PYF","French Polynesia",8.9807,9.154,9.2298,9.3093,9.364,9.7115,10.2447,10.3044,10.6728,12.0852,11.6162,11.5794,11.7642,11.9907,14.7491,18.7875,19.5265,24.5496,22.1359,22.8777,26.3005,29.1742,30.9908,47.6762,34.679,27.5833,28.6095,28.3251,28.7366,28.5169,29.2331,34.8658,36.44,36.6785,36.8452,36.1078,34.5297,34.6977,41.134,41.3717,35.4913,31.2935,28.8698,31.4742,28.0354,28.6324,30.0805,34.6397,28.0727,31.9891,30.6038,26.4864,26.1963,25.4577,29.9856,27.0505,30.3646,24.1476,29.5087,26.0781,26.1279
266,"GAB","Gabon",12.2902,11.533,11.0202,10.5038,10.1571,9.8214,9.4708,9.2367,9.0027,8.8415,8.6154,8.391,7.9206,8.2626,9.2115,9.212,8.6774,8.7437,8.6541,8.3762,10.0031,8.4744,9.3034,9.3996,10.4034,12.42,12.226,11.8595,12.3412,12.3619,12.7234,12.6178,13.0384,12.3964,11.2137,12.1723,13.3364,14.7243,14.7763,15.1888,14.6481,15.9094,15.1715,15.8975,15.8223,16.1056,16.3685,16.7893,16.8624,16.5423,16.6791,18.4122,19.2909,20.7045,26.4682,24.854,34.219,30.7988,30.1163,24.2405,26.6508
270,"GMB","Gambia",83.0316,82.7758,87.7512,88.3935,93.7183,98.6356,87.2948,91.3463,85.6429,86.7237,92.7859,80.9604,93.535,79.1436,77.8783,81.4689,68.4371,78.3453,57.4167,53.9237,61.7531,70.1764,68.9478,69.2028,65.1733,76.5681,68.3443,57.1557,68.8014,52.7629,50.8386,47.4243,52.569,52.5207,51.8274,40.4475,46.2821,52.7286,59.8172,61.983,66.3088,46.5877,51.5774,56.8144,50.9747,51.0234,45.0721,43.0465,44.5543,44.6774,36.0224,36.0283,31.2643,28.2333,31.4337,26.9914,24.446,20.9647,21.0569,19.744,21.1607
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6483,56.6888,36.1159,37.3433,39.2663,43.5367,42.8103,52.5257,52.6058,42.2263,40.1224,35.6127,67.1295,73.7601,68.6761,63.4515,58.1401,61.2076,57.6943,59.0787,66.741,65.5866,71.2323,60.053,64.7629,61.5586,69.2992,68.012,114.2777,108.8122
276,"DEU","Germany",130.2119,143.3637,143.6443,151.1645,160.925,164.6236,169.331,176.8399,185.7472,191.9399,197.8258,205.2928,201.1,208.9537,210.1768,220.0138,222.0886,226.5851,233.6699,238.906,224.9768,231.8207,225.0311,232.6923,242.3365,242.8468,249.1408,249.6467,237.2393,205.3652,203.0965,193.2768,184.4676,193.6001,191.8368,190.9149,192.8836,200.889,209.1763,197.5173,194.353,192.6981,192.4833,188.5468,188.9691,175.2587,188.3602,171.1863,172.5689,187.546,176.5816,178.9143,181.6784,191.5355,185.1537,182.7551,171.8684,159.4659,161.5115,154.9999,145.4937
288,"GHA","Ghana",6.5488,6.8487,7.1083,7.3852,6.6206,7.2928,7.7974,8.5437,9.1714,10.7137,10.7507,11.1194,11.6285,13.3649,14.9114,15.1747,14.5579,14.0141,13.6936,13.2135,16.4306,14.7976,13.2187,13.3266,12.5551,14.3386,14.0327,14.5805,15.3119,13.8628,13.073,13.7522,14.0497,14.202,14.0372,14.7781,14.6435,16.18,14.7448,14.8968,17.624,19.3415,20.1095,18.0168,20.4202,24.8145,20.6152,22.2217,23.8852,24.6643,22.7707,27.2413,28.5079,25.5189,28.0036,27.183,31.9175,30.6333,31.4822,32.9292,28.7635
300,"GRC","Greece",53.4181,56.213,56.5709,62.3104,62.9532,66.5653,69.1802,74.1549,75.2594,79.4458,80.3394,82.7519,91.5755,97.0425,101.1351,106.1138,107.0634,116.9358,120.2327,115.4286,118.6849,125.2044,134.1528,135.0685,143.4851,136.6991,126.0845,132.4635,128.6618,134.862,129.1951,124.8257,108.947,113.5684,106.0511,112.5838,102.9034,99.2722,99.306,98.3864,92.1405,90.1821,89.5769,88.8473,84.8266,81.0269,86.3879,72.4321,73.2836,80.3492,72.9567,72.8431,75.6367,80.8227,79.0341,81.7951,85.951,84.0175,86.298,88.858,82.2777
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",31.5932,32.1116,32.1494,32.5599,32.7629,33.2716,33.3464,34.2603,34.4353,34.4184,33.3508,36.8063,37.3209,37.2831,37.4864,37.8387,38.1029,39.9983,40.3214,43.8459,42.0585,41.1739,39.9311,39.5582,44.4547,44.6681,46.8547,47.2765,47.3232,48.2326,51.5759,51.6639,52.1793,53.5914,59.2326,58.0366,57.24,56.2013,52.7856,48.7176,45.4181,46.5872,40.0969,38.7505,48.8374,49.6395,49.443,49.4881,46.3045,54.5648,54.7159,68.3273,69.4434,71.1154,68.1581,64.3263,63.2223,62.933,59.4401,58.6286,40.0706
320,"GTM","Guatemala",22.6971,23.3777,26.2522,25.3721,24.6155,31.1042,28.1299,35.8641,34.5073,42.0845,33.3192,39.0923,44.5053,45.3919,45.659,51.1032,52.0312,53.6046,56.4898,52.5766,49.6666,56.3037,47.1375,55.5482,58.9789,69.9955,68.5711,61.0883,72.7864,76.2026,86.836,88.8062,88.8117,90.6735,93.7774,92.5668,92.5773,85.1043,87.1141,85.5964,81.5569,72.2327,77.3911,93.6285,95.9323,102.3716,86.681,78.782,88.3712,94.7311,105.4953,112.6689,126.2693,119.5494,108.8161,103.8574,109.2026,116.6207,106.542,122.3555,109.7223
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",6.4873,6.698,6.6992,7.0553,7.1461,7.508,7.7979,7.8709,7.99,8.2563,8.3954,8.5959,8.5198,8.6001,8.7857,9.1501,9.2024,9.429,9.9943,9.8624,10.1922,10.4381,10.5099,10.7167,10.6932,10.761,10.8796,10.5209,11.2814,11.785,13.529,13.642,14.1565,14.9627,16.3225,16.9162,17.0469,18.8645,18.6091,18.4373,18.0188,19.5417,19.5524,20.47,21.3023,21.6895,22.1563,22.2481,22.5746,26.8674,28.8453,29.7051,28.9293,32.5547,34.3243,35.2883,41.1943,41.3711,39.1972,39.9794,41.8647
624,"GNB","Guinea-Bissau",46.1538,46.5838,46.2324,47.3853,43.8453,40.215,38.0832,37.7317,38.0171,37.9789,36.0863,36.6571,37.0483,38.6981,42.6405,45.1796,42.7472,43.6373,42.7801,43.0089,48.7106,48.1597,47.7756,41.46,32.0641,35.4921,31.3317,28.7727,28.247,28.0093,27.9148,28.1122,27.8991,27.6075,27.5211,27.2337,25.5658,25.9853,24.2763,24.743,24.8703,26.8091,27.3357,26.6799,24.463,24.9156,24.9342,29.8318,30.0638,34.38,33.5487,37.0853,40.2588,39.4135,41.5841,45.2503,47.6079,49.683,52.0175,53.5909,54.8625
328,"GUY","Guyana",29.2956,30.3766,29.7194,33.2619,36.6285,34.2624,37.3923,36.6245,40.6775,39.2303,41.9297,45.9547,46.4409,52.6736,44.1724,39.912,40.3155,56.9919,39.0927,32.0192,45.3787,43.2598,39.3348,40.8333,32.6693,46.3258,35.011,41.394,42.9467,31.3947,44.2054,39.0223,39.8368,35.1815,46.352,45.6675,53.8925,52.2919,57.0866,43.7495,44.7388,50.3744,45.5093,66.5118,36.2428,39.4971,37.2151,64.1482,40.1416,55.8828,40.8059,53.8051,66.1942,62.3093,73.7922,53.4957,47.8841,73.4795,77.7716,69.9508,74.2665
332,"HTI","Haiti",28.528,29.0785,29.6779,30.182,30.8033,30.8876,31.4635,31.7641,32.4194,33.0431,35.9095,40.8287,40.6166,39.788,39.9739,40.6877,44.028,46.4768,48.5496,40.4757,37.9912,31.5682,30.5503,31.2639,30.6611,30.1629,29.7858,29.5764,29.9254,28.2354,30.2828,32.3187,30.1047,29.277,29.5461,30.3337,34.3897,33.7421,32.5319,37.8057,37.6001,36.0181,36.806,37.9055,37.1799,37.9633,41.8328,43.0143,38.9775,37.6553,40.3894,43.3859,43.247,42.3132,37.7912,35.5992,38.9314,37.9547,49.0728,36.7384,36.6998
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",21.6984,22.6235,23.3983,23.3927,23.5842,25.2111,24.6853,26.4822,28.5281,29.5727,30.2738,28.9729,27.4022,23.573,24.7356,24.3299,26.4467,24.0331,23.4992,27.1435,26.1583,24.1209,26.4422,29.2988,24.9335,23.7,27.1406,30.4798,29.9833,25.4431,31.0787,30.4381,33.5984,23.1304,53.7364,43.0394,62.5705,70.0602,77.757,119.6741,100.1089,54.0182,60.1692,48.712,62.3068,76.9083,75.0239,70.8299,65.9433,70.201,87.3239,79.9584,86.168,85.033,83.1105,93.6925,80.4114,90.3408,89.7035,118.8672,106.0168
344,"HKG","Hong Kong",226.4935,248.4118,264.0431,252.0865,229.5039,227.72,232.8303,265.661,295.9341,333.0751,389.926,401.2048,332.0493,294.3659,354.4717,380.0272,466.7928,547.0258,587.7894,608.5602,555.6556,568.0841,590.7009,568.4382,556.0621,498.383,518.8656,498.443,549.1194,518.1689,477.1277,431.7566,358.0607,354.9428,365.2113,354.8572,424.758,403.9221,380.145,388.8839,393.4243,386.0114,371.6685,377.1399,380.4995,419.8945,396.6921,397.4751,413.2967,447.9424,458.1907,483.1894,487.3842,489.5688,543.2714,548.4531,554.7592,557.9549,548.9412,672.81,659.7185
