"code","iso","country","CDA.raw.1999","CDA.raw.2000","CDA.raw.2001","CDA.raw.2002","CDA.raw.2003","CDA.raw.2004","CDA.raw.2005","CDA.raw.2006","CDA.raw.2007","CDA.raw.2008","CDA.raw.2009","CDA.raw.2010","CDA.raw.2011","CDA.raw.2012","CDA.raw.2013","CDA.raw.2014","CDA.raw.2015","CDA.raw.2016","CDA.raw.2017","CDA.raw.2018","CDA.raw.2019","CDA.raw.2020","CDA.raw.2021","CDA.raw.2022"
204,"BEN","Benin",0.10609053585574,0.101498594307005,0.0976313198245382,0.0995728214209268,0.10741776499375,0.114514700988894,0.10859923464932,0.123684765161736,0.137060170955263,0.127141618279292,0.125130125842041,0.115527643955043,0.098006633161269,0.0829936783158287,0.069778955142336,0.0569299355174606,0.0396201752190317,0.0446816534197805,0.0552037671713168,0.0636800788985308,0.0667234479581387,0.0752597272013726,0.0782915336615886,0.0728527508931012
60,"BMU","Bermuda",0.00317880244863744,0.00085402457322048,0.00403799954223172,0.000128425475694138,0.00459796991861694,0.00979408840021301,0.0138837211322034,0.0226614439951016,0.0346651160025824,0.0354990122138465,0.0153560101025794,0.0103549922068906,-0.00297280824212882,-0.0060633569438964,-0.00870829671153695,-0.0158368682209246,-0.0177612256836398,-0.00909258577789097,0.0161445362636736,0.0417999562708691,0.036401685643151,0.0305023823498274,0.00468666768042802,-0.0227177897989364
64,"BTN","Bhutan",0.103523794267461,0.106146067468014,0.0966811571542177,0.0931415928871933,0.0629587161199494,0.0239745370531925,0.00613594713922216,-0.00505158763826869,-0.00200057666594469,0.00313167979682327,0.00365002593838715,0.018292068891042,0.0513722532609209,0.0907034649744092,0.120193488712231,0.129958738686871,0.143936191769306,0.155047024140928,0.15378595454768,0.14688323362848,0.116109637656953,0.0580606407118602,0.0307177643605379,NA
68,"BOL","Bolivia",0.00672767823565312,-0.0101043205515659,-0.0242791125754817,-0.0134323821131592,0.00284796068244586,0.00508946933147003,0.00724379902994299,0.0127594128232738,0.0280672347215221,0.04095664079883,0.0527033011926936,0.0483509611561661,0.0440435178774659,0.0496577311445356,0.0531061519636515,0.0572889707228765,0.0616742183110133,0.0638254718881324,0.0635185282777149,0.0583858061708247,0.0495456782858728,0.0282765725914742,0.0195751736468022,0.0129607210776181
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,0.204109450915104,0.169037493844455,0.12024204328854,0.0737496211609359,0.0589204581275207,0.0587981447265846,0.0507062573367414,0.0553480598172582,0.058875869839119,0.0555175212244019,0.0465411530912958,0.0306754510286271,0.0123295067858977,0.00686375385407278,0.000116556153737957,-0.000697786342004287,-0.00493733803908551,-0.00773763105006514,-0.00234407225666033,-0.00128763921574214
72,"BWA","Botswana",0.0163414459203695,0.0247278141404599,0.0283167743937773,0.0326614439116215,0.0400278739458952,0.0425034181133312,0.0449655228105628,0.0373119220610394,0.0270238423608751,0.0273040297669864,0.0114313327114433,0.0142964317927716,0.00958268011277186,0.0193003287559863,0.0295539144993744,0.0470345487014165,0.0475945733193024,0.0543108643893104,0.0634577930141456,0.0739172810043249,0.0608166570438426,0.0406537371515776,0.0158855016823174,0.0127723307417007
76,"BRA","Brazil",0.0485985483678169,0.0487660003715049,0.0476641915610669,0.0428812482346479,0.0357066073586478,0.029629271707925,0.0234960981313432,0.019343784130889,0.0193983343075896,0.0218009953701974,0.0198716417650122,0.0252074107203806,0.0313263748660022,0.0383656640023107,0.0440432690203838,0.0502238130300259,0.0484556817099162,0.0387477888119263,0.0299363871529412,0.0197712863161428,0.00356382283606949,-0.0036696189325336,-0.00472793367452603,-0.00887420530736481
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",-0.0114130887440505,-0.0395170922848253,-0.0340529037067233,-0.0362971701823828,-0.0198597800243857,-0.0197893347283089,-0.0169240701800324,0.00595856042639387,0.0312321762578247,0.0548729591055459,0.0675104622550384,0.0707079082256121,0.0769880317421037,0.0674403607611609,0.0490141658991203,0.0358255950257207,0.00136294494441835,-0.00616182514715404,-0.00418921327102222,0.00494711312919738,0.0129830507845761,0.0212822678425566,0.0386753899086119,0.0509536329718183
100,"BGR","Bulgaria",-0.00367452986327213,-0.00340709228912984,-0.00356150732281111,-0.0110205881399455,-0.0104463860786489,-0.0111615859762737,-0.00816110639223901,-0.00157232367732017,0.0114647269861903,0.0205825480157831,0.011020166480447,0.00277066501120671,0.00467413507448611,-0.00357740595936793,-0.0164323489630753,-0.0272253813419154,-0.026040211312345,-0.0278914703466618,-0.0136687496290059,-0.00986593485811448,-0.0220064124760835,-0.0397242635359592,-0.0269009074925296,-0.0105628884823187
854,"BFA","Burkina Faso",0.0485047775352221,0.0589229575718293,0.0650282935351936,0.0662415970526538,0.0651626926782336,0.06054421851731,0.0479734682749875,0.0475084941774366,0.0568937766298272,0.0672401690505211,0.0762556717974427,0.0911167746737995,0.0969984181205013,0.105840802746643,0.112447445535671,0.108609688121904,0.107897146997753,0.108316864319709,0.115011045134345,0.120288193841782,0.120953436911145,0.111128930357128,0.0996624107380899,0.0907275693307377
108,"BDI","Burundi",0.0180288144380527,0.0178673927391342,0.00797206083651969,-0.00751690233256427,-0.0458881378236237,-0.0588344197815223,-0.0912060682921009,-0.0958226301340789,-0.0763643077790073,-0.0448707541184068,-0.0342063355876129,0.0197252017070841,0.0543399704380305,0.0879146554472943,0.0965374282672502,0.107718898085387,0.0941559115983461,0.0934812556847451,0.0992058585293205,0.108897377753888,0.0917261521405983,0.101205586293461,0.113849026533432,0.117346273232841
