"code","iso","country","HPE.raw.1998","HPE.raw.1999","HPE.raw.2000","HPE.raw.2001","HPE.raw.2002","HPE.raw.2003","HPE.raw.2004","HPE.raw.2005","HPE.raw.2006","HPE.raw.2007","HPE.raw.2008","HPE.raw.2009","HPE.raw.2010","HPE.raw.2011","HPE.raw.2012","HPE.raw.2013","HPE.raw.2014","HPE.raw.2015","HPE.raw.2016","HPE.raw.2017","HPE.raw.2018","HPE.raw.2019","HPE.raw.2020","HPE.raw.2021","HPE.raw.2022"
44,"BHS","Bahamas",5.0112503795941,3.90562028483126,3.70725562244823,3.37575904822904,3.0257594056046,3.19819058658703,3.28466190677311,3.16049472168145,3.36914839049356,3.03042405733066,2.78646719897981,2.83294765743877,2.766964487999,3.15931886105555,3.1640456440287,2.5611705149335,2.74067832709304,2.65840574830113,2.77493869173111,3.13364965557275,2.81946237491377,2.56589150982343,2.7433447221385,2.97047233694319,2.68568502989851
48,"BHR","Bahrain",17.6311917296814,20.5811876530492,23.7400596111867,21.9737703281791,19.6883983637845,25.1382077765364,23.0429625297981,23.4535678113524,21.2232690913508,22.5745974856878,24.3308861543553,24.8676615664375,23.115277148485,22.8914687703339,24.577397225964,22.6786713129907,20.1141843637004,24.2021495422826,22.3977404339641,23.7213173285131,25.8680829398422,22.419539845988,21.4412251575927,23.3751068236477,26.0810754057435
50,"BGD","Bangladesh",42.0304805543649,42.6665715939168,47.4985661318272,49.3923081103668,49.9400152524959,51.3159619444079,50.7591264940503,54.919504600385,58.5285488535636,56.2796609755578,59.8019625331171,65.6557223468169,62.7162731022102,64.3510375751183,67.9206164117459,61.0318661963936,63.9870475108277,61.0271021371938,59.8733308237851,59.5286672816938,74.0222163294658,62.3488954933836,67.3381385843351,68.2651541998932,59.0168875176008
52,"BRB","Barbados",0.730456727251432,0.820062725797034,0.836942825045284,0.800224244122351,0.828404134354887,0.790326729902828,0.719815199000946,0.771721834096633,0.764241636767825,0.867246946343588,0.70266601702558,0.898620900456383,0.913788670749737,0.747446372248113,0.904355372742989,0.703208887640525,0.658343858713485,0.879861774686985,0.79680944292609,0.861035022540384,0.751928517743738,0.728735739673241,0.800567261732867,0.853680213597735,0.759758850163655
112,"BLR","Belarus",15.8781491019342,16.133011275465,14.7082085257385,15.1293514104171,18.6575499100586,14.6720878539312,14.6338871892342,14.2077486280155,14.7226069780633,14.0140848670414,15.3181666087729,15.6291857860764,17.1855080896475,14.5981172698934,14.3180377074892,15.1438154440064,15.5516974149735,13.1679470965581,12.4112797491766,12.4785615672639,13.664009242725,11.3193722822261,10.7695372511566,11.7722286447756,9.68932489147341
56,"BEL","Belgium",14.4729194272241,13.3641341412715,12.517396114119,12.2550050564244,12.5266398050783,14.4350237985138,12.7618162533685,12.1933523566589,13.5776505161084,15.474204465504,14.6479611653248,15.2298942181141,14.8417250298138,14.3899290894307,12.8406350828159,13.6217130122037,11.2369011557344,10.8302300527619,10.5255601722942,10.2434784639014,10.5907815855293,9.04575598773602,7.94162403938862,9.33725741278954,8.72598577410504
84,"BLZ","Belize",10.8471003791,7.89246438642937,9.10976920430649,10.7236122582559,9.55920091745724,11.7297159567365,8.92126437785601,11.1387287942587,9.91737308644633,10.4837396178266,9.4993638603452,8.67497990156115,8.31394542531277,10.3281064606817,8.3252422051126,9.87741695806495,9.39972085095229,9.18715755992927,8.14659909989975,8.44675078758242,9.54318078976282,8.78437038446005,11.3458301240064,8.91264665327467,8.94686419254938
204,"BEN","Benin",11.4291277395774,8.24448669124361,11.9812183471611,11.0550766052211,11.3676127448175,10.0433548030817,12.5793711644188,11.6143616350745,10.2586049467493,12.6422801944957,13.3001084923618,10.555242401441,10.0192677681185,10.9025257923959,10.8862888221296,9.12872513455719,9.1163283883954,13.1548592280145,11.8227255719305,11.695836628718,10.0451901149745,9.51953494661433,11.8846926483838,11.6615864686645,11.8557392939498
60,"BMU","Bermuda",2.99766842915465,2.40040258482879,2.75316591576263,2.66434235102275,2.35185486779144,2.39861611979633,2.34984135811913,2.41492710866113,2.35100617188132,2.59214603330359,2.38348020823377,2.26008644845175,2.09467445499595,2.43352296067296,2.38795716104399,2.02355088354724,2.12469210232582,2.15253066931803,2.16155644150228,1.95388029863043,1.76769476956055,1.88693206607098,1.94390467792213,2.1890914574563,1.90880238612614
64,"BTN","Bhutan",18.5315569814461,19.1544060612218,23.3872775487267,26.2679447218825,25.728768467921,27.0855589220655,27.6529891730004,28.0474832903343,29.7632866605051,28.6078278662856,29.6262903594987,34.687555545179,29.4581319514978,30.334252333217,31.643139500197,27.8219763357837,31.5785545047017,31.3155666747237,29.1626646232789,29.9747048490884,32.6466090566208,31.0187184778878,31.0599036738589,31.6691006979205,25.1615138358909
68,"BOL","Bolivia",17.5330745167805,17.5511556118134,16.6613842112525,17.7550282892719,19.3591281188614,19.3232110171421,22.0698338166266,21.6855144739743,18.9114955629995,22.3002451084058,18.6834878336007,17.5580091054845,24.6418919259445,19.5859458065707,17.0619599201466,16.3109900673389,17.0269901036629,17.6597596873178,18.6042641539344,17.909126165093,17.1210073100859,18.7438219104953,20.3630980585913,18.3047152858001,19.898538335154
70,"BIH","Bosnia and Herzegovina",24.3765876013775,23.5682363073258,24.5229779098042,25.0910981824206,26.5129828967626,26.6385859250536,26.0851218552673,25.8098597188009,26.7134155013133,24.6364697411271,25.2857692297495,25.7745461059368,26.5303224969804,28.0808931057872,25.1415953888825,23.1514719749928,23.0981543089362,25.7033428525919,25.0074735418747,23.9793758139698,24.4939733561669,21.1368126421293,21.8737073291174,20.907278014858,22.1500684370304
72,"BWA","Botswana",15.4339695046985,14.9612078607158,12.4315783149395,14.8672278391476,14.4045091933768,15.3951124850007,13.322167793966,16.4438745058821,12.3888752948584,13.9634328957976,14.3982127408744,13.8630939095201,16.7567122321382,13.1373136702484,14.4400173639268,14.1519058966031,10.5478878104889,13.9639581775112,12.5190029177375,12.1347854202342,13.5691662721176,12.6754457818158,11.0116396500017,11.5301932668461,11.0794221529011
76,"BRA","Brazil",8.70278388464583,7.96473774644782,8.90892871943484,10.6892938283023,11.1088709545483,11.1997684897753,11.3150944649284,11.2426420787528,10.9306828539704,11.6817860776911,11.1061384891782,11.143753926628,11.0573137486106,10.9727462466017,9.99714911739475,9.67315905781666,9.6714694247369,10.3281984435092,9.89185845971993,9.99343540008899,9.79666590919101,10.1671748291771,10.0722885028842,10.0878806176312,10.9763048882208
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
