"code","iso","country","TBN.raw.1990","TBN.raw.1991","TBN.raw.1992","TBN.raw.1993","TBN.raw.1994","TBN.raw.1995","TBN.raw.1996","TBN.raw.1997","TBN.raw.1998","TBN.raw.1999","TBN.raw.2000","TBN.raw.2001","TBN.raw.2002","TBN.raw.2003","TBN.raw.2004","TBN.raw.2005","TBN.raw.2006","TBN.raw.2007","TBN.raw.2008","TBN.raw.2009","TBN.raw.2010","TBN.raw.2011","TBN.raw.2012","TBN.raw.2013","TBN.raw.2014","TBN.raw.2015","TBN.raw.2016","TBN.raw.2017","TBN.raw.2018","TBN.raw.2019","TBN.raw.2020","TBN.raw.2021","TBN.raw.2022","TBN.raw.2023"
36,"AUS","Australia",4.52925123971968,4.8781885691619,5.03965353842939,5.27583867846171,5.5066992932699,5.5410924619906,5.64488047123515,5.68712874754033,5.75075195803073,5.96141563269325,6.39809331897851,6.44046018107835,7.96502496300027,8.0980557883716,8.21854995576616,8.37813136810716,8.61194093737538,9.48731783965266,9.67205616369617,10.3657864839722,10.7480467449595,11.5635743807709,13.248555797631,15.0570797892175,16.4053583422452,17.7750744616459,18.4726463288712,18.7041496319376,18.8647650131715,19.0559982569617,20.1173332156244,20.1173332156244,20.1173332156244,20.1173332156244
40,"AUT","Austria",15.8544931807193,16.9183565300699,16.9297557299246,16.932342161841,16.9343920198254,17.3389289778436,18.807191911325,20.0100103037285,20.8877994369393,21.1368643982845,21.2834903474717,21.8839136365783,23.1142975943982,23.1562412107318,23.5240102095738,24.0067629439759,25.0809593278204,25.1039953585216,25.1353843267146,25.2072446907793,25.3536595964638,25.7174355141568,25.7174366128779,25.7275559963217,25.7824020167104,25.7875340346681,25.7875816421403,25.7888829515126,25.8002710098087,25.8007727067505,25.9830275433183,26.0805495759195,26.0805495759195,26.0805495759195
31,"AZE","Azerbaijan",NA,NA,4.43663306506926,4.94930001811043,4.94930001811043,4.94930001811043,4.94930001811043,4.94930001811043,4.94930001811043,4.94930001811043,4.94930001811043,5.49932074682045,5.49932074682045,6.90187948097916,7.54612923788943,7.5729017266042,8.64416817657957,8.64416817657957,8.90399674381458,9.38804668134097,9.38804668134097,9.38804668134097,9.38804668134097,9.38804668134097,9.38804668134097,9.38804668134097,9.38804668134097,9.38804668134097,9.41418614808736,9.41418614808736,9.41418614808736,9.41418614808736,9.41418614808736,9.41418614808736
44,"BHS","Bahamas",0.124938731277628,0.124938731277628,0.127902443379919,0.127902443379919,0.76302113993458,0.76302113993458,0.76302113993458,6.35786053784389,6.35786053784389,6.35786053784389,6.35786053784389,6.35786053784389,8.48956743023189,8.48956743023189,8.48956743023189,8.48956743023189,8.48956743023189,8.48956743023189,8.48956743023189,8.49032445142133,8.49032445142133,8.49032445142133,23.803419284151,23.803419284151,23.803419284151,24.7701206093258,24.7701206093258,24.7701206093258,24.7701206093258,24.7701206093258,24.7701206093258,24.7701206093258,24.7701206093258,24.7701206093258
48,"BHR","Bahrain",0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.811873593180204,0.877871059464609,0.877871059464609,0.877871059464609,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017,2.60536717039017
50,"BGD","Bangladesh",0.590825601717724,0.590825601717724,3.48625062374498,3.48625062374498,3.48625062374498,3.48625062374498,3.49499338938519,3.49499338938519,3.49499338938519,3.53609239893245,3.60179770649441,3.64581772520681,3.64581772520681,3.64581772520681,3.64849304684532,3.65023367928279,3.65539568946355,3.67020015478308,3.67020015478308,3.75173719873838,3.90371316089566,3.91699293213137,3.91765015886953,3.92171932859911,3.92171932859911,3.92317736845484,3.92323534985032,4.04249770720118,4.04305398801886,4.09818498813047,4.18159356032843,4.18685567697045,4.18685567697045,4.18685567697045
52,"BRB","Barbados",0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417
112,"BLR","Belarus",NA,NA,13.1499784299522,13.1603829015619,13.1638028218542,13.1802133956599,13.2075027640208,13.2075027640208,13.2075027640208,13.2138212207368,13.2138212207368,13.2293891480306,13.2317017749906,13.2317017749906,13.2317017749906,13.2330767945458,13.2330767945458,13.2330767945458,13.2330767945458,13.2330767945458,13.4385733779497,13.4385733779497,13.4418119178983,13.621086412525,13.6339496799666,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613
56,"BEL","Belgium",3.31014779691625,3.33031162749756,3.33797276641166,3.37330919761626,3.40074287292773,3.43032460902667,3.45139135182233,3.50857654834084,3.53948682777647,3.65965657171981,3.88842907957134,3.94598713840291,4.01383632357912,6.95387317509709,6.98166700911711,7.00755638638168,7.02156655842219,7.05760964246593,7.06810731986866,7.18519420923244,7.19174426091511,7.19750886353981,7.20556141956207,7.22869516466207,8.62860486571219,9.10479424060066,14.6708646437986,14.6875394533886,14.7481782785342,15.3749592394143,15.4118256397572,15.485857281263,15.487671085879,15.487671085879
84,"BLZ","Belize",26.2231569683597,26.8250639234261,26.9147496527053,26.9147496527053,27.6126955185932,27.6144108807233,27.8745000136523,27.8745000136523,28.0827433403504,28.0827433403504,28.0827433403523,28.2315374966104,28.2557178764328,28.2557178764272,28.2557178764272,28.2567939459158,28.2568090028147,28.2754722599383,28.2754722599383,28.2754995311612,28.3044832776621,28.3044832776621,28.36782568076,28.368860967367,28.368860967367,28.368860967367,28.368860967367,28.368860967367,28.368860967367,28.368860967367,28.368860967367,28.368860967367,28.368860967367,28.368860967367
204,"BEN","Benin",23.7311847145428,23.7311847145428,23.7311847145428,23.7311847145428,23.7311847145428,23.7311847145428,23.7311847145428,23.7311847145428,23.7311847145428,23.7311847145428,24.9287087139378,24.9287087139378,24.9406539824224,24.9406539824224,24.9406539824224,24.9406539824224,24.9406539824224,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605,25.8419697962605
60,"BMU","Bermuda",2.26103803432266,2.26103803432266,2.26103803432266,2.26103803432266,2.26103803432266,2.26103803432266,2.26103803432266,2.26103803432266,2.26103803432266,2.28357047714842,2.28357047714842,2.28357047714842,2.28357047714842,2.28357047714842,2.28357047714842,2.28357047714842,2.28357047714842,2.28357047714842,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519,2.30210379684519
64,"BTN","Bhutan",13.941187419623,13.941187419623,13.941187419623,22.7478301424222,22.7478301424222,22.7478301424222,22.7478301424222,22.7478301424222,22.7478301424222,22.9236561177491,22.9236561177491,22.9236561177491,22.9236561177491,22.9236561177491,22.9236561177491,22.9236561177491,22.9236561177491,22.9236561177491,24.0425285970505,24.0425285970505,24.0425285970505,24.0425285970505,24.0467534425701,24.0467534425701,24.0467534425993,24.0467534425993,24.0467534425993,24.0467534425993,24.0467534425993,24.0467534425993,24.0467534425993,24.0467534425993,24.0467534425993,24.0467534425993
68,"BOL","Bolivia",10.7158512363393,10.9190737291749,11.3105087959878,11.3927976440102,11.3927976440102,16.4704388292688,16.8853111984315,19.8399065302818,20.214384351806,20.2146606664125,20.5781426795911,21.4497865685149,22.3912177185286,22.3980954291567,22.762740611111,22.9158233579527,22.9636018038225,24.2565694565182,24.2565694565182,24.2844751273987,24.4501205735296,24.4501205735296,24.4501205735296,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441,25.4859084216441
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,0.413385751182318,0.413385751182318,1.33225874808147,1.33225874808147,1.33225874808147,1.33225874808147,1.33225874808147,1.33225874808147,1.33225874808147,1.36036233406715,1.37010136096785,1.37010136096785,1.41372343478026,1.42609722785288,1.48504563562211,3.13645390462881,3.30525523979353,3.30525523979353,3.35628513173206,3.35781151166675,3.3586617757097,3.3665032598526,3.3672644243701,3.36796428749117,3.4939258370766,3.50439916007777,3.5531345532902,3.86576350917559,3.95175061415703,3.95806465919763,3.95806465919763
72,"BWA","Botswana",17.88727000411,17.8872700041085,18.7378919677257,18.9039520982464,18.9039520982464,18.9039520982464,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495,26.220772520495
76,"BRA","Brazil",6.40069574757026,6.78071377645839,7.0776192929327,7.17347038744527,8.19021482760382,8.69880211802318,9.15773718860663,10.2157045424383,11.4789731580432,12.2981899019437,13.8402730425021,15.1194709321324,17.6349400375886,18.3049023213216,19.4028624488309,20.650664533414,22.4585414191567,22.4738931887314,22.5186534174474,22.5679803106368,22.6797140624114,22.6883988093347,22.6924828250039,22.6992485322854,22.706197244293,22.8074721670363,22.8089605070295,22.8296009540495,22.9563900411248,22.9600720948511,22.9676362971493,22.9693785853605,22.995338527808,23.0024691302338
92,"VGB","British Virgin Islands",1.64764584396208,1.64764584396208,1.64764584396208,1.64764584396208,1.64764584396208,2.13680261772546,2.13680261772546,2.13680261772546,2.26548644920404,9.51762865912921,9.51762865912921,9.51762865912921,9.51762865912921,9.58959835460409,9.58959835460409,9.58959835460409,9.58959835460409,9.58959835460409,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512,9.61345159646512
96,"BRN","Brunei Darussalam",30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
100,"BGR","Bulgaria",2.32388296364944,2.79803623000986,3.67174380527193,3.67193061781068,3.68244821518519,4.62160498289476,4.62484939655179,4.6282380047734,4.6282380047734,4.62970949479812,4.82826472386752,4.92247147054064,14.8537650124901,14.8728372390303,14.8784752711575,14.8911452006921,14.902346176362,29.0815613344544,29.9793588828562,29.9793588828562,29.9793588828562,29.9793588828563,29.9793588828562,29.9793588828562,29.9793588828563,29.9793588828563,29.9793588828562,29.9793588828562,29.9813799110678,29.9813799110678,29.9813799110678,29.9813799110678,29.9813799110678,29.9813799110678
854,"BFA","Burkina Faso",12.7692249415658,12.7692249415658,12.7692249415658,12.7692249415658,12.7692249415658,12.7692249415658,12.7692249415658,12.7692249415658,12.7692249415658,12.7692249415658,13.1264627431669,13.5660810610636,13.5905853451577,13.5905853451577,13.5905853451577,13.5905853451577,13.5905853451577,13.6850249190844,13.7081186673746,16.2164032444971,16.2164032444971,16.2164032444971,16.2164032444971,16.2164032444971,16.2164032444971,16.2164032445085,16.3027899451748,16.3280013609516,16.3280013609516,16.3302424318116,16.3302424318116,16.3302424318116,16.3302424318116,16.3302424318116
108,"BDI","Burundi",5.63257103883893,5.63257103883893,5.63257103883893,5.66886976034907,5.66886976034907,5.66886976034907,5.66886976034907,5.66886976034907,5.66886976034907,5.66886976034907,5.96651187175547,5.96651187175547,6.10141983908415,6.10141983908415,6.10141983908415,6.10141983908415,6.10141983908415,6.10141983908415,6.10141983908415,6.10141983908415,6.10141983908415,6.10789679757998,6.10789679757998,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601,7.93080606174601
132,"CPV","Cabo Verde",2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.48928349679738,2.82682509204632,2.82682509204632,2.82682509204632,2.82682509204632,2.82682509204632,2.82682509204632,2.82682509204632,2.82682509204632,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027,2.86928668071027
116,"KHM","Cambodia",0,0,0,13.7418943944314,13.7418943944314,13.7418943944314,13.8240763410569,13.8240763410569,13.8240763410569,13.9044118509574,13.9044118509574,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,13.9394845591111,14.0571955107888,25.9788549399617,30,30,30,30,30,30,30
120,"CMR","Cameroon",2.23161489439079,2.23161489439079,2.23161489439079,2.23161489439079,2.23241035372962,2.23241035372962,2.37610190118553,2.37610190118553,2.37610190118553,2.37610190118553,3.86276835315943,4.32901609756036,4.32901609756036,4.32901609756036,4.70246311294601,5.89174262981964,5.89262861322851,7.118116678131,7.36226751343638,7.4881671959059,7.87000223946105,7.87000223946105,9.09647597169719,9.09647597169719,9.45320627395033,9.66630625071895,9.66630625071895,9.66630625071895,9.91943969765546,9.91943969765546,9.91943969765546,9.91943969765546,9.91943969765546,9.91943969765546
124,"CAN","Canada",4.56713566556555,4.57247146705905,4.72844544088778,4.86123719436373,4.8951665270581,5.21552112858505,5.40461068607469,5.49036138792387,5.77177776762488,6.00211092024523,6.08920907451766,6.32935337803776,6.36692228375122,6.89603076802423,7.01350905771448,7.24794692264494,7.31755428630308,7.47492225349257,7.74056691404373,8.01583532800263,8.09429903745173,8.33018941268628,8.76247889656258,9.12257767488969,9.15072842853085,9.52476184800196,9.613913514961,9.64717657221327,10.3109811711948,10.6858072444921,10.7379569370049,10.822779939943,10.8724135961733,10.8724135961733
136,"CYM","Cayman Islands",5.86339168456629,6.27625626354983,7.52393835690676,7.52393835690676,7.52721499580053,7.72315223097259,7.72315223097259,8.71575037468325,8.71575037468325,8.71575037468325,8.71575037468325,8.71575037468325,8.71575037468325,8.71575037468325,8.75398236264993,8.75398236264993,8.75398236264993,8.75398236264993,8.75398236264993,8.75398236264993,9.0668796764411,9.06827476076606,9.07198476911347,9.19074396794553,9.20618610412945,9.20618610412945,9.20618610412945,9.20618610412945,9.20618610412945,9.20618610412945,9.20618610412945,9.20618610412945,9.20618610412945,9.20618610412945
140,"CAF","Central African Republic",17.4988075506399,17.4988075506399,17.753307470559,17.753307470559,17.753307470559,17.753307470559,17.753307470559,17.753307470559,17.7533227499709,17.7533227499709,17.7533227499709,17.7533227499709,17.7533227499709,17.7533227499709,17.7533227499709,17.8559768071433,17.8559768071433,17.8559768071433,17.8559768071433,17.8559768071434,17.8559768071434,17.8559768071434,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321,17.8559768071321
148,"TCD","Chad",11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,11.7218899815739,12.3006183140994,12.3006183140994,12.3006183140994,12.9192709614575,15.2146290263192,17.2650181522579,17.2650181522579,18.3891780269479,18.3891780269479,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421,18.4481581657421
152,"CHL","Chile",12.52919023362,12.52919023362,12.5322897980052,12.5323465032348,12.6786377426831,13.0444483739994,13.2361419710767,13.2361419710775,13.2695159088216,13.2698283926715,13.3264983957512,13.3264983957512,13.3264983957512,13.326736268189,13.3484960780907,14.2814452467471,14.2860105387687,14.2870936891904,14.3064783326288,14.3705393689549,14.4556130688442,14.4582694324451,14.4582694324451,14.4604932765871,14.6152593533244,14.668122559252,14.6710037707195,14.6728985948503,15.383998375574,16.4030070364548,16.4138291362027,16.4173924405076,16.4843839415641,16.4843839415641
156,"CHN","China",0.0955822648595015,0.0955822648595015,0.150250105666052,0.150250105666052,0.150250105666052,0.150250105666052,0.150762720761556,0.152662607147879,0.152662607147879,0.172157819406302,0.172157819406302,0.172157819406302,0.332081749125036,0.332081749125036,0.368731501077448,0.368731501077448,0.368731501077448,0.368731501077448,0.392888899187457,0.392923678591775,0.392923678591775,0.448949164756104,0.448949164756104,0.474286714195428,0.474286714195428,0.48228326952792,0.48228326952792,0.48228326952792,0.78645728203814,0.78645728203814,0.78645728203814,0.78645728203814,0.78645728203814,0.78645728203814
170,"COL","Colombia",10.9044161473447,10.9071923121976,10.9148203410517,10.9300504403469,10.9349195093469,10.9349195093469,10.9353166497586,10.9394803084711,10.9424431470715,10.9559645223572,10.9565329086158,10.9570947719865,11.8997252435483,11.9015336255128,11.9020852193071,12.3689265922932,12.5119270351234,12.9484554879182,13.2104059928906,14.424220731894,14.4397343761913,14.5633039561181,14.5966801546995,14.6764307786415,14.7574315673948,14.9702466695198,15.046143037219,15.2623359954907,15.8707195172099,16.0381611144993,16.0419224526285,16.0419224526285,16.0419224526285,16.0419224526285
174,"COM","Comoros",0,0,0,0,0,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,0.697417008043913,10.1981864146327,10.1981864146327,10.1981864146327,10.1981864146327,30,30,30,30,30,30,30,30,30,30,30,30,30,30
184,"COK","Cook Islands",0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971,0.887239035004971
188,"CRI","Costa Rica",19.0116019834315,20.4364390004866,20.7156682931401,20.7210809879319,21.5409656697639,21.7785982363526,21.9651572555792,21.9732888334704,22.1110355349654,22.1469374948598,23.9733020297791,24.0165492672345,24.0720692455892,24.1548821003191,24.2632472547541,24.2646919628381,24.2681819103002,24.2702712763461,24.2702712763461,24.2936766779844,25.307193647757,25.3097295063929,25.3110292071135,25.3345053266653,25.3526501296214,25.3526501296214,25.3526501296214,25.3526501296214,25.3526501310742,25.4353535640195,25.4443550195552,25.4443550195552,25.4443550195552,25.4443550195552
384,"CIV","Cote d'Ivoire",22.5977565761524,22.5977565761524,22.5977565761524,22.6616643518291,22.6616643518291,22.6616643518291,22.6708360456949,22.6708360456949,22.6708360456949,22.6708360456949,22.6708360456949,22.6708360456949,22.6708360456949,22.6708360456949,22.6708360456949,22.8685463370411,22.8685463370411,22.8685463370411,22.8685463370411,22.8685463370411,22.8685463370411,22.8685463370411,22.8685463370411,22.8690073869822,22.8690073869822,22.8690073869822,22.8690073869822,22.8690073869822,22.8890486995184,22.8890486995184,22.8890486995184,22.8890486995184,22.8890486995184,22.8890486995184
191,"HRV","Croatia",7.65099862405211,7.67003638408254,7.67391647700455,8.06305942983291,8.06305943001201,8.36163875184808,8.36957143573286,8.37115609765838,8.42757087500301,9.97393049977634,9.98322691909618,10.2463190955034,10.2480168942026,10.3189087754787,10.3189087754787,10.3189087754787,10.5816938671279,10.5816938671685,10.5816938671685,10.5816938671292,10.5864161772659,12.1108843184657,12.1108843184657,29.7040364056986,30,30,30,30,30,30,30,30,30,30
192,"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,7.27621752534465,8.92974402097547,8.92974402097547,8.92974402097547,8.92974402097547,8.92974402097547,8.92974402097547,9.12109417162287,9.12109417162287,11.8508080502794,11.8508080502794,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202,12.4988699186202
531,"CUW","Curacao",8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,8.03099417683409,16.4646650080121,16.4646650080121,16.4646650080121,16.4646650080121,16.4646650080121,16.7772952344323,16.7772952344323,16.7772952344323,16.7772952344323,16.7772952344323,16.7772952344323
196,"CYP","Cyprus",6.08713558455515,6.08713558455515,7.0910498649553,7.14357294377034,7.14357294377034,7.14357294377034,7.15727349930389,7.15727349930389,7.16691363937999,7.16691363937999,7.29300781416825,7.45017854666509,7.45017854666509,7.68190274108153,8.16511630616667,10.135904603371,10.135904603371,14.7853037111178,16.6675893335408,16.7265577991767,16.7265577991767,17.1704685716987,17.1704685716987,17.4821243646166,30,30,30,30,30,30,30,30,30,30
