"code","iso","country","RCY.raw.1961","RCY.raw.1962","RCY.raw.1963","RCY.raw.1964","RCY.raw.1965","RCY.raw.1966","RCY.raw.1967","RCY.raw.1968","RCY.raw.1969","RCY.raw.1970","RCY.raw.1971","RCY.raw.1972","RCY.raw.1973","RCY.raw.1974","RCY.raw.1975","RCY.raw.1976","RCY.raw.1977","RCY.raw.1978","RCY.raw.1979","RCY.raw.1980","RCY.raw.1981","RCY.raw.1982","RCY.raw.1983","RCY.raw.1984","RCY.raw.1985","RCY.raw.1986","RCY.raw.1987","RCY.raw.1988","RCY.raw.1989","RCY.raw.1990","RCY.raw.1991","RCY.raw.1992","RCY.raw.1993","RCY.raw.1994","RCY.raw.1995","RCY.raw.1996","RCY.raw.1997","RCY.raw.1998","RCY.raw.1999","RCY.raw.2000","RCY.raw.2001","RCY.raw.2002","RCY.raw.2003","RCY.raw.2004","RCY.raw.2005","RCY.raw.2006","RCY.raw.2007","RCY.raw.2008","RCY.raw.2009","RCY.raw.2010","RCY.raw.2011","RCY.raw.2012","RCY.raw.2013","RCY.raw.2014","RCY.raw.2015","RCY.raw.2016","RCY.raw.2017","RCY.raw.2018","RCY.raw.2019","RCY.raw.2020","RCY.raw.2021","RCY.raw.2022"
36,"AUS","Australia",0.314485551518209,0.348672401835512,0.370712858759654,0.385237832488084,0.28843043578207,0.413310099970474,0.243734596993312,0.378607427803112,0.319692785101396,0.359418717814874,0.369324934200035,0.268519719405146,0.376000321529637,0.397592406553205,0.407116534274211,0.384575165252176,0.282683432920185,0.482909033601812,0.42703013364169,0.301363454276266,0.396639309208933,0.250523564325256,0.471307148826336,0.459263527902909,0.418505489983087,0.429062157851761,0.411314865327394,0.462182568504249,0.482032915646864,0.490675496179741,0.48831776173458,0.483702719716887,0.536189041637374,0.58951783649044,0.37179594220099,0.545433301859577,0.62894717836968,0.558755775312948,0.567665200905183,0.587492036869141,0.552376039865034,0.628303580570382,0.30895679596174,0.623829961840756,0.504422637155488,0.619451938601753,0.304157164954197,0.396338975889613,0.489013373051009,0.496371800907001,0.600205368870206,0.643991689833614,0.56831692512747,0.636149922372151,0.593359396982918,0.619598882088274,0.787239068296558,0.612108537727182,0.543474458554622,0.524068628956152,0.780368753181368,0.868059349810825
40,"AUT","Austria",0.385814362756261,0.3880528497341,0.392999299351989,0.406549596836635,0.352895821205687,0.441347407762004,0.476273544854251,0.49473574688475,0.506098546931718,0.458895337266665,0.514864343829157,0.480731622192947,0.529661158563917,0.559070256563029,0.517157362760607,0.570699220924939,0.550418643061687,0.588009836013973,0.501142259524342,0.604827227433232,0.554707989615912,0.6373796087812,0.624319674193484,0.669035914255468,0.68746658254074,0.62257196967225,0.647408922858921,0.725086998674572,0.707910272323445,0.72836117757316,0.725595712670428,0.682408777655874,0.684811702254681,0.719023833035043,0.729184608458614,0.680510902755152,0.748705060462468,0.742801771450241,0.778600425492614,0.688153889283501,0.744811076337264,0.743128916737773,0.671556157381189,0.832976116599328,0.790268988210613,0.74591903338914,0.747478506219928,0.867135759613131,0.797994475127111,0.771534239945973,0.897517266983645,0.753125288305132,0.761301565272243,0.906661615224221,0.784726420449094,0.935770844950462,0.805741011080978,0.784550402803805,0.881898759565251,0.923056040180737,0.904247632888035,0.862456642041856
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492564082204626,0.389209883234009,0.395772270171973,0.377454270061287,0.383618744850007,0.330021239675453,0.319831370060958,0.41306864974901,0.46776608678256,0.540209327751346,0.554960900299282,0.55787257281122,0.561926765637549,0.567929824069464,0.557197520885235,0.582693428840104,0.611527468735366,0.591975302828357,0.468467118846403,0.569482128236574,0.613462510463404,0.622259740348444,0.543014978536079,0.726047824464979,0.69298159277619,0.653275620460636,0.682985841942872,0.767646631898704,0.780465162469291,0.794533020306008,0.778358674508083
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",0.343373612116732,0.311705538998537,0.356705322907733,0.345606213003572,0.344094909570229,0.327318115830527,0.348558724081972,0.359705642286627,0.35812356687576,0.347145200954125,0.332001647563414,0.322759124055266,0.36658973876896,0.351305955139501,0.375876461212659,0.361267223322862,0.390911080383568,0.39129402541957,0.380883842724112,0.402574005057703,0.382534914532797,0.398070985635575,0.439904192709079,0.424557085850017,0.424469756756005,0.42949262297279,0.436687851766755,0.444616336074024,0.492404198827252,0.493398683137406,0.510257666457875,0.518736789113813,0.521606075798484,0.487883037675694,0.508668042777569,0.526484011036974,0.523468995964337,0.552631265593097,0.598795314022193,0.649748542508661,0.638806585133918,0.656962774607462,0.674829454471995,0.671729153489218,0.72256316870906,0.741209564161726,0.794598491754174,0.815084540305056,0.819452397531559,0.848294078436898,0.861008485155074,0.872465716772249,0.893165528833356,0.900488785474871,0.908727678635523,0.918304449480423,0.941395047328866,0.963332076814424,0.96952801613648,0.9903850817239,0.995792925821429,1
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557575586804772,0.595340800922795,0.472674094129186,0.457474310230397,0.497625932664917,0.461225943868134,0.397091212111226,0.341279517334122,0.424532744913864,0.420891604449623,0.491414800171568,0.52589191516126,0.625017330083928,0.576930454269379,0.561115939847532,0.587381751850817,0.678696983672824,0.633061254461628,0.555477516119631,0.594411396758808,0.62550880051212,0.555987316747048,0.650021354838358,0.643574043642055,0.573696621398171,0.626420110867816,0.510019160350851,0.579049951980181,0.639902635739737,0.555847886980642,0.560179446062334
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",0.350259030770703,0.368630335520931,0.353683288849635,0.388996581370776,0.39986476981451,0.417044847055115,0.483182654290281,0.44751601318355,0.461129490179517,0.570378467909181,0.525614545028522,0.490787720589091,0.579500533427177,0.486753502480437,0.396836849810332,0.363773675307171,0.486702326086434,0.559474109907024,0.493354243168288,0.522761573674177,0.513731439054393,0.549442048887352,0.561445114536706,0.490127309222097,0.468738766880247,0.466139367493258,0.438314529258396,0.435655963976964,0.465592494632269,0.559793984034067,0.60566206610932,0.579354144668221,0.522006248449343,0.565335152506774,0.510518755509092,0.598771841351195,0.593472971355974,0.61354545170887,0.672492620326932,0.603060609253955,0.653257549174064,0.609174217630633,0.646045498598031,0.594397877443081,0.591890429050308,0.651519763803013,0.678956928726209,0.539931733099012,0.588457527540836,0.709749995593115,0.630219262722473,0.723623134217486,0.749067171421895,0.71928774299713,0.605997168673276,0.665060856183431,0.770146027776937,0.718719552200162,0.617167698259047,0.641739697352755,0.76131760330268,0.787715848734089
204,"BEN","Benin",0.218097404755918,0.199094587607027,0.209945035581143,0.214201874830708,0.22513354961897,0.229621110386841,0.250759220601498,0.263696670847281,0.260252181996035,0.257663110357396,0.276189764377735,0.281860477815037,0.343515935767959,0.323547731408785,0.316330910182089,0.349761389365104,0.342702497071345,0.302513918076076,0.306898530645516,0.305936209990868,0.273424890570646,0.288586854810056,0.279851971987869,0.379987153797769,0.375811913230361,0.40991595785704,0.351930435256364,0.388952930240113,0.399050045506683,0.416571098618878,0.442683131621388,0.440895025276046,0.516887521568325,0.500242852078572,0.541041985106886,0.544696170193559,0.522675930202873,0.504792831387161,0.523319665161649,0.515919772987472,0.541456976618263,0.54864847876459,0.55954398589367,0.578878042041139,0.490850761899211,0.511183737282818,0.543524184233003,0.4793291603447,0.530009444935071,0.471949425822926,0.592496083790748,0.500683369415015,0.521906179551435,0.538900483711494,0.48806485240424,0.554287954401202,0.566126747527696,0.585812272965315,0.540398704901506,0.584874377417157,0.575566435868612,0.517608732864749
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.220493370374345,0.220025276354815,0.219999064640919,0.219742706203034,0.219509069363005,0.219442083703546,0.219219291920673,0.218387085341885,0.217672244731065,0.217923707660696,0.217951381310669,0.218285799551948,0.218058097389866,0.218362837482611,0.219482429978799,0.218511178147603,0.219572794501459,0.219964343408039,0.221103658813252,0.220971446361772,0.227859958071578,0.226474067634171,0.224921407382013,0.238221543718704,0.221806611659018,0.219090262807651,0.201884553796512,0.189616920335165,0.188488653174841,0.232935742698449,0.178845835581854,0.188660561555293,0.20119327084741,0.212066092180101,0.218968923025567,0.22678283518932,0.234065206927219,0.234536020175945,0.230381978035385,0.223813134593247,0.221770091970863,0.236714579827886,0.277443210656006,0.424860549282375,0.366979421578985,0.365038138339586,0.330183821339838,0.413248006406942,0.333447150606967,0.381616533367698,0.427473445605888,0.430721576305149,0.465787894224279,0.462845769689598,0.476479327793944,0.463563820276925,0.465137999539974,0.472927423185334,0.435569315587529,0.49927687000347,0.491103142493133,0.490702256909966
68,"BOL","Bolivia",0.209591387549029,0.204735035691803,0.207344892088381,0.191929173610268,0.228373271301746,0.224097962864276,0.24082742607387,0.255100246585616,0.25590222747702,0.255904426284876,0.266148917688514,0.268414898111178,0.311957080136427,0.297928027581891,0.292908333206909,0.298197153271389,0.268197651461748,0.274212462895006,0.271912432653104,0.263923145251118,0.291860400860191,0.30630810465126,0.256067778754636,0.295748177752268,0.308406699758587,0.334984459315573,0.330169281017548,0.34246401970217,0.38116116915956,0.378271106095325,0.408766123716017,0.374411167705844,0.45756210802538,0.482022261626079,0.511617761936,0.498430584495926,0.496236587469128,0.500767252489455,0.450904536784441,0.529308609871896,0.548056349189689,0.555190463930768,0.642060401890107,0.572470650628243,0.56558730938124,0.575401490653508,0.556167072144785,0.562631231463833,0.669395607312352,0.57729078121137,0.552787634761109,0.687430460434246,0.652485143934984,0.670512078253688,0.73949319409591,0.731743900822552,0.636025453165805,0.711823320272295,0.68542209565222,0.67313959750025,0.783094027532012,0.668480762587493
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403909807998685,0.397398490425495,0.399558507572903,0.374070198547162,0.379066926234481,0.394600669933098,0.387127302194044,0.412666122428773,0.292227810850958,0.356933333159609,0.422082122662487,0.278889728883588,0.485341318278324,0.46497593219881,0.466807575592158,0.362282915468876,0.481105808786813,0.497634911633683,0.421071556987776,0.411531117972436,0.332774913078034,0.445138003620019,0.432281915188953,0.417698035619298,0.579329855706187,0.421006238212697,0.608023803405744,0.591563114221678,0.661947335420257,0.497468656931989,0.790287889173092
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",0.310688578479992,0.322446961111425,0.311716045397638,0.30314378568324,0.32707795304278,0.324784902789245,0.312177703575661,0.309538907333697,0.306032114730864,0.316557107715802,0.306285876922242,0.314802682254069,0.332755071915362,0.355328692432702,0.349374060396318,0.363223458193466,0.371781960958944,0.314320153878439,0.330225476162473,0.397916146468184,0.409816419553093,0.385552037673733,0.427730434598791,0.429261427664369,0.46926260042043,0.412664565482548,0.476870530752506,0.466500278083961,0.514060798360789,0.477560831012198,0.462408218031559,0.53077166263541,0.575579382713482,0.580441463756146,0.60646803769363,0.606971269788145,0.633144008383076,0.661142534094804,0.672628603430257,0.67321596501149,0.76599200964714,0.734055983689332,0.821650941096032,0.737863443604225,0.70780324742012,0.76017814051675,0.851690449855916,0.877020001227717,0.829326048998783,0.916165593404074,0.940491081397998,0.900542871429652,0.964320420832433,0.938322582230281,0.998230052761116,0.926629201901306,1,1,1,1,1,0.991536221294924
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0.334569838665462,0.35844547662479,0.268059114340589,0.259609567204406,0.232377320534014,0.272042380485408,0.310407109625291,0.31216423684481,0.367170378069153,0.386334207951996,0.317845973535436,0.319266752737272,0.468436145567021,0.561853833745753,0.528352563469904,0.387213803056688,0.301413274966106,0.318242424527033,0.429243113208396,0.277501629577698,0.274501982201473,0.296864888757532,0.317842382646193,0.317297794102139,0.265739256856187,0.430212812838635,0.229655818984465,0.434033970082208,0.444644390166948,NA,0.176474483166332,0.176091200609522,0.178517572697983,0.179916269105879,0.189106728880616,NA,NA,0.191837077683027,NA,NA,NA,NA,NA,NA,0.188027557204342,0.199137479688062,0.217411339273254,0.209466560625121,0.204182941827073,0.24111798816852,0.326250813967278,0.309062808957112,0.329967145907855,0.357556030662849,0.498090292009016,0.373959019814169,0.386667836594025,0.422157612296129,0.431519784204202,0.601645390379208,0.548916067730524,0.562288012747512
100,"BGR","Bulgaria",0.302687047431379,0.321353025670795,0.317879773567636,0.362152265553295,0.40846534573516,0.4994293886205,0.513621467148177,0.43135982384368,0.484466063995765,0.504091324480205,0.527061566109258,0.599903637743018,0.568492205346957,0.539908100087591,0.558733172636794,0.58891175464929,0.549530587652514,0.563086432928433,0.599640167232347,0.585786247877863,0.64687077377979,0.730278114524706,0.577476381765331,0.690791004504258,0.474411770489327,0.638911708241105,0.596024328884228,0.609803866418856,0.718826555739141,0.653096789416945,0.634482891212576,0.495119401788554,0.422424169420857,0.482302936245516,0.52123602287452,0.347535196030382,0.47433942800092,0.439153933832065,0.465914192837952,0.405228729843967,0.487797629163379,0.549562324802149,0.441947347489821,0.713313501355507,0.591511235481542,0.637637944811328,0.424519818060962,0.743771701178815,0.672232523087702,0.765675609591135,0.749590842800796,0.673202600639365,0.835829284475194,0.88366062714898,0.813856018964133,0.886041094805522,0.95685007456066,0.949319979905866,0.957660940372027,0.775994946262341,0.99936535418116,0.919696651538172
854,"BFA","Burkina Faso",0.315195209302703,0.363952068368347,0.361373432212699,0.392689040044645,0.37062844440112,0.379502103895411,0.340328940271191,0.466794385878342,0.388807696285284,0.410141095357152,0.346650933171087,0.367946359014326,0.337718205908473,0.384728827973845,0.44361779864426,0.396509839860385,0.409894871710353,0.45150558368651,0.461614715019311,0.449759951854321,0.459263957934907,0.45304560481128,0.427247860103095,0.489835161016812,0.574682122036306,0.579534315706986,0.525269979332963,0.577148152580268,0.532867177117993,0.477345429001672,0.682747894028552,0.66380103235188,0.731872255718887,0.604818848640281,0.657036270080427,0.71018010128699,0.554323225893263,0.691527473314647,0.700793740175538,0.629623523477972,0.721968143309513,0.702255733333286,0.74049198789255,0.70777922550456,0.82475622809209,0.869135863173906,0.682307184424455,0.767873464169335,0.693811539097104,0.732666835595631,0.658055061406952,0.771873827160471,0.754457446521463,0.813169685043673,0.758255770200362,0.717153269550433,0.620261069244186,0.728754209481873,0.730489295697848,0.758783636416515,0.642675844115616,0.720255516582585
108,"BDI","Burundi",0.268121801717385,0.278158372081962,0.257785997135794,0.27021502206351,0.266374164441061,0.262167879235555,0.26965218891337,0.273912712766163,0.276092536245921,0.277129112042971,0.280790932199185,0.261094012184801,0.277024387438993,0.26643729649238,0.278025850838857,0.278967345404616,0.281137142804499,0.303804779915258,0.271896948205438,0.266946714710101,0.279124442256778,0.273053779821657,0.280442313421894,0.291421393800745,0.291274826663169,0.306326063376643,0.305948757825301,0.297033187718025,0.318942300628328,0.321025333455963,0.32505543759052,0.330413845000988,0.327717123757634,0.31717138441694,0.317587920756601,0.32305137613913,0.334467301269316,0.320727166103485,0.318355397420837,0.314619639533356,0.323273746234823,0.331979101376248,0.323061795169482,0.322284377451653,0.310511724676532,0.309434398901329,0.31748669901098,0.292169004838978,0.255427299836625,0.260681800032921,0.248001175934381,0.241066805009514,0.345657210757054,0.380851174342575,0.401772415855545,0.43276881832848,0.348404588439794,0.379105950808293,0.356985808563558,0.350566100226343,0.390983136058231,0.397739817102997
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
