"code","iso","country","GPC.raw.1990","GPC.raw.1991","GPC.raw.1992","GPC.raw.1993","GPC.raw.1994","GPC.raw.1995","GPC.raw.1996","GPC.raw.1997","GPC.raw.1998","GPC.raw.1999","GPC.raw.2000","GPC.raw.2001","GPC.raw.2002","GPC.raw.2003","GPC.raw.2004","GPC.raw.2005","GPC.raw.2006","GPC.raw.2007","GPC.raw.2008","GPC.raw.2009","GPC.raw.2010","GPC.raw.2011","GPC.raw.2012","GPC.raw.2013","GPC.raw.2014","GPC.raw.2015","GPC.raw.2016","GPC.raw.2017","GPC.raw.2018","GPC.raw.2019","GPC.raw.2020","GPC.raw.2021","GPC.raw.2022"
36,"AUS","Australia",31006.100226642,30496.126448268,30285.8538220866,31232.5854761276,32164.658835885,33044.8444951247,33905.2629442993,34852.7517360261,36099.0229106261,37475.9787592587,38494.8866763373,38779.6000002663,39872.1475260579,40642.5622844033,41905.8496649704,42704.4424723348,43286.7235365751,44109.6693742979,44777.2737194117,44684.4014940539,44965.3933643214,45405.3653652745,46360.6071243227,46744.6238819011,47240.2744640203,47567.6806608932,48109.2027153455,48400.2457875226,49052.8179535887,49379.0933337872,48747.8517145131,49774.3407019166,50997.5464327291
40,"AUT","Austria",37494.5604129865,38399.6740222968,38774.4902606317,38658.6497800224,39435.210024783,40425.3937190819,41319.3749974645,42136.6622802742,43597.8900710725,45060.6187543953,46469.8610601036,46878.9162398602,47419.2784117541,47633.1140009916,48633.2718157639,49387.0278641202,50840.6944621561,52565.0739687957,53166.0542015285,51030.7246778185,51843.4283275452,53179.1474647432,53297.4447850919,52997.7538166712,52932.9001116518,52873.8586545571,53345.7415259818,54172.9867888253,55217.2865300768,55806.4382499366,51988.4158297933,54121.1455420497,56280.5083306017
31,"AZE","Azerbaijan",7616.91027506113,7463.62885967494,5690.18091817449,4309.92146212108,3414.51120535596,2976.99522138354,2985.3371754857,3128.16413513171,3408.47538103969,3628.71688349932,3998.52048313078,4360.45944142425,4736.56437632615,5180.68645770221,5610.76313748495,7106.59790726031,9453.94185980601,11684.1915431474,12672.3762154835,13565.8550922118,14082.2381481679,13913.8366943419,14027.4687902539,14651.6939707761,14867.9437345405,14852.6117080302,14232.1926180143,14121.4069355591,14209.5931685619,14442.0408668016,13726.7696576885,14433.9042060356,15044.9440415466
44,"BHS","Bahamas",35674.4556311246,33516.5769719696,31558.1864194854,30975.2322150369,31316.705100849,32081.5940170967,32846.7507951694,34512.3700357548,32411.8674904083,35811.8922176331,36753.631124014,37190.7302612006,37696.175841024,36726.0087425927,36553.5576635893,37282.2834322397,37693.9124116011,37704.4628204565,36307.736890187,34294.1914281302,34335.2719556289,34118.2944143916,34793.0375859873,33482.2851622902,33795.7531448129,33822.6781698266,33520.1213208247,34067.8461834432,34341.8024472867,33862.9446487499,25780.4141764456,30053.0323934983,34197.1297928153
48,"BHR","Bahrain",36997.7356016117,39769.3118096101,40971.726502181,44690.4148162104,43113.4812404734,43369.1535690877,43737.1881449763,43716.0207493881,44458.4383668438,45053.7461151745,46154.0295372006,46084.9272072473,46478.2054226708,47504.5573094863,47455.239988126,46821.0246254022,46303.4870146222,46792.1742553463,46588.6421016906,44972.7455841237,45600.0662441489,46564.7108841565,47793.5309713178,48915.5299366184,49117.9884481019,48453.7258486634,48486.3027470537,48929.4470119951,48937.6603623738,49768.9762142136,47994.4142924226,49754.0477370428,51854.7163705359
50,"BGD","Bangladesh",1730.36894499325,1756.33262434421,1818.15076512284,1867.7809380996,1903.58083168198,1964.06112590842,2017.21352652899,2070.43744624471,2137.15004349643,2194.52647626906,2267.07534755879,2337.36458346569,2382.28147136914,2451.99023241347,2537.95071423142,2663.09625700318,2806.59269062211,2973.28132489974,3124.22679727975,3253.0913365599,3395.36478736678,3571.0586470603,3756.93193253282,3932.70833031602,4119.42463946453,4337.38590209077,4589.09353174608,4830.7760826813,5124.49875458781,5467.20752090206,5591.37377818814,5911.01299624228,6263.00464871695
52,"BRB","Barbados",14097.395549571,13519.7214063592,12710.4193266718,12772.7871937178,12993.923523163,13225.7543853946,13726.0323199655,14353.1201186362,14864.6660584937,14884.601843092,15517.9408347638,15109.7633490269,15167.1267869806,15436.6024072213,15595.8529892111,16154.261200613,17081.6328435398,17371.072523883,17405.8935490311,16462.7067411057,16019.5074254818,15864.5723226189,15755.2669650598,15489.7611847758,15441.2197612068,15789.4512179828,16156.517559289,16198.9621604366,16003.8574255361,15954.802664829,13805.7775410846,13754.8024231781,15106.7751747395
112,"BLR","Belarus",8895.17217109963,8784.37684028943,7923.64988227024,7305.30647292955,6458.2141734299,5805.36280925923,5988.0393518472,6698.45747837036,7293.90777988692,7575.91787332823,8053.1731569462,8477.08350501958,8961.64058417993,9660.19311130436,10839.955625183,11940.1858827391,13214.8707907171,14417.3526695338,15942.8967272285,16014.1145709465,17300.7026494572,18274.0196249251,18611.453100997,18805.4297450457,19119.3121378627,18362.6952543104,17883.19031839,18356.0660575514,18974.7452169515,19288.0406878264,19239.5531427458,19872.6924952008,19132.2703879484
56,"BEL","Belgium",35506.926514654,36023.6842838953,36426.9931547081,35935.9573927225,36981.4489459975,37784.1498873651,38208.7186734905,39562.3729801955,40252.4689057051,41583.0973922951,43024.1399101042,43347.8892099274,43890.5981100134,44160.9114292455,45540.4669120107,46342.1866093314,47212.577772728,48590.400535333,48423.515483961,47064.7900198376,47972.558838523,48154.8711461252,48210.9246578014,48204.5856992867,48748.6205926039,49456.3985817783,49829.9273887741,50442.2705419624,51113.481738402,51987.7139145095,48988.2347037897,51823.5075295903,53155.9110104317
84,"BLZ","Belize",6396.50071946366,6981.00611962362,7663.64842835438,7979.02214809668,7823.96577786827,7675.21751609267,7521.86418171507,7530.27200682618,7554.92572506596,7954.44493922976,8702.08265110584,8857.37013835296,9023.40100717107,9566.06022706895,9710.0140570573,9631.59161051856,9781.77671133139,9815.05474768845,9397.15189743875,9101.54923461176,8988.86513638693,8776.86331618967,8912.10575375587,9109.57214659118,9276.31779285873,9387.91454228407,9208.11394344736,8873.75402519361,8798.53857325263,9028.55148483034,7703.11804104353,8762.24053675135,9697.93304943031
204,"BEN","Benin",2109.55933453942,2132.39681585032,2129.20121408603,2155.36661622986,2118.27869416473,2200.59378390827,2237.52632357637,2297.99430259476,2317.48129543184,2367.76122438256,2431.44565209518,2485.11653056274,2523.60997287676,2532.99842789076,2566.34565710567,2528.6764808549,2549.19441865313,2625.2127554106,2673.76934866223,2656.43164182497,2634.13472813125,2633.93905955432,2681.35166132026,2792.02729966348,2883.89909753626,2849.82049921495,2859.39168542717,2933.83738431721,3040.1675201443,3156.43895692884,3186.48629441557,3321.55217445962,3435.17182729466
60,"BMU","Bermuda",65961.4062780666,63958.8962542417,64385.4074102652,65967.8500138776,65904.7204209604,68313.3818545185,69643.4075205287,72403.8804374561,74677.0924239115,76772.3238467834,83181.5263421175,88231.7838608411,86364.153739107,88727.3112693061,90195.8115646944,91114.0769901835,95615.3606970562,98257.9926982026,95855.8006926179,89961.9827443671,88399.9159492493,85829.3782604391,80982.3677553161,80503.6502910788,77361.1048812589,77842.753903221,78149.352535184,81834.9558735542,81423.4084533214,81681.7266682559,76117.8047438727,78570.4895148396,81165.6509443183
64,"BTN","Bhutan",2737.99305333419,2682.30937512619,2917.57950850309,3118.96322849646,3270.7487395137,3460.46119195867,3585.36296152298,3713.29472016911,3860.34720230697,4067.46515846083,4087.83067216438,4311.4468373407,4663.12762848317,4904.51097778026,5076.31536245983,5336.77621970683,5626.05470367767,6577.43176809794,6811.93314937011,7188.85919345285,7958.22686073042,8499.35429552819,8837.5763733848,8929.04620419453,9349.04438655465,9877.24728260141,10587.5703765341,10986.8881359297,11233.7805406359,11797.2841991497,10547.0515052507,10907.8567096084,NA
68,"BOL","Bolivia",4437.86683057006,4575.70675070753,4556.99345438865,4657.03039924218,4779.83922848366,4909.17825869248,5028.44409808129,5181.41650362561,5343.95741229026,5270.02754322963,5305.61926053567,5300.31433934188,5337.76585299394,5387.58177415191,5515.65581948198,5660.57481952263,5829.3713331054,5989.68992705155,6248.93395762807,6349.00791388597,6499.81815758581,6724.30067260437,6952.73837566093,7305.22798770529,7581.59842759216,7825.76674838841,8034.17272467539,8244.93344575115,8466.29319952075,8528.74880360829,7679.93319449802,8052.1774414393,8201.18379886388
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,1730.1226782748,2096.5653965499,3802.2296422586,4933.07066601829,5609.35025725116,6091.66178871068,6826.00446253489,6965.45042331637,7309.5742207279,7618.83633644033,8180.71602888669,8600.3471832284,9146.86750045551,9803.91321807162,10506.666814293,10363.5104144171,10636.0676800196,10933.0417306352,11046.1264763079,11483.2544117601,11766.9771819409,12437.4952562522,13000.6169222965,13582.1847524863,14267.5198117783,14851.6485875733,14587.4817369058,15893.0601020426,16703.4564245906
72,"BWA","Botswana",9164.87250835745,9569.46087853423,9570.54940619971,9476.66118620233,9550.83123403918,9956.80879488882,10280.6271192975,10880.853161444,10689.2173070966,11474.0652615538,11462.0796949759,11262.8994419211,11725.5601833176,12054.8749612143,12166.4676244451,12494.2174479979,13287.2260424775,13783.3800729132,13945.5992687321,11729.5657720624,12653.3712566501,13250.2517660942,12975.948482389,14144.5187891656,14665.2730208019,13682.7048320367,14373.5199366604,14656.7729887209,14962.0829594944,15117.9906741015,13545.2181711509,14907.0857680386,15518.0298701635
76,"BRA","Brazil",10401.8424448513,10328.9571222146,10103.7879427818,10431.4096597108,10867.7509166537,11151.1916421663,11224.3994564811,11432.650568882,11304.0969954988,11196.8385320757,11529.4866151644,11536.3638321407,11739.431843405,11733.4111975412,12268.6638325485,12520.8549899009,12877.4441830466,13518.8477758477,14067.9458125763,13916.9632254972,14824.7411544273,15271.4693518003,15425.3529285957,15751.4844481235,15695.6431041785,15011.5771943529,14402.4940082453,14477.86176806,14619.5911298271,14685.1278924674,14109.7639690445,14735.5817830152,15093.4651170661
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",70358.7240942877,70439.0532043463,71781.1028963073,70154.4247266124,70570.9645144197,71966.0974087828,72320.9879844459,69660.1860061147,67770.1724900991,68366.663177327,68865.7872998497,69338.9207191784,70631.8736782129,71331.7527275358,70415.4241541024,69482.3838018273,71352.8857884171,70342.4093047528,67934.0640848732,65753.4057014535,66484.241540615,68037.5229790103,67792.7546260517,65534.6831602735,63131.186248062,62170.0870232201,59980.9887454086,60173.0511336012,59650.2315273035,61424.3643132689,61603.5508036185,60127.0236886271,58669.9007681841
100,"BGR","Bulgaria",12507.7284145491,11565.3875443252,10840.0915744326,10765.1633918084,10998.1601603578,11362.6598197752,12015.9410500352,10382.8637603486,10848.4340354086,9993.46101871054,10503.6327620614,11124.5192583144,12036.1975863788,12767.2837364684,13701.5176620624,14779.2105643119,15904.9208093581,17078.3885435261,18250.5621531431,17767.5352996682,18160.6297698445,18661.5020771532,18911.6067207703,18911.1484206026,19202.8316894771,19988.2481842507,20740.8194312493,21469.9708893116,22206.156990417,23266.0693152803,22479.5829396573,24393.7755346385,26823.0207707775
854,"BFA","Burkina Faso",981.84476188342,1044.17391975505,1021.14451625888,1030.55920362618,1018.1222087886,1049.08371744821,1135.25666022841,1176.38390281081,1228.1228689112,1280.92272037571,1266.74481663807,1310.07221197696,1325.70342969155,1385.45504828434,1402.78437162473,1477.03982209929,1521.15445427702,1536.3858137955,1578.34582603774,1578.14893890186,1661.87202140763,1720.08252228733,1776.39099745576,1823.59495248367,1846.64512676697,1862.85471186197,1916.7563817824,1978.15501161377,2051.21843060824,2110.06231119074,2093.73364729869,2179.78903866638,2156.12552817895
108,"BDI","Burundi",1175.15508588164,1209.38815751803,1190.06743509192,1153.54130871448,1103.16729785112,956.490976068577,880.309412060733,867.284264991798,891.69984368877,862.006680432851,837.348411451095,833.67087874238,846.747295184596,810.552335241985,818.746063270769,796.108713073826,809.696010652699,807.44748064358,812.592169776878,801.803427362171,804.354940804194,807.664957584299,814.32077076854,824.610522607553,831.294838603726,781.579287257153,764.336602194151,750.787616270977,740.448222531285,729.658462620427,711.355263423169,714.066712377553,708.178317277191
132,"CPV","Cabo Verde",1816.02474316339,1801.2176907176,1949.96095037227,2066.73060474775,2402.43472956663,2678.98229430994,2914.75783523896,3166.28053415027,3485.24468034965,3795.22888929126,4255.74569660047,4278.75782991353,4434.21835324389,4553.41532721695,4950.76311191121,5225.92171172296,5574.63226271295,6345.94144290653,6718.05638016603,6549.00542804698,6597.94938360174,6774.89374195463,6766.94293107979,6733.08879587578,6703.81235646672,6691.93143160903,6900.56100921958,7130.85415218191,7314.30128315943,7793.31178929428,6228.42861089448,6592.85552210927,7692.37539122177
116,"KHM","Cambodia",NA,NA,NA,1716.84095776483,1077.89849171773,1153.92648282763,1193.23087106358,1214.01172932637,1244.98094491354,1376.04671682194,1486.10711387507,1578.62770084419,1652.53813173942,1761.42110244859,1909.418456096,2124.83745733056,2313.33033195641,2505.52034946161,2629.25905780023,2592.15546100049,2706.99181562408,2856.53078627916,3021.3322193754,3197.53210036963,3378.36459051313,3565.24506707109,3761.91133767675,3972.72416392794,4217.62179096226,4464.29444969141,4276.18453899178,4354.56520628203,4530.53167522922
120,"CMR","Cameroon",3483.1868621115,3251.75503614674,3059.79236139903,2736.28261393051,2709.08004543719,2710.93807519701,2749.52003445748,2798.57735763936,2854.37009314928,2905.13115705112,2937.99187273851,2985.57790583058,3036.76770226799,3116.15282012535,3245.49589268529,3228.36116059091,3261.45165542822,3309.28229522583,3308.31990792803,3298.40745197327,3298.62457927485,3314.89823416167,3371.97553263081,3442.20062679272,3530.28319106425,3614.75571608491,3667.32267475561,3691.09472365252,3732.50124767444,3756.50956165869,3665.51058111338,3700.46428911297,3733.23271967823
124,"CAN","Canada",34562.8663465938,33423.884517918,33327.9474636635,33840.8182551814,34976.5928677944,35549.0930280332,35749.0452515392,36910.4778608239,38031.6247641219,39671.3846482747,41338.6470179142,41623.950340905,42416.4087525762,42793.0792526309,43704.4139089537,44680.7964889692,45396.8396580252,45889.5621291537,45851.2019282814,44004.3141019537,44862.4194958293,45823.1642403885,46126.5138859001,46704.7622355677,47564.6091096221,47522.1406673151,47457.5853457242,48317.1745835151,48962.4815108923,49175.6770500696,46181.7575545756,48218.038315768,48954.8053508794
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84778.3842608363,84870.011938839,82125.1144811429,74068.880226957,70095.8940870487,69103.2423502155,68270.0353090186,67537.5472454475,67762.3601200361,68135.4634796754,68824.4249547482,69534.7717494434,71046.0204711371,72432.5012829436,67530.6938000495,69400.6666612381,NA
140,"CAF","Central African Republic",1200.61339024031,1157.38166280191,1049.11941485628,1019.44100626915,1036.28390122035,1080.77006109473,1010.74388874746,1035.10745821896,1054.3129732191,1062.29825753147,1007.24783442941,1028.79140785186,1042.70864454409,962.864836751819,998.689099661647,985.32481596556,1011.77750952868,1038.75013264676,1038.33528617758,1103.4637660212,1130.89570808081,1160.41474143552,1208.51577049926,764.051500246646,765.259553983357,795.037018678033,818.395995276406,839.600009452135,854.647491304949,861.766788755873,847.765012420584,837.504685725376,819.192343077178
148,"TCD","Chad",1027.24442257679,1075.18408664169,1113.22169971605,917.184861097218,987.98561335022,957.24650996256,936.123706359767,955.783478291374,987.9828784463,947.703547525468,907.833513620676,980.469762610909,1027.66998521895,1133.06546734895,1448.4099900066,1632.95423350516,1586.36410518889,1583.70022758587,1576.76519728145,1586.45444016882,1741.05399760331,1682.65774621558,1769.32492045591,1804.82313259821,1861.6929035836,1853.25936456204,1683.47808848358,1579.76060047631,1563.5439331455,1561.99667256928,1489.18671217966,1425.49451245398,1412.67071848127
152,"CHL","Chile",9701.82379080637,10290.0396601385,11256.2094833245,11812.6493788658,12221.5077027169,13122.9463422861,13825.1561998113,14652.7751930939,15074.5801101413,14855.3571822158,15415.7542853767,15725.6011594356,16053.6546085706,16636.6537463516,17571.024797895,18415.7549895933,19339.487624585,20140.5296504463,20695.5625606218,20255.0987836444,21225.1038566237,22323.7230847248,23467.9787261649,24011.5910135613,24197.1832800794,24464.7456624553,24599.3746330388,24546.9124208604,25071.9900691942,24809.8609735994,22970.5504351843,25412.7520725665,25886.121355786
156,"CHN","China",1423.89634790712,1534.70527155072,1731.65721549507,1949.534268233,2178.9240567606,2391.47711558935,2601.36342607386,2812.71113459465,3004.42734154703,3206.73002570818,3451.67923092857,3712.33813234069,4024.3556966355,4400.82518341212,4817.21184452759,5334.64663938181,5979.78171182527,6795.17401237991,7412.87436349204,8069.35463837755,8884.58803122602,9680.09769961659,10370.7265716791,11101.9389299934,11851.4042175796,12612.3516512418,13399.1373202744,14243.5326108491,15133.9956182327,15977.7638279875,16296.6093789678,17657.4951808666,18187.9787370537
170,"COL","Colombia",8434.95933574976,8430.22298936721,8598.99202067967,8885.18684520919,9220.50199339037,9518.2601410311,9538.2725510317,9691.02832371513,9578.65601184844,9023.62123323152,9138.31891513085,9146.40485175449,9232.62739498327,9453.3285557798,9816.27758830756,10150.7079222393,10692.7276529183,11272.5779798286,11507.5258254891,11507.7171127214,11890.2030772166,12578.0156267561,12934.965751944,13465.0750436526,13938.2315166162,14215.6882521068,14358.1682181588,14334.9146083622,14426.4343821408,14616.1351241706,13358.2980828837,14661.213243538,15651.5820579216
174,"COM","Comoros",2922.71225211886,2695.25607401904,2856.00856417071,2876.28375506324,2666.04537181204,2703.5843510277,2611.82174656777,2659.2739778366,2636.34430789111,2633.56575557764,2863.15184983926,2871.19685329532,2878.53435927491,2881.9607066093,2881.56674362284,2905.68918263989,2923.53230074437,2888.44663400808,2942.99084560344,2976.77945418224,3025.51738376238,3084.82658544172,3115.23803263562,3185.31969710049,3183.15703112002,3150.87762379692,3185.62966370387,3240.17917020286,3294.83197206575,3290.65052676586,3222.37408929598,3228.52685830019,3245.76869721125
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",9810.55130671054,9781.45993045995,10416.1088472688,10882.0491513525,11100.7090135163,11290.9595810182,11182.479348576,11532.4627154254,12092.4758087467,12343.710851212,12570.6960867797,12771.9507693651,12986.0006839994,13333.2172573627,13713.0083489999,14049.909396661,14864.7814203688,15861.8745788087,16385.0010002282,16024.0300610139,16667.0165204788,17186.4484431722,17809.9405635769,18044.9450067206,18480.6517542454,18956.1919322979,19553.5988588871,20168.2204808997,20503.2768037147,20818.061678299,19778.3865302612,21189.6956634894,21987.2768696411
384,"CIV","Cote d'Ivoire",4351.47678203302,4191.81191296275,4028.78799582683,3876.65588896138,3770.53930639315,3898.70675998667,4055.08038089397,4294.27347349882,4329.57007100401,4249.61797512436,4123.84156873526,3930.70778657923,3728.58743903597,3467.56166006376,3495.34042219865,3451.01024106463,3470.63352252317,3433.85120571889,3522.23400333282,3572.68160022932,3737.40073165064,3464.04703709302,3652.17676662989,3962.60459821848,4234.79041293961,4423.82679711427,4620.34915606666,4836.04836654882,4941.79381100995,5132.34156942981,5092.16347103252,5316.46390053304,5537.3697577025
191,"HRV","Croatia",NA,NA,NA,NA,NA,15083.558943419,16215.7120424335,17301.8024753696,17702.1261707084,17629.3768964108,18330.9283294806,19642.9103955811,20774.486328467,21930.6476666008,22841.5560795656,23795.0783970298,24959.4623982927,26203.4063362517,26731.1382257206,24834.317738788,24586.1037694597,24649.7688974892,24148.7189952298,24119.7308884178,24114.1980225288,24927.0077138877,25995.1629743768,27206.9357140805,28219.9322146039,29347.5161917664,26945.8784504929,31793.2261122431,34025.4548739133
192,"CUB","Cuba",7779.40500924021,6891.07437887987,6053.53108327083,5125.6943357252,5140.50048965773,5247.77534238487,5640.38274577002,5778.87757179764,5769.38421269616,6106.32813032088,6446.71449132362,6632.13674186496,6708.01032558831,6944.29555595257,7327.95587600031,8133.72238685425,9103.37593912241,9756.4551019665,10152.0563191128,10293.3910313262,10532.6883738763,10819.8985919161,11135.6804051279,11429.2253201283,11538.3082266442,12042.0558516011,12101.5524454448,12326.6591128316,12612.8359603661,12605.1145641726,11240.8616937027,11426.6075067046,11675.2381464575
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28613.9000650843,29474.5907313219,29555.4375798904,29035.6515086867,28598.5661791242,28067.0789929784,27802.9785036799,27932.5887117976,28186.8708808634,27855.1405790009,27527.4892992372,27305.3738655657,27061.8535698324,26539.6102426937,25869.7818913913,25604.9294357721,25113.6950894063,24599.9378277875,24193.612981765,23659.2347332019,19607.4318759243,20783.0856106631,NA
196,"CYP","Cyprus",18557.1841114545,18447.3350590786,19898.2481896776,19660.1883779845,20365.0491065374,21608.1405727917,21439.4115694032,21578.644551716,22466.9789625522,23160.9169179929,24111.9339574638,24633.9091451565,25099.3078078811,25290.2406624271,26083.3699489452,26864.5358604433,27641.1033878669,28551.5646569198,29091.1620029648,28028.0783908802,28193.2565801435,27929.9967844869,26699.6999809606,24718.3329539075,24072.4808247696,24679.8392597787,26069.4193410188,27321.3795677942,28620.3374712138,29956.9712356507,28445.6954073981,30172.0282620266,31685.4541068864
203,"CZE","Czech Republic",23585.1814938054,20895.8797607116,20768.7881664465,20760.054250988,21356.3127969696,22758.5968118404,23756.9783859253,23659.3207939066,23597.3061804104,23948.3850340351,24976.5063182959,25833.4146699938,26289.6261389536,27239.5594440384,28542.2548172745,30384.446648784,32352.8129664551,33956.2459846787,34580.4433462985,32782.6123492193,33483.137594809,34002.1897752205,33688.0998344582,33661.4684161727,34386.7049143978,36168.4185553861,37014.9592935816,38824.887917092,39941.2853497589,40989.7266228223,38639.97952026,40744.337882074,41666.5081763121
