"code","iso","country","PTI.raw.1961","PTI.raw.1962","PTI.raw.1963","PTI.raw.1964","PTI.raw.1965","PTI.raw.1966","PTI.raw.1967","PTI.raw.1968","PTI.raw.1969","PTI.raw.1970","PTI.raw.1971","PTI.raw.1972","PTI.raw.1973","PTI.raw.1974","PTI.raw.1975","PTI.raw.1976","PTI.raw.1977","PTI.raw.1978","PTI.raw.1979","PTI.raw.1980","PTI.raw.1981","PTI.raw.1982","PTI.raw.1983","PTI.raw.1984","PTI.raw.1985","PTI.raw.1986","PTI.raw.1987","PTI.raw.1988","PTI.raw.1989","PTI.raw.1990","PTI.raw.1991","PTI.raw.1992","PTI.raw.1993","PTI.raw.1994","PTI.raw.1995","PTI.raw.1996","PTI.raw.1997","PTI.raw.1998","PTI.raw.1999","PTI.raw.2000","PTI.raw.2001","PTI.raw.2002","PTI.raw.2003","PTI.raw.2004","PTI.raw.2005","PTI.raw.2006","PTI.raw.2007","PTI.raw.2008","PTI.raw.2009","PTI.raw.2010","PTI.raw.2011","PTI.raw.2012","PTI.raw.2013","PTI.raw.2014","PTI.raw.2015","PTI.raw.2016","PTI.raw.2017","PTI.raw.2018","PTI.raw.2019","PTI.raw.2020","PTI.raw.2021"
116,"KHM","Cambodia",2.8004,2.9459,3.0678,2.9001,2.9898,3.2905,3.94,4.2573,4.6824,4.7482,6.755,6.6045,6.2714,5.5294,4.5542,3.2831,2.9231,2.6465,2.3365,2.3926,4.1478,4.0281,4.3223,4.2703,4.1494,3.9584,3.7072,3.4635,3.5637,3.5969,3.5869,3.9691,4.4169,4.4749,4.4131,4.3771,4.5766,4.5335,4.9481,5.4457,5.6817,6.0895,5.9636,6.3638,7.6101,7.8794,7.723,7.462,8.458,8.6807,8.8493,8.8699,6.3166,6.0791,5.848,5.5493,6.6369,7.567,8.0147,8.5443,9.2499
120,"CMR","Cameroon",0.2859,0.281,0.2935,0.2957,0.3044,0.3389,0.3849,0.4913,0.446,0.6797,0.5075,0.5358,0.6126,0.6137,0.6197,0.7166,1.0825,1.1661,1.1233,1.2777,1.2221,0.9539,0.923,1.1288,1.3424,1.6365,1.6606,1.2138,1.147,1.1093,1.0175,1.0391,1.0759,1.0565,1.0605,1.0684,1.2017,1.3544,1.4238,1.4444,1.6104,1.5619,1.7529,1.668,1.4887,1.6906,1.5703,1.5363,1.5279,1.9479,2.0332,1.855,1.6726,1.8746,1.8847,1.7552,1.7062,2.2724,2.0861,2.2554,2.3521
124,"CAN","Canada",3.7289,4.0092,4.2711,4.5306,5.2207,5.5463,5.7908,4.9006,4.5874,5.0525,5.2019,5.9237,6.6923,6.7233,6.6884,6.6797,7.5178,7.8041,7.7492,7.8597,7.9028,7.9667,8.4798,8.6045,8.334,7.6203,7.5741,7.3549,7.3674,7.0955,7.223,7.4757,7.6986,7.6476,8.0195,8.5262,8.6263,8.1824,8.2484,7.656,7.8892,8.2265,8.6452,8.0496,8.3321,8.3339,9.1659,8.3902,8.1326,9.1269,10.5036,10.3632,11.1069,11.7335,12.3813,11.8288,12.7632,13.5855,13.941,14.0312,12.8745
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.1351,0.1466,0.1582,0.1802,0.203,0.2837,0.3022,0.3123,0.4496,0.4661,0.4396,0.4227,0.4128,0.4338,0.54,0.5128,0.5209,0.571,0.6043,0.6633,0.8037,0.8202,0.9153,0.9429,0.9774,0.9828,1.0284,1.0597,1.0998,1.1801,1.2357,1.2708,1.3415,1.391,1.4452,1.5011,1.5622,1.6442,1.7079,1.7725,1.8398,1.8686,1.9522,2.0343,2.0353,2.0747,2.1311,2.4889,2.5962,2.7728,2.7767,2.667,2.655,2.6309,2.6788,2.7452,2.773,2.7299,2.7802,2.8025,2.8152
148,"TCD","Chad",0.4438,0.4512,0.4557,0.4611,0.4693,0.4822,0.5489,0.5718,0.6073,0.5976,0.5954,0.6218,0.6737,0.8511,0.6392,0.6582,0.6905,0.6181,0.5527,0.4872,0.6492,0.6601,0.6748,0.6615,0.6022,0.5063,0.586,0.5586,0.5767,0.682,1.021,1.0485,0.9325,1.0309,1.0574,1.1621,1.1518,1.127,1.1956,1.2515,1.2827,1.3262,1.4174,1.5502,1.6561,1.5649,1.5945,1.7443,1.7339,1.8967,1.7362,1.7615,1.8254,1.6616,1.8184,2.0633,2.2343,2.0423,2.2688,2.3902,2.4891
152,"CHL","Chile",4.1863,4.7457,5.2109,5.3887,5.544,6.8293,6.2045,7.4413,7.6402,8.0079,7.8383,6.5164,8.954,8.6671,5.0754,5.4939,5.6669,6.4012,7.0873,7.1386,6.2372,5.7542,6.9203,8.4752,8.9827,11.2085,12.6984,13.4134,13.8386,14.219,14.6269,18.1758,20.5556,21.1594,23.3205,25.4561,27.7942,29.4505,30.7287,31.5018,32.3493,31.033,36.0871,35.3465,32.5181,34.6311,38.3676,32.0406,27.0779,33.433,33.4328,33.5981,33.0106,35.1706,36.13,33.0886,35.2724,34.6873,31.6279,34.4352,35.5882
156,"CHN","China",4.1164,4.0527,4.7082,5.8233,7.5813,8.9978,8.0263,7.2687,8.5219,9.2761,10.458,11.8149,13.9273,12.6363,13.4311,13.1623,14.8176,12.5885,15.8239,19.1618,19.7561,21.0833,22.4773,21.2856,16.5309,16.8388,22.0768,24.2689,24.6574,26.4858,31.314,30.7028,26.6052,33.0164,38.9258,36.9677,39.8489,40.7365,39.3193,38.5903,39.1965,43.5575,41.3212,44.8312,47.3271,48.5548,42.8987,44.4672,51.1078,56.0965,54.1736,55.0328,55.1327,53.9926,52.0599,50.1825,49.2846,47.4701,45.0357,44.8082,44.66
170,"COL","Colombia",8.1008,7.0181,8.3154,8.3007,8.8781,8.6819,9.1261,8.84,9.0174,9.5826,10.0148,10.4006,11.6381,11.484,10.3808,10.7675,11.381,10.7385,11.3587,11.7088,11.3808,12.5623,12.6106,13.3408,13.0205,14.3281,15.6823,16.4747,18.0834,19.2607,19.9661,17.6247,19.3795,18.3696,21.3529,24.1632,24.3522,24.1838,23.2285,24.4969,27.4038,31.5604,31.8703,35.2491,36.0413,38.5326,35.5041,34.805,38.1758,42.7873,43.0667,47.6136,43.5597,45.2817,40.4552,41.7804,39.5993,31.4786,30.1226,33.2321,33.696
174,"COM","Comoros",0.7732,0.7838,0.7956,0.8064,0.8171,0.8285,0.83,0.8363,0.8429,0.847,0.8515,0.8549,0.864,0.8704,0.8731,0.8805,0.8954,0.8498,0.8465,0.8506,0.8498,0.8531,0.8544,0.7663,0.7603,0.7558,0.7363,0.7397,0.7459,0.7504,0.7441,0.7472,0.7309,0.7222,0.7183,0.7121,0.7052,0.7175,0.7293,0.7003,0.6953,0.3921,0.326,0.3176,0.3124,0.3134,0.3295,0.3412,0.345,0.3448,0.3567,0.3515,0.3456,0.3321,0.3483,0.3504,0.3425,0.4158,0.4883,0.5861,0.4843
184,"COK","Cook Islands",6.7492,6.8448,7.0503,6.7583,7.2265,3.8894,6.1396,6.1928,6.2336,6.2493,6.2791,4.6079,5.5463,6.3649,6.5452,9.5348,9.5489,9.5711,9.5769,9.5345,9.6316,9.7347,9.6403,9.6042,9.543,9.4764,9.3352,9.2307,9.2266,9.406,9.3649,12.1641,15.6175,17.4317,19.9896,25.3101,27.4554,30.0516,25.3293,24.1173,21.4446,27.8789,33.7768,36.1834,39.5494,41.0472,40.2062,45.1869,47.1479,47.1446,49.6255,49.6395,49.7084,49.1803,52.2106,48.102,46.613,47.7059,45.5763,46.5435,43.2205
188,"CRI","Costa Rica",10.7218,10.0207,9.7961,7.9708,7.9731,7.8549,9.4743,10.4101,9.3194,10.1395,18.1538,14.0359,17.9536,15.2833,18.9689,14.9913,14.8201,15.7321,16.7835,16.6367,15.1113,16.7965,18.1255,20.3855,15.7682,17.4025,14.0993,19.934,18.9556,20.1856,21.243,21.7417,24.0911,31.3131,26.2081,34.0194,37.4065,40.1371,38.1911,36.515,28.0275,31.243,34.5129,31.1778,30.766,31.9319,33.7478,30.4921,27.4628,26.4937,32.2759,30.9017,28.4649,32.6537,29.9963,21.2068,29.6198,31.4799,24.4451,24.6092,25.8478
384,"CIV","Cote d'Ivoire",0.2977,0.3224,0.4073,0.4278,0.4572,0.5069,0.6092,0.6031,0.6302,0.6707,0.7381,0.8045,0.8422,0.8553,0.9891,1.0675,1.2641,1.1147,1.2659,1.4227,1.2898,1.1103,1.0128,1.1353,0.9649,0.9452,0.8557,0.9608,1.1783,0.9604,0.9892,0.9958,1.2937,1.3947,1.3827,1.2392,1.9197,1.7762,1.29,1.0488,1.6182,1.8967,2.0823,0.8592,0.9748,1.6247,1.376,0.7768,0.8456,1.7893,0.9637,1.3801,2.2679,2.3245,2.3839,2.664,2.5802,1.5405,3.1593,2.5824,3.1349
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0467,21.7483,21.5802,18.1921,22.3836,24.764,17.2486,19.6232,27.087,24.1937,23.0163,28.0268,26.4887,34.0395,33.8088,33.8155,34.1884,21.461,29.8726,28.7482,19.0027,18.5687,22.2042,18.4912,15.7409,20.3232,21.2584,19.4608,19.7453,20.0192
192,"CUB","Cuba",15.323,16.3097,20.6394,21.7903,25.358,29.1898,28.714,26.0233,25.3763,19.3765,14.1843,10.3363,10.1737,12.2479,11.7203,10.463,10.6748,11.196,11.3822,12.8864,14.0063,13.6159,13.2521,13.8677,12.7447,13.213,13.0778,12.8861,12.166,12.0483,10.3201,5.511,5.5824,4.6669,7.2819,6.5391,5.9927,4.1739,4.9653,5.4228,5.6795,4.4017,3.8248,2.815,3.5974,4.9805,4.4305,5.3764,3.9923,5.0104,4.8899,5.7509,5.9204,5.4872,6.8306,5.9674,5.417,4.9838,4.5674,3.2301,3.9082
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",9.2441,10.4922,8.8274,5.4626,9.7572,9.0566,8.507,14.3582,10.0648,12.5571,12.8686,14.0516,16.5878,8.1858,20.3867,23.7944,20.8574,23.1654,20.8755,18.7749,18.2914,20.4595,22.7699,22.0839,25.3662,25.6554,27.8209,30.0296,30.7845,30.6,30.7161,36.7083,37.3406,41.1129,41.7077,40.9749,36.1732,35.3253,34.6205,27.1295,29.4994,32.4265,28.3381,25.869,22.9066,25.3355,26.8142,29.5979,27.7373,30.5979,24.699,27.291,31.6633,29.0665,28.1707,34.5809,30.1197,28.8313,30.4871,31.0146,27.9684
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.608,15.1609,17.2757,16.1356,15.5272,15.7119,13.5601,14.142,15.3816,16.198,16.1367,16.1505,15.8517,16.074,17.6371,14.4718,13.4934,13.8871,14.1913,13.9766,15.1056,13.8265,15.4656,16.515,17.1342,16.4915,16.6984,15.3417,14.5963
180,"COD","Dem. Rep. Congo",0.3108,0.3187,0.3249,0.3282,0.3396,0.3567,0.3788,0.3909,0.3984,0.4262,0.4256,0.4376,0.5057,0.5221,0.6898,0.7296,0.5719,0.5562,0.4966,0.5547,0.5719,0.5318,0.5856,0.7153,0.5824,0.5416,0.6307,0.5837,0.6721,0.663,0.7336,0.6755,0.6772,0.8706,0.8196,0.7839,0.7431,0.7084,0.6844,0.6577,0.6206,0.6021,0.612,0.6107,0.5955,0.6094,0.6241,0.6462,0.5489,0.4793,0.4422,0.4105,0.397,0.3882,0.3922,0.3712,0.3553,0.3565,0.3469,0.3545,0.3572
208,"DNK","Denmark",33.9498,33.9611,34.5054,36.0665,37.4052,37.4906,36.1333,35.8189,36.1025,35.9742,37.0174,39.0014,40.5427,34.3427,36.1599,36.9705,38.4637,38.4113,38.5227,35.6146,34.5217,35.1884,36.3315,34.3364,33.6502,33.705,31.9705,31.0925,31.7477,30.8416,29.4346,28.0537,27.3246,28.5365,28.9391,29.3097,28.696,28.8066,27.869,27.4942,27.8522,27.7026,27.5785,28.7166,27.6618,26.9569,27.8637,24.636,23.3753,24.0684,23.2426,22.5669,23.3329,24.4394,26.8954,25.3972,26.8431,25.3529,25.2575,26.7846,25.7913
262,"DJI","Djibouti",75.4751,76.3684,77.7253,78.4702,79.1037,80.7569,81.9909,84.2116,85.3578,86.6919,87.8132,88.497,88.7715,90.5744,93.2714,94.4758,98.2703,100.3968,114.7269,92.6454,63.4471,62.2513,68.9675,72.5246,77.8241,79.7101,83.0995,87.4692,93.6258,96.4651,64.7494,64.4171,65.9398,67.6446,66.6412,68.8924,70.2252,70.5741,73.7107,72.9881,73.846,73.8567,69.1213,69.1725,69.8084,58.2928,54.1152,62.3104,59.3914,51.9806,43.5279,44.2228,43.9176,44.0719,43.9697,44.3361,45.4303,45.6928,45.0029,33.7577,34.2454
212,"DMA","Dominica",40.4119,37.8495,37.8136,37.7763,37.7421,35.4994,35.5423,35.5289,35.6097,35.6045,35.6129,35.6715,35.7116,35.7476,35.9243,36.0893,38.7835,31.2129,13.3608,21.1544,21.0244,9.7252,22.3623,26.1011,28.9084,29.1099,29.6164,31.4327,36.9719,20.6526,39.7524,39.7333,39.9647,40.0783,36.1486,31.2649,34.0269,34.0277,30.0261,26.8668,25.5242,6.7824,9.1132,10.7687,13.7369,8.9248,20.0527,3.9638,5.9353,5.4349,9.8252,7.1966,7.5415,7.5704,9.4434,8.1183,5.3334,6.6385,10.1109,6.244,7.049
214,"DOM","Dominican Republic",4.8938,4.8397,4.717,4.6456,4.6476,4.268,4.3187,4.3965,5.1989,6.8064,8.3941,9.6658,9.1925,12.8158,11.7365,10.7958,7.3955,8.8259,9.0033,5.8559,5.4921,6.8568,5.1162,7.7135,7.6254,8.1561,9.0424,8.6403,9.5376,10.1098,10.8373,11.345,10.746,12.0693,11.7686,11.1337,13.1746,12.2555,11.1714,9.9539,8.3703,11.9585,11.6637,12.2101,13.1258,15.704,17.5251,18.1877,16.9755,19.8102,19.0294,18.0393,18.6849,18.5846,17.4183,20.5069,20.4239,26.6249,16.4251,18.6392,18.6157
218,"ECU","Ecuador",3.6557,4.2057,4.4283,4.0717,4.8237,4.9368,6.2964,6.8694,6.4711,5.9912,5.6086,6.8503,7.408,6.8891,7.6052,8.1421,8.3963,10.5181,11.0743,10.3054,10.2625,10.8123,9.6072,10.6012,8.6868,7.8404,6.8049,7.7033,7.3148,6.7076,7.4346,9.1628,10.0709,9.4854,9.1393,9.869,11.5566,11.4457,10.7438,10.9771,17.1884,12.7503,14.1041,14.7511,13.2326,13.9924,13.2532,10.5877,12.8076,14.4885,14.6484,12.4389,14,18.0412,15.6152,15.4611,16.0982,18.8041,17.5866,17.1344,17.9938
818,"EGY","Egypt",9.1308,8.2438,9.3789,8.5157,9.4717,7.7391,6.4159,7.046,6.5992,7.2168,8.1476,9.605,9.0911,11.4757,13.5731,13.1437,15.1942,15.3842,18.2231,19.5646,21.4388,28.0875,30.1196,33.6116,36.1293,32.7082,34.2057,32.1255,29.7369,32.1573,26.7294,16.9503,17.6458,17.0364,19.8754,18.7668,20.0935,19.1554,20.6496,22.4046,22.0371,19.86,20.5319,26.0737,24.4606,31.6877,23.0009,24.4185,19.7988,19.9033,20.2526,21.4521,35.0156,32.305,40.6855,29.0095,32.2221,27.2861,33.0363,28.3738,20.1965
222,"SLV","El Salvador",7.0956,7.7227,10.0573,10.9937,10.2208,12.6641,13.5595,14.9634,14.517,13.1633,12.584,17.4283,25.5896,23.0671,17.5814,15.5208,19.6054,19.1642,15.5918,12.5693,16.1392,11.9623,16.7225,10.9363,16.5135,12.7511,19.4982,17.8592,13.6286,14.3318,14.2239,13.809,12.9143,11.3921,13.9562,15.6657,10.9599,12.1697,9.5832,10.7293,8.5435,11.1545,11.4319,9.9921,15.273,10.9094,12.6191,8.8049,9.0309,14.4275,14.0847,14.8277,13.6657,7.6601,11.2485,9.293,11.4533,13.392,9.4858,10.2394,9.7238
226,"GNQ","Equatorial Guinea",1.1486,1.1771,1.3489,1.3832,1.717,2.2253,2.7267,2.1118,2.1324,2.5011,2.4583,2.4382,2.3939,2.3683,2.3285,2.2999,2.2523,2.2268,2.1771,2.145,2.0998,2.0673,2.0175,2.0591,1.9831,1.9117,1.8359,1.7645,1.693,1.6862,1.6109,1.5213,1.4766,1.4003,1.3245,1.2358,1.1492,1.0966,1.0214,0.9461,0.8708,0.79,0.8923,1.0492,0.6601,0.8741,0.7337,0.8008,0.7415,1.01,1.1711,1.0148,0.9732,0.9754,0.9538,1.0269,1.1465,0.9123,0.9897,1.146,1.1501
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2301,1.4672,1.5035,3.1529,2.8373,2.779,6.3042,5.603,2.79,1.9745,1.608,1.6759,1.662,1.258,2.6304,2.5234,2.3897,1.8687,1.8631,1.5963,1.5662,1.6053,1.5722,1.5841,1.589,1.6146,1.589,1.5924,1.5953
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0424,11.7903,8.4362,8.3383,6.9986,6.9892,6.901,6.7699,7.6277,8.5796,8.9909,11.4338,12.481,10.8091,10.4961,10.1006,11.5361,9.9513,9.9704,10.6523,11.6576,12.517,12.1688,12.088,10.9364,12.1171,11.9059,13.6088,14.7762,13.0534
748,"SWZ","Eswatini",6.0128,5.5432,5.3281,4.9649,6.0292,6.5326,7.0179,2.7809,2.8767,6.4194,8.4469,7.2963,10.6312,4.7445,5.4886,12.283,10.9945,12.1744,10.9924,16.7011,22.2803,13.4878,17.5357,6.5478,6.7362,8.7291,9.9404,9.6316,9.0388,8.4552,7.4472,7.6956,7.0446,7.0659,7.5441,5.7275,5.934,6.1925,6.1422,6.2502,7.4729,8.3852,7.8722,8.7809,6.8542,8.4642,8.1824,7.6024,7.4555,7.2692,7.9244,8.109,10.6015,10.3647,10.4374,9.501,10.5793,9.9581,9.9836,9.9419,8.1066
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8067,4.1096,4.6225,4.9904,4.2425,4.8048,4.7118,4.3704,4.59,4.6298,2.0508,3.8795,3.5549,3.2681,4.4739,4.6564,4.815,5.278,5.1117,6.4327,5.8146,5.9435,6.6172,6.5656,6.8894,6.2782,6.7262,7.4043,8.1028
234,"FRO","Faeroe Islands",789.3126,795.3684,736.0846,726.8079,725.6495,734.9523,713.5527,713.975,707.1114,718.9425,699.3322,687.1364,669.7037,658.2466,647.5542,664.2193,658.3625,623.0018,616.9089,632.4428,637.873,638.997,647.2332,639.8415,615.706,613.6346,620.6187,620.5725,619.4388,620.4443,622.8223,623.6786,644.2792,671.0102,675.2509,664.916,667.9376,651.6725,657.5302,670.7786,680.3632,683.6491,681.9016,673.2913,646.2349,636.3209,638.2037,623.4051,630.4418,622.9766,623.2621,620.9487,626.2297,632.2542,629.4379,609.8776,610.334,595.8979,600.361,748.5451,751.2127
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1.7804,3.431,3.5771,4.4,4.6894,5.337,4.0171,4.5176,4.6718,4.9321,5.2179,8.1365,5.6978,9.4541,10.0418,6.8248,7.786,8.6668,11.7105,12.4498,11.7781,8.8987,8.174,9.9201,9.8166,19.4906,20.7271,24.2438,8.6637,8.9574,6.9489,8.1227,9.4555,10.0396,10.4947,12.7054,13.0383,11.7116,9.8766,10.0926,10.2839,12.2842,6.3726,6.458,6.8515,7.093,7.4079,8.2817,9.8487,9.0897,8.4779,9.6055,11.0572,13.6392,9.1049,13.6755,16.268,12.4448,10.2335,12.1143,13.0455
246,"FIN","Finland",25.0856,24.5152,27.511,29.8602,29.6878,29.6673,31.8161,34.3025,37.0121,38.7645,39.4668,40.8165,44.8191,44.4724,38.9666,33.1203,34.1939,36.136,35.8675,36.6198,35.4882,38.7866,39.3774,37.5723,37.4372,37.4257,37.6977,35.1117,35.1815,30.0419,22.9716,22.5041,22.0559,22.3084,21.7711,18.7923,18.6667,17.4559,17.0095,16.8925,16.6077,15.8934,15.1122,14.8966,14.7164,14.1476,13.6228,10.74,11.3409,10.982,10.3229,10.1734,10.6855,10.5184,10.1553,9.9602,10.3314,9.9922,10.1211,10.3963,10.2219
250,"FRA","France",27.6024,29.3451,31.1145,33.163,33.9897,36.5769,40.513,43.5835,45.4263,48.549,52.3761,55.4333,57.6369,47.8458,46.8116,50.0214,50.6997,52.6656,53.4935,49.4466,47.3423,46.1312,47.1191,44.8489,42.2192,41.2694,40.2007,41.9883,42.8258,39.7723,37.6414,32.8895,32.114,32.5733,32.5187,33.0082,32.6239,32.0342,30.9579,27.8748,27.1517,26.1704,26.0398,24.9405,23.0399,22.18,23.8308,17.1414,16.8481,18.9472,17.6555,20.226,20.3145,19.466,19.5517,18.3761,19.4596,19.5658,18.8676,19.339,17.643
258,"PYF","French Polynesia",2.6283,2.6727,2.702,2.7352,2.7665,2.8712,3.0348,3.071,3.1708,3.613,3.5564,3.5992,3.7136,3.8247,4.024,4.4835,4.9638,7.3635,8.4339,6.7648,6.8196,8.9233,9.6772,13.9188,11.766,10.4238,10.8324,10.7588,10.8221,10.732,11.0706,13.3739,13.8324,13.9909,13.9844,13.6728,13.0101,13.0648,12.0353,11.962,11.2898,10.0222,8.9085,10.0565,9.0121,8.8078,9.7182,8.9931,9.113,9.1231,8.331,8.0154,8.0933,7.3983,8.1601,7.3851,7.9815,8.1532,7.0149,7.0297,7.0406
266,"GAB","Gabon",2.4318,2.2503,2.1223,1.9954,1.9056,1.8277,1.7438,1.6862,1.6289,1.5826,1.528,1.5048,1.4645,1.4519,1.4249,1.4571,1.4173,1.2868,1.199,1.187,1.2064,1.0794,1.2216,1.6809,1.8619,1.4925,1.4614,1.3157,1.4698,1.8906,1.6469,1.7421,1.83,1.6989,1.3665,1.5934,1.8986,1.9524,1.8476,1.861,1.8608,1.9041,1.8834,1.9844,1.9916,2.0261,2.0523,2.0564,2.043,1.8008,2.0022,2.5922,2.4787,2.8202,3.3822,4.8816,6.8818,5.1823,4.7143,3.588,4.3417
270,"GMB","Gambia",0.5774,0.5917,0.5841,0.6417,1.7891,2.3417,2.0206,1.6041,1.1409,1.2198,1.0953,2.2621,2.5953,2.3871,2.2412,4.3896,3.4754,5.5203,4.8663,4.0126,2.784,3.9758,3.0515,3.2901,3.08,1.7453,3.7954,1.409,2.4023,1.2718,1.478,2.0432,2.0669,1.8991,1.8409,1.7674,1.8668,0.9837,0.919,0.8863,0.8511,1.331,1.7995,1.9675,1.8301,1.7703,1.6109,1.0742,1.2644,1.2867,1.3971,0.6819,0.4481,0.492,0.4941,0.5532,0.4889,1.1601,0.8904,0.5631,0.8984
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1699,4.3432,3.9957,4.1027,4.1798,4.126,3.9485,3.7095,3.708,3.7023,3.5841,2.7327,5.0925,5.5083,4.7427,3.9509,2.6578,2.6469,3.2542,3.9602,5.3462,7.8637,8.9043,7.0319,8.0977,7.0397,6.6986,7.701,10.1721,9.6384
276,"DEU","Germany",43.5633,46.8085,49.308,52.9918,53.7279,53.4523,55.0536,56.6469,58.8933,61.9105,62.1049,62.019,62.6711,62.5184,58.9314,61.3724,61.2107,62.7613,62.9348,59.9023,57.2079,54.7453,55.7141,55.753,55.9122,55.2745,54.1181,53.267,51.5443,40.2583,37.7079,34.6025,31.19,31.8208,29.9451,30.1752,30.0782,29.6699,30.4249,27.8948,26.7398,26.9753,25.1924,25.3788,24.5353,24.0013,25.7775,21.27,23.2347,24.806,23.431,25.073,25.2946,25.8474,25.3348,23.552,22.7517,22.0718,23.4671,21.5601,19.1459
288,"GHA","Ghana",0.2834,0.3187,0.3485,0.4189,0.3693,0.4175,0.4311,0.494,0.5481,0.6591,0.6082,0.6226,0.8047,1.0018,1.7491,1.2698,2.1653,1.1055,1.3124,0.8349,1.5899,1.2065,1.3709,0.7075,1.0158,0.814,0.8219,0.8861,0.7994,0.8922,0.5876,0.7324,0.6594,0.7169,0.6837,0.7376,0.9193,0.7243,0.7508,0.6258,1.0713,0.4309,0.6327,0.6853,0.8667,1.6203,1.4831,1.2546,2.8687,2.2629,1.8277,5.2568,2.5806,1.619,2.9827,2.5039,3.1658,2.8733,3.9246,6.0215,3.0595
300,"GRC","Greece",12.4648,14.2069,14.0144,15.8286,15.5968,16.0626,16.3115,17.3541,17.104,17.5418,17.7372,18.5329,20.8958,21.9197,23.1824,24.1189,24.6846,26.5723,24.7748,22.181,22.3433,22.6167,23.8489,23.5692,25.2477,24.4174,22.5239,23.5008,23.6081,25.1494,23.4316,23.5805,17.988,17.999,19.1805,20.1865,18.7885,17.4752,17.4177,16.9143,16.7961,16.13,16.4612,15.1076,14.2289,13.7126,13.9869,11.7409,11.6686,12.5117,9.9663,10.7465,10.7346,11.2278,11.0823,11.274,11.2592,11.6842,12.0168,12.5986,11.4946
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",3.0526,3.0777,3.0283,3.0736,3.0805,3.1364,3.1842,3.3766,3.4979,3.5774,3.5621,3.8946,3.9938,3.9745,3.8903,3.8328,3.7254,3.877,4.0592,4.3479,4.2592,4.2375,4.1552,4.0893,4.7393,4.6936,5.0468,5.1252,5.2223,5.36,5.8494,5.8588,5.9176,6.2157,7.0563,6.779,6.601,6.444,6.1952,5.1053,4.7736,5.0369,4.1876,4.1238,5.5378,6.104,6.5898,7.2356,5.6749,7.3375,7.4552,9.7857,9.7508,9.0784,9.3311,8.87,8.0366,8.6671,9.1256,9.0905,11.0979
