"code","iso","country","IF5.raw.2005","IF5.raw.2006","IF5.raw.2007","IF5.raw.2008","IF5.raw.2009","IF5.raw.2010","IF5.raw.2011","IF5.raw.2012","IF5.raw.2013","IF5.raw.2014","IF5.raw.2015","IF5.raw.2016","IF5.raw.2017","IF5.raw.2018","IF5.raw.2019","IF5.raw.2020","IF5.raw.2021","IF5.raw.2022"
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",3034.7855065753,2997.26554747975,5708.62327114539,6463.17712848896,11287.8438895046,11402.8922856701,11335.4089532758,10674.313561868,9420.09411531954,2641.48307685631,3676.04977000936,3969.005432958,2280.2990544428,3018.95580402425,3008.0397826414,1736.18125134613,1379.19826888608,781.724744117432
499,"MNE","Montenegro",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
504,"MAR","Morocco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
508,"MOZ","Mozambique",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
104,"MMR","Myanmar",1483.81655486547,1882.39744895253,2102.58598001998,2269.84307691046,2076.31072181277,2255.03507126585,2013.36714741239,2292.47706808227,2595.48748182452,3365.36774539674,3652.79627601009,4875.75685998927,5173.9322463907,5264.30586062317,4734.79774361806,4946.14132062081,4492.71904699278,4382.56222128317
516,"NAM","Namibia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
520,"NRU","Nauru",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
524,"NPL","Nepal",6.98641656633571,8.33556286510741,11.0604141259188,12.154364664015,16.674508379738,15.4479668834142,14.8949774760477,17.2827576055941,16.2298192794101,9.7953409377159,9.20726078842555,10.1177981037865,2.20538830727647,6.04534211887333,7.95553013620586,6.2364994678369,5.85299098164365,7.7689607566788
528,"NLD","Netherlands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",420.630638179324,427.787952738234,491.438792459038,449.55478491111,469.799632843139,470.502788402032,525.095812219526,500.942845353279,567.892783520942,1326.49943467591,1274.26804861669,1300.84069003964,1280.90720114162,1195.50131392429,415.152794621028,418.626962050016,341.714645045019,327.722524684007
558,"NIC","Nicaragua",718.191289842578,980.769314592505,4392.93621496005,4584.59515347436,4923.94598192482,5669.80996468182,5957.51474092785,2827.32805286551,3608.48862616932,5098.43256661817,5165.66474709648,8082.59706414534,32763.8816215976,34814.217295598,35726.0036090534,37821.2729796388,37327.0538722849,14528.3213923586
562,"NER","Niger",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
566,"NGA","Nigeria",80.0587836636303,94.3585156970018,66.6919025028178,61.1195413246051,87.3479315416715,107.109549340933,109.475161806478,136.254910798675,169.685558637657,200.030802838877,171.160742877525,182.201436482775,309.571642102854,496.954205132569,638.346132911202,959.611605461772,1306.55568271838,1463.06309139617
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
807,"MKD","North Macedonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
578,"NOR","Norway",8.57656595031727,9.0568051981914,7.8438345354822,10.3557766034879,11.0315358067856,11.0972127425807,10.3887975794223,8.40256544582118,8.23870312188626,7.09111743026473,5.82490975279946,6.04497261606638,6.43525862724434,5.49658974143488,4.98202245624217,5.36075135641969,12.8849661995108,12.4774088264071
512,"OMN","Oman",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
586,"PAK","Pakistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
585,"PLW","Palau",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
591,"PAN","Panama",156.48249177907,188.648568486601,209.647617463347,255.229733959392,277.92879426619,281.584923435581,364.654328930301,406.013324548168,493.916022948977,504.36624767531,499.766171889211,867.966012031305,892.44199515551,881.798226698412,932.259899025544,1070.02404253721,724.093956516258,720.532394720027
598,"PNG","Papua New Guinea",4670.27607849266,4961.09130491649,4685.572787714,5577.25288622623,5150.45983832474,5303.91463689194,5361.37178137615,6145.73978336257,5538.37943919899,6945.40964272545,10270.2472198496,17405.3573683602,17756.8368926846,19996.2997104838,19933.6241690873,17406.4005698204,11185.3416175513,11912.7003588745
600,"PRY","Paraguay",6378.18036323985,6996.42941509905,12327.1969619191,19488.2279744785,29798.5557942002,43820.1998775235,62420.0006777282,74884.2642931611,80574.7212006503,85540.0889498975,81269.9652132088,74445.1844879514,66918.9865977272,65884.2969527563,58579.1733556105,54437.8512808289,51155.484401653,50038.9248152195
604,"PER","Peru",7056.28700309125,8310.15366492501,9840.7378897756,11948.9205855601,14322.1675220176,15936.8419380623,17881.6575453082,22920.0158023672,28140.48488468,31687.7255312644,33472.1132124029,37805.7153354007,41096.7844612293,41899.3276887327,46452.8856737937,54342.7591401801,56933.4976814652,58206.2694451528
608,"PHL","Philippines",139.989452790744,189.451290746061,237.906819863559,237.208650455195,250.075598147183,230.213748094548,196.8808147292,188.148904751677,195.700962522057,188.763042968713,157.550997516752,267.548257594427,323.366243465248,384.718212053823,400.020867665171,410.678689634863,305.639058228874,1105.1763992808
616,"POL","Poland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
620,"PRT","Portugal",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
634,"QAT","Qatar",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
178,"COG","Republic of Congo",1700.19995703995,1912.30364992081,2035.20867318646,1814.47568369324,1986.07626592872,2410.26969096852,2504.39990357936,2544.28787117185,3909.37144369943,5448.38813172289,5650.81842007105,12411.3005824623,13528.140157834,13631.0534441413,13428.75656524,13831.1816432323,7619.59096195672,7600.5081970133
642,"ROU","Romania",25.3168256045968,22.1571824984961,29.9914839339895,49.228125314926,53.4365308627199,71.0172679393336,69.6977369695059,83.7165140988326,70.3063495620602,87.8671512074598,75.5135543206374,102.631928348642,90.6650676612645,104.565309495114,91.539789920616,129.271402227916,112.480047436065,111.487104156186
643,"RUS","Russia",561602.533080481,610763.123509056,627183.006181652,606438.021752178,544935.686938233,530792.637384936,534308.591589803,684078.344385239,886976.542230684,1092811.464219,1156556.60537727,1422793.91811579,1498559.22517296,1402823.11998313,1327871.08794315,1547376.67064976,1564478.27272739,1418041.64585159
646,"RWA","Rwanda",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
662,"LCA","Saint Lucia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
670,"VCT","Saint Vincent and the Grenadines",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
882,"WSM","Samoa",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
674,"SMR","San Marino",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
678,"STP","Sao Tome and Principe",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
682,"SAU","Saudi Arabia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
686,"SEN","Senegal",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
688,"SRB","Serbia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
690,"SYC","Seychelles",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
694,"SLE","Sierra Leone",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
702,"SGP","Singapore",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
534,"SXM","Sint Maarten",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
703,"SVK","Slovakia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
705,"SVN","Slovenia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
90,"SLB","Solomon Islands",248.867672818145,319.250122377705,372.750065212881,522.542036196384,570.844804901865,632.440591645492,683.046544686864,841.406347193113,996.859066644425,1655.75189234724,2005.29053952253,2737.60525005459,3457.48785041636,4250.54010848396,4444.97441361325,4765.96239466945,4515.26244793454,4318.97273539375
706,"SOM","Somalia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
710,"ZAF","South Africa",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
410,"KOR","South Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
728,"SSD","South Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
724,"ESP","Spain",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
144,"LKA","Sri Lanka",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
275,"PSE","State of Palestine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
729,"SDN","Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
740,"SUR","Suriname",393.455663327117,389.418175748691,381.398608408041,472.18530236655,467.727742143871,590.587168577179,768.960586630837,1663.0176580877,1883.81241912792,2440.24610213462,2854.0075334451,3365.79719724467,3750.36249449719,5073.00929774128,5760.46281423771,6200.9820648952,6443.17247164267,6251.72880175781
752,"SWE","Sweden",50.1810474654544,126.91080143469,144.852762642065,172.874891895274,169.317772169564,204.71575639326,143.907779326627,180.867297633731,193.001514945532,198.140283712621,171.688826968474,197.783199084011,152.28881540016,121.712846493625,111.452736314815,137.673813014528,105.631289840401,88.8762648292445
756,"CHE","Switzerland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
760,"SYR","Syria",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
158,"TWN","Taiwan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
762,"TJK","Tajikistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
834,"TZA","Tanzania",468.53172323832,323.942217353997,319.800357695604,279.965617497718,261.096577527841,379.32527709959,434.09901877651,431.082873286362,467.998101841369,752.025380628626,753.90510708897,692.376601954073,643.213380093371,587.306078411478,295.970470818764,99.0435679467336,102.384435382295,103.268262769826
764,"THA","Thailand",420.702302641346,528.824623856079,652.646900433112,641.86640935434,680.582186709475,777.662521332082,767.037607422823,712.600903010257,749.271549824548,695.750892469179,472.644006157826,427.772932931944,336.018280310351,265.746701999455,202.034007107532,255.734283712734,233.945148124792,226.234004447712
626,"TLS","Timor-Leste",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
768,"TGO","Togo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
776,"TON","Tonga",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
780,"TTO","Trinidad and Tobago",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
788,"TUN","Tunisia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
792,"TUR","Turkiye",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
795,"TKM","Turkmenistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
796,"TCA","Turks and Caicos Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
798,"TUV","Tuvalu",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
800,"UGA","Uganda",50.8661493537056,41.7883605539046,46.0348721175626,48.3582018053192,57.5590534193541,81.6227046795782,93.8698359950536,117.256533510548,327.011800849821,490.532974632318,488.332203307356,474.454209837358,458.191281874243,254.775100549123,100.069865309937,195.602181055142,254.607668098748,258.885096817733
804,"UKR","Ukraine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
784,"ARE","United Arab Emirates",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
826,"GBR","United Kingdom",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
840,"USA","United States of America",366482.058435031,460460.723135114,475284.833076099,457166.772362975,358986.139822345,303501.584847491,207618.131746212,171991.259749521,188272.481173068,175818.190947068,226682.266573571,260006.23045525,287090.217135289,276358.401211168,338460.359062715,233363.190655525,203252.219561682,258077.24706146
858,"URY","Uruguay",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
860,"UZB","Uzbekistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
548,"VUT","Vanuatu",2.17479843285088,2.11891463209838,1.91832230820312,2.42397682612445,2.29046293555273,2.0676356483087,1.9932315998712,2.49896945072786,3.83812353645605,17.0295778599162,18.263687436896,18.3975571458928,18.6057031896535,16.894914483806,3.75527814204698,2.24997110498548,2.19432636303521,2.30706963280816
862,"VEN","Venezuela",3585.83499980561,2861.34658525324,3770.45003660812,2852.19494146316,2877.60405221969,3639.15943697894,3815.7007373335,3563.81771643055,3733.85351015727,4153.6694954839,3817.11055110917,11825.8406599643,12372.2697628295,12743.859725812,17173.9732044999,19911.7140664069,12577.9057946616,12118.6761048328
704,"VNM","Viet Nam",67.0799754288773,70.52585296969,67.9891410123465,69.4267180430767,81.4353423541315,78.8115505270479,82.0408013453409,100.900734947988,105.858774775809,110.728930944051,113.492910337223,130.671237746943,129.727873845419,173.42305702658,162.988015412063,146.730689149327,156.836864196922,141.036040324361
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
894,"ZMB","Zambia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
716,"ZWE","Zimbabwe",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
