"code","iso","country","CHA.raw.1999","CHA.raw.2000","CHA.raw.2001","CHA.raw.2002","CHA.raw.2003","CHA.raw.2004","CHA.raw.2005","CHA.raw.2006","CHA.raw.2007","CHA.raw.2008","CHA.raw.2009","CHA.raw.2010","CHA.raw.2011","CHA.raw.2012","CHA.raw.2013","CHA.raw.2014","CHA.raw.2015","CHA.raw.2016","CHA.raw.2017","CHA.raw.2018","CHA.raw.2019","CHA.raw.2020","CHA.raw.2021","CHA.raw.2022"
854,"BFA","Burkina Faso",0.0273833754899586,0.0276657755556131,0.0267880299901382,0.0261116197966478,0.0331517391947549,0.038622929481587,0.0429587566158267,0.0451509437102255,0.0466103690374049,0.0463994281224069,0.0429692764824838,0.0406379990897296,0.0348997721984408,0.0267259650003961,0.0266791695268185,0.0268498198927076,0.0267429157253554,0.0262645148959657,0.0250783987536038,0.0238405670288746,0.0231139365472137,0.0238235103777411,0.0245698573369766,0.0243371461594191
108,"BDI","Burundi",0.00732803956255101,0.00550603416987316,0.00531599933330829,0.00526354077423519,0.00637618704043286,0.00799016792392493,0.0124032142601893,0.0182487037719332,0.0254570157948881,0.0316547623611232,0.0346303885962995,0.0384271903656612,0.0418703196738779,0.0420738202353761,0.0466587084664851,0.0479090052210842,0.0466642150177989,0.0462338240865601,0.0474314983810524,0.0458453542465131,0.0390012080866147,0.0324188757325712,0.0275322656318138,0.020586764338818
132,"CPV","Cabo Verde",0.0318246213393363,0.0302651506348979,0.0282853824126199,0.0292797403643539,0.0219607486794495,0.0157767776721158,0.0117291140133708,0.0057697341254086,0.00112893969767636,-0.000675587755762989,0.000768498477635937,0.00432443907339586,0.00954953515452583,0.0167837996732147,0.0153785830926711,0.0161145022312681,0.0168971704597445,0.0170977045530583,0.0134763524333199,0.00954403504517676,0.00711020723631606,0.00711325910745075,0.00753187181066206,0.00811597466678959
116,"KHM","Cambodia",NA,NA,NA,0.020170226324042,0.0205786309553402,0.0113941091973493,0.0151673635281198,0.0199234290344832,0.0239896296315611,0.0261051587159087,0.0303923329081339,0.0296161761117315,0.0282604514944442,0.0231313365662091,0.0193902637068206,0.0114956031309896,0.00591855940855224,0.00319025299220188,0.00342929460759889,0.00442060504258635,0.00605178290605557,0.00763189684513343,0.0101491538263094,0.011229834405424
120,"CMR","Cameroon",-0.000709705140914525,0.00704671036202331,0.013895676666509,0.0165390585546017,0.0181577303456186,0.0111284775662477,0.00699777383842348,0.00247840412516154,-0.00548553408877535,-0.0119104039927934,-0.0156635469360347,-0.0140168971836659,-0.0150935685851839,-0.0138157712719834,-0.00176525356457199,0.00427496225111379,0.0169904867544757,0.025660953969628,0.0267340526365616,0.0268515989565368,0.0268666310082943,0.0246132574323485,0.017496572599095,0.00948747646050152
124,"CAN","Canada",0.02683405640617,0.0245199755852361,0.0209950613517782,0.0184280227827291,0.0144125480731576,0.0119710673195188,0.00974757428771067,0.00931278445373862,0.00845510161740037,0.00596035437454501,-7.2955971625452e-05,-0.0041583061412086,-0.00926161570160293,-0.0099541411742431,-0.0100645487666798,-0.00239215898988693,0.00058922794363836,0.00300348686448482,0.00624117101922028,0.00827645286303236,0.00621302219346842,-0.00193663898628147,-0.00912841610333757,-0.0157044809443581
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.0233604979257929,0.0279296779172467,0.0214863286204938,0.00881599686098866,0.0101128750851673,0.00245383597720106,-0.00370227198589202,-0.00210764132547125,0.000941866278354242,0.0115409175009444,0.00401248229295192,0.011354440510432,0.0118639343481528,-0.00385004348690238,-0.000721721956358546,-0.00584299101273646,-0.00671220189805283,-0.00258821748303711,-0.00152919640868088,0.00521166388065475,-0.00370327857294728,-0.00292738364467786,0.00245956566279348,0.000946694717670837
148,"TCD","Chad",0.0729441456456807,0.0561664357673965,0.0516385364099112,0.0487217264273891,0.0463963273333652,0.0461454563157653,0.0457219936916151,0.0480126137317891,0.0496264035692591,0.0490248917557521,0.0493912252612732,0.0526654222360348,0.049142295027162,0.0466744855426315,0.0444136337210106,0.0447820504109859,0.0483025201219187,0.0509820656091557,0.0534399094780158,0.0546495713453514,0.0545879373183855,0.0551001114969438,0.0547537439875474,0.0539140680516055
152,"CHL","Chile",0.0222634894295801,0.0207926823122369,0.0175648568827689,0.0140119638391236,0.00953942047066292,0.00627934726485369,0.00453013834812954,0.00399878400818987,0.00314727444333518,0.0025970908252344,0.00259960779474633,-0.00141904944664492,-0.00262271569815802,-0.00226219928573269,-0.00553044966470498,-0.0091351490555067,-0.0166327196960848,-0.0217243064019133,-0.0215822168466917,-0.0130382104039439,-0.0055338446676301,-0.00835062345917414,-0.00531293736877964,0.000501905831567173
156,"CHN","China",0.00816477152534878,0.0076929888236954,0.00716773391435299,0.00581993944612358,0.00652656026058529,0.010360404618156,0.018864058367573,0.0278153620291914,0.0333712912485074,0.0358778107624877,0.0361740873401779,0.0357988826504405,0.0355729696578955,0.0313964553790287,0.0270684383340469,0.0239098898225707,0.0212447918762837,0.0171972884313425,0.0133608433627193,0.00994456233920982,0.00658638613767715,0.00501734579625679,0.00739253795919725,0.011263953201307
170,"COL","Colombia",0.0139546394908914,0.0133734638353518,0.012059485270393,0.0113195457149531,0.0104172885711822,0.00948170156860084,0.0093243065184283,0.0088584559781264,0.0102710982360816,0.0127343556729995,0.01205708608641,0.0131776838484203,0.0127331214690185,0.0100717188607551,0.00789103777022593,0.00502221085623189,0.00110106606760763,-0.00219689826392856,-0.0028307482488097,5.48435608986875e-05,0.00447821490904055,0.00944320418640676,0.0134629911365249,0.015094111919939
174,"COM","Comoros",0.0228822778570557,0.0195321023654773,0.0178582279708943,0.0171935735367361,0.0160253289541139,0.0150840950561044,0.0153542990133773,0.0172930167232141,0.0156889482273102,0.0184675311405536,0.0219510481600012,0.0229693549117786,0.0263985351960523,0.0304129659277834,0.0318137018830855,0.0329426641879154,0.0329745331339466,0.0328306807517722,0.0281903052559631,0.0251028591434714,0.0211069463425917,0.0178350802427765,0.0161398783893858,0.0149427234807866
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",-0.0363058964061389,-0.0380041240297232,-0.035439418072067,-0.0295566988551485,-0.0181390219760956,-0.00975875210145857,-0.0133865623445847,-0.0193883701050172,-0.0161559185672087,-0.00441536050396344,0.00141288366802828,0.00662249371411705,0.0119775231854753,0.0154573262127686,0.0191012921744622,0.0217578826316567,0.0207220010239437,0.0168972523249782,0.0168005968145499,0.0191518218370008,0.0209674776932482,0.0186893840145934,0.0149457744219439,0.0107403591254347
384,"CIV","Cote d'Ivoire",0.0347681376849496,0.0339962932832332,0.0329404213587394,0.0334305695248847,0.0298111884509036,0.0261294643167918,0.0277696922498447,0.0288336481121445,0.029354015373021,0.0266332140939307,0.0213248503103673,0.0174301897001958,0.017177325285427,0.0199027853884417,0.0228335919989053,0.0200993306066848,0.022910075701905,0.0285865915361598,0.02998478404004,0.0275207845345751,0.0209547870798326,0.0148244689956927,0.0118306182487566,0.0101913978757915
191,"HRV","Croatia",NA,NA,NA,NA,NA,0.0104708047254891,0.0166419287096145,0.0240105639626265,0.0306932566976901,0.0296504560900224,0.028700301168328,0.0220586301330479,0.0162565287025995,0.00498448757069991,-0.000967244195300774,-0.00124252396419599,-0.00126325304217912,-0.00439031162066578,-0.0102858191498972,-0.0212377798202123,-0.0260394718549049,-0.0291061869554121,-0.031800549512154,-0.0405056057212557
192,"CUB","Cuba",-0.000991043720768636,-0.000686650825038642,-0.00100890200396788,-0.00024242813277587,-0.00500889657153246,-0.00831640544882802,-0.0204279943599841,-0.0189080950696718,-0.0154836055629643,-0.0107644592004496,-0.00250500085889831,0.000100423355586132,0.00242307257356167,0.00476249177028976,0.00767583256925053,0.00845414203146744,0.0035218695146999,0.000676894539960671,-0.00542624735849077,-0.0117003836030297,-0.0114682706077066,-0.0146245524785637,-0.0133864011996439,-0.0119808598961926
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0.0210624002472486,0.0198285609029754,0.019363024738674,0.0194603720193443,0.0172984861466725,0.0152025338466213,0.0115958300326593,0.00721397970652427,0.00361964894778888,0.000810526892860208,-0.00212144051083884,0.0190322184104119,0.0363707851146062,0.047825620744326,0.0515275826955934,0.0506489395989866,0.0460055773648431,0.037372264072592,0.0267290207088491,0.0128111244721101,-0.000895694108177922,0.00320228105827125,0.0111344374206126,0.0196810580503601
203,"CZE","Czech Republic",-0.0761367949300325,-0.0757572549141358,-0.0596209028249083,-0.047114320680305,-0.0334930688129949,-0.0242185482559049,-0.0216378000175695,-0.0147329451558826,-0.00794142970687341,-0.00482651576083766,-0.00959542382831945,-0.00945768940103902,-0.00789304875654014,-0.00644109099977617,-0.0072186460625567,-0.00835992794097697,-0.011116915791394,-0.0125355080171865,-0.013809580438522,-0.0152920305643981,-0.0182298152982631,-0.0195592985462575,-0.0189969867599559,-0.0134159609074851
180,"COD","Dem. Rep. Congo",-0.00293118810183115,-0.00278023249243489,-0.00286737403513289,0.000329997369661106,0.00947648642898979,0.0200116272178936,0.031165883142436,0.0357306007125953,0.0351407962433086,0.0345177257990898,0.0286043178401756,0.0235030122907289,0.0164935589773396,0.0219567740603346,0.0297375483992135,0.0380163864634493,0.0442918700659964,0.0490790287398362,0.0504780094389439,0.0474396496177165,0.0414514675383622,0.0342001525934852,0.0239037137864955,0.0206889576146805
208,"DNK","Denmark",-0.0030805369877081,-0.0081670959872243,-0.00605282767595922,-0.00604645619244677,-0.00519307954976553,-0.0066306928220467,-0.00812892446816075,-0.00965666299874916,-0.00917737983538181,-0.0104865125816969,-0.0155596339694999,-0.0153436081265003,-0.0128598186745053,-0.011461861991865,-0.0103390310938397,-0.0109264203825257,-0.010838895736358,-0.0115440204056214,-0.010069086210484,-0.00866521474769318,-0.0107548257589296,-0.00726431204989515,-0.00718766902098095,-0.00650083597096606
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128564955361949
212,"DMA","Dominica",0.00203662401758198,0.00235449163939694,0.00237821273695804,0.00210776642647859,0.00213082765509287,0.00270456738804903,0.00292955408946782,0.00338687384368663,0.00426263260009785,0.0048739027283935,0.00516275826515744,0.00596619227758421,0.00762229841936968,0.00880959597450337,0.00925473821163325,0.0100516282450582,0.0097980260792756,0.00904888548873739,0.00772014916284647,0.00641224861556178,0.0053042113874513,0.00412736461712693,0.00412955643427249,0.00414310804940454
214,"DOM","Dominican Republic",0.0129432117757931,0.00878682700119326,0.00920783526425217,0.00869925600933485,0.00844145876960423,0.0108713177700004,0.0113815947132518,0.0137757164769505,0.0210634961566289,0.0289154122809407,0.032514010532916,0.0329825444691585,0.0336615281247474,0.0335362615355914,0.0298333281887058,0.0282999503395154,0.0234461762515585,0.0178737713764263,0.0162535830741213,0.0154221153333973,0.0151542796695288,0.0154109711572199,0.0159061742179898,0.0157280137542768
218,"ECU","Ecuador",0.0260395000074758,0.0138529672469361,0.00430928405211484,-0.00231085060289885,-0.0073344380756005,-0.00449255845081498,-0.00070359561762724,0.00474069308117198,0.0105934760021849,0.0122433707689638,0.0160023732411585,0.0153915553955619,0.0159929397423586,0.0150627207170377,0.0144043572523902,0.0141050247121013,0.0110937379185263,0.00776262762395818,0.00271354415125247,-0.00655756328669056,-0.0146878749754235,-0.0161201154658051,-0.0151892829311593,-0.0120864730500136
818,"EGY","Egypt",0.0161282584598392,0.011159150597843,0.0138038800728875,0.0149882521974884,0.0169325159098483,0.0184151333627729,0.0251786311256206,0.0327322543114155,0.0379204540884512,0.0375612264020246,0.0366844364448702,0.0289711295322921,0.0215584085794744,0.0150047444968877,0.00566780921510945,-0.00589442635857794,-0.018436164053384,-0.0243420155058,-0.0193768170492292,-0.00782877687220092,-0.00153784055229422,-0.00336623787255703,0.000189616952307903,0.00385511488081058
222,"SLV","El Salvador",0.00974359943819603,0.00216949819697221,0.000440614901943359,0.00198404291214738,0.00127682428711817,0.00314846646603839,0.00181531476251307,0.00655734882712733,0.0103097090271695,0.00823938543959635,0.0058204249650371,-0.00495763334757826,-0.0213392072104977,-0.0283940021350126,-0.0440749377389769,-0.0463178163039083,-0.043287320597762,-0.0368125776800916,-0.0292740568064844,-0.0280113113391657,-0.0300754836990529,-0.0266468806383313,-0.0318981913063168,-0.0298201378604832
226,"GNQ","Equatorial Guinea",0.454029332445417,0.35146959867951,0.3094364369959,0.257659704228024,0.216336271273373,0.160678606052725,0.0920689045679739,0.0634474275860357,0.0537047155785206,0.0511724164541678,0.0409055728394139,0.0399411828369669,0.0406919966730575,0.0253709867054328,0.00850317431115921,0.00224911827323759,-0.00953650437451642,-0.0162986878464853,-0.0129184837807243,-0.0132679365109517,-0.0121288797159531,-0.00709487246856054,-0.00286497971985135,-0.00588756857808393
232,"ERI","Eritrea",NA,NA,0.0299546222139346,0.0328615051163859,0.0274698758231642,0.0210454895032921,0.0131634629802806,0.0079989433957286,0.0109186141467552,0.0122385261288078,0.0137007781451262,0.0153463383515136,0.0156637658778005,0.0146964579088447,0.0146780445602566,0.0148908481207544,0.0149536088156399,0.0130532452034859,0.0130522834041868,0.01281400855297,0.0119870920133478,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,0.000637716746208605,0.00493938109024761,0.00391006432054564,0.00449099545258114,0.00595058448967789,0.00613421562960337,0.00679406529169979,0.00731050957583679,0.0160497141603102,0.0227411765926813,0.030599805373204,0.0342306122552458,0.023970437601992,0.0180376575953167,0.0105684883333745,0.0017169328491573,-0.0101159826096741,-0.035417861803575,-0.051154470276309
