"code","iso","country","NCR.raw.1961","NCR.raw.1962","NCR.raw.1963","NCR.raw.1964","NCR.raw.1965","NCR.raw.1966","NCR.raw.1967","NCR.raw.1968","NCR.raw.1969","NCR.raw.1970","NCR.raw.1971","NCR.raw.1972","NCR.raw.1973","NCR.raw.1974","NCR.raw.1975","NCR.raw.1976","NCR.raw.1977","NCR.raw.1978","NCR.raw.1979","NCR.raw.1980","NCR.raw.1981","NCR.raw.1982","NCR.raw.1983","NCR.raw.1984","NCR.raw.1985","NCR.raw.1986","NCR.raw.1987","NCR.raw.1988","NCR.raw.1989","NCR.raw.1990","NCR.raw.1991","NCR.raw.1992","NCR.raw.1993","NCR.raw.1994","NCR.raw.1995","NCR.raw.1996","NCR.raw.1997","NCR.raw.1998","NCR.raw.1999","NCR.raw.2000","NCR.raw.2001","NCR.raw.2002","NCR.raw.2003","NCR.raw.2004","NCR.raw.2005","NCR.raw.2006","NCR.raw.2007","NCR.raw.2008","NCR.raw.2009","NCR.raw.2010","NCR.raw.2011","NCR.raw.2012","NCR.raw.2013","NCR.raw.2014","NCR.raw.2015","NCR.raw.2016","NCR.raw.2017","NCR.raw.2018","NCR.raw.2019","NCR.raw.2020","NCR.raw.2021"
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",4.7336,4.9892,4.8696,4.8167,4.8824,5.1622,5.8279,6.0724,6.2588,6.0258,5.8589,6.2042,6.1788,6.9135,6.7603,6.7274,6.4092,5.9065,6.5638,6.4225,6.433,6.9146,6.5486,6.1307,5.9939,6.9525,5.8536,6.3611,6.3827,6.0851,5.4607,5.6101,5.5083,6.1275,6.5591,7.3214,7.7792,7.813,7.4938,7.6603,8.3396,7.8915,7.6122,7.8874,8.0668,8.2975,8.7367,8.8442,9.2945,8.9834,9.7052,9.9066,9.6625,8.6438,8.2948,8.6709,9.3713,9.5849,9.568,9.835,9.9438
148,"TCD","Chad",8.2851,9.2073,10.7356,9.8026,9.0926,9.3693,9.0091,10.217,9.6272,8.63,8.5795,7.3158,7.4526,8.9605,9.2534,8.5914,8.5755,8.6864,7.5138,7.4692,6.0853,6.5638,8.0622,6.3522,8.7989,7.9765,8.0691,9.8554,9.277,8.7791,10.9839,10.8615,8.2665,12.0984,11.5621,12.7446,13.7717,15.4896,14.026,12.9956,16.0044,14.1998,15.7042,13.887,17.1639,15.881,16.0039,16.4935,13.5251,25.2071,14.3922,25.2191,18.8972,18.7107,17.3209,19.852,17.6937,18.6903,19.9699,19.1704,18.4033
152,"CHL","Chile",11.7722,11.3337,12.4272,12.7775,12.3779,14.3204,13.9665,14.1936,12.163,13.5547,14.068,13.2515,9.6375,11.4121,11.8899,11.2608,14.6933,12.1213,14.3567,13.782,13.3936,13.2412,12.3945,16.5897,18.3075,21.5265,24.3967,25.0018,26.218,27.4626,28.4273,32.1548,30.7816,31.4567,35.2788,34.836,38.34,39.4428,34.5984,39.2652,44.4177,47.4384,52.4839,55.4328,57.2788,56.2281,48.334,52.0343,50.0835,57.4572,62.7222,56.6126,64.3419,57.4226,61.0116,63.3547,60.1602,64.2073,57.9085,52.1051,53.9559
156,"CHN","China",29.0894,31.7488,34.0364,37.6858,39.9269,43.4368,44.4295,43.3461,43.051,48.1896,49.4612,47.2757,53.1227,53.6471,55.7872,55.3986,54.7425,61.6205,64.6779,63.9064,67.0392,70.1933,72.9056,74.7272,65.9956,66.269,68.4985,67.0156,66.692,72.8093,72.826,74.333,78.1603,78.4499,81.7947,86.1591,87.5772,89.0766,88.9725,87.873,88.1522,89.3178,86.0135,93.215,94.1019,96.4235,97.5792,102.8877,101.6517,103.7822,108.9646,112.4156,114.0043,115.6471,121.6715,121.7108,125.0747,126.7156,131.7339,130.7554,131.352
170,"COL","Colombia",22.6778,24.6234,22.4313,24.4704,23.5572,24.1553,25.0708,27.0888,27.2214,27.7346,28.0798,30.4512,30.7209,33.9371,37.6452,37.1472,38.015,40.9685,41.9975,43.5256,41.605,39.2817,39.3275,39.3941,40.942,41.6105,42.2281,45.0179,47.4492,51.7553,54.9794,52.5822,51.5947,51.8573,57.0621,62.9722,61.2012,56.5017,58.0005,56.4836,62.3619,72.8312,77.5047,81.5963,82.2715,84.5222,81.5965,80.7743,84.6995,78.2648,80.9144,82.4735,84.8282,87.2732,84.9277,82.3291,69.7413,67.0544,67.0738,62.1004,59.9212
174,"COM","Comoros",16.0849,16.1323,15.9905,16.4355,15.9634,17.1802,17.4233,17.9055,18.6965,18.1499,17.7721,16.1934,19.8326,19.1384,16.6059,17.0393,17.4542,17.3832,18.172,16.6808,14.7518,15.48,15.8168,14.3114,14.5915,15.2744,14.3043,14.4528,14.9713,17.5249,17.6103,17.9638,17.405,15.7603,18.2337,18.4019,18.1199,18.1913,18.323,18.1822,18.2702,18.1493,18.3284,18.5759,18.5632,19.0307,19.5104,20.2558,20.9635,21.7374,22.6098,23.3403,23.9697,20.6761,22.5485,24.3798,24.5836,25.1651,25.2726,25.1128,25.2215
184,"COK","Cook Islands",41.3366,41.0481,42.7608,43.7867,47.187,48.3126,39.934,60.1012,48.5831,48.4389,49.535,40.6503,44.3796,43.023,42.7573,42.1003,39.994,37.5873,47.005,41.5356,48.7182,48.6949,35.9588,42.3985,42.1971,39.0625,28.3808,43.8601,34.7684,28.4079,32.9164,36.8359,40.9797,38.3401,44.061,50.5888,57.7435,64.0891,38.7474,40.2248,40.4981,54.3522,46.5214,38.0678,43.5201,51.0098,49.4201,49.4079,46.8882,45.6995,46.6381,47.6567,48.1855,47.4726,46.3721,46.9687,45.7371,46.0506,45.8482,45.6576,45.7707
188,"CRI","Costa Rica",19.7175,20.3008,22.4163,23.0611,25.4397,28.1489,28.7302,29.5148,30.1636,31.6301,32.4524,34.0393,36.7086,35.1773,38.1965,38.1708,42.1389,42.4419,42.8345,42.5863,43.1743,39.8197,44.2998,47.7451,46.6905,45.6641,44.6532,47.1228,48.5059,51.6511,54.1552,56.7097,60.6968,63.0488,66.8952,67.4545,72.2827,67.1257,68.6592,71.3217,71.8622,67.0623,71.5301,71.6706,72.5768,77.433,78.9583,79.1725,75.156,72.7246,71.4215,78.0712,80.1603,80.8466,75.4413,79.1604,70.4357,72.5089,63.7606,67.7795,68.4113
384,"CIV","Cote d'Ivoire",8.2153,8.5349,9.2977,9.9463,9.1943,10.2782,9.7585,11.2953,11.3581,11.7837,12.0709,11.8901,12.3687,12.4492,14.1249,13.8367,13.4809,13.5623,15.1585,16.3159,16.9634,16.1309,15.9847,15.5829,16.3149,16.1982,16.5307,16.4732,16.6471,16.7893,16.5318,15.8075,15.1298,15.0719,15.8556,16.5544,17.2842,18.4727,19.3218,20.8381,19.0387,19.9523,19.8115,18.3432,19.1467,19.0609,17.6504,17.7802,17.0733,18.7648,19.6826,21.8967,21.6356,23.0669,23.4469,22.6253,24.396,22.7243,23.1682,23.4609,23.2291
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0824,45.5837,41.3279,43.6371,47.5262,53.3664,54.0958,50.6447,56.278,65.7053,73.0221,48.8934,69.7878,68.532,74.0592,64.7013,85.9795,81.1392,69.838,70.1123,64.0388,78.0923,78.4395,77.9154,95.3603,80.985,93.7575,93.47,94.8783,83.0508
192,"CUB","Cuba",133.7189,88.6786,72.7684,75.8897,109.2456,88.5889,105.3209,84.674,74.926,121.2952,79.896,62.1215,62.9495,70.0243,65.891,64.2982,72.573,82.6259,90.3803,75.9622,78.9417,84.9358,80.1508,87.1957,75.3877,74.8698,75.2949,77.4056,83.816,83.6333,80.2329,64.3396,42.2735,41.6869,33.8236,43.4183,40.2309,35.9188,38.3136,44.0297,39.7757,42.6241,33.9186,35.5582,22.9742,20.3127,22.2218,25.4393,25.7689,22.7892,24.4172,29.951,32.003,32.9961,35.1524,35.3098,35.3129,27.7061,31.3962,24.4471,20.2897
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",9.6946,13.1037,12.713,10.1543,17.2347,11.7804,16.4068,13.0901,16.5405,12.1275,18.5354,15.8508,6.498,23.0603,19.7519,22.721,21.7431,22.1253,21.5483,23.7177,22.6113,21.5217,19.7759,22.7098,26.4818,21.3776,27.5602,32.12,31.7039,26.6705,19.0423,34.4217,38.0542,32.2126,34.71,32.5643,17.4567,21.2119,29.526,18.9365,28.219,31.4348,29.9761,24.5346,17.5944,17.6883,18.1382,12.1342,18.1635,21.3363,23.215,24.387,19.5364,12.7985,22.7144,11.8241,14.6644,11.0288,16.7217,18.3899,15.4723
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3899,50.1085,51.741,51.6206,52.5666,52.382,56.297,52.2452,58.7334,60.9554,50.9875,79.8521,69.9507,63.0978,69.4814,79.2286,77.1506,69.9041,81.8156,68.6848,81.1393,93.3688,85.6861,90.0088,79.6068,78.0419,79.5812,84.314,83.6861
180,"COD","Dem. Rep. Congo",10.2762,10.142,10.0891,10.0107,9.8955,10.1116,10.52,11.2168,11.5351,11.8956,11.8802,12.0688,12.3283,12.4987,12.7556,12.8278,12.8977,12.4418,12.892,13.4422,13.6113,14.4539,14.8133,15.2167,15.4997,15.722,16.0839,16.5467,17.1243,18.2336,18.8979,19.4161,19.9055,20.4785,17.019,16.993,17.0032,17.3423,17.0927,16.7582,16.4498,16.2352,16.3524,16.5087,16.5798,16.723,16.9341,17.0042,14.7728,18.6777,17.6031,16.2121,16.2054,15.9747,15.9165,15.5774,15.7851,15.8354,15.9072,16.4577,17.0986
208,"DNK","Denmark",38.2611,42.4256,41.5341,47.1447,46.2939,44.5964,46.2433,50.4774,50.2614,47.4179,53.0346,52.8262,50.296,55.8017,48.6231,45.3647,56.7778,57.0186,58.8612,55.2385,58.2052,65.4906,54.8092,81.9119,77.3763,78.4898,71.579,78.0556,86.2858,95.359,89.5228,68.1289,81.0867,80.3842,91.0886,90.2316,94.2446,93.8006,88.8067,92.1042,90.03,85.6991,89.5049,90.2217,87.8363,82.425,82.5671,86.9727,94.8017,84.0401,80.4686,87.5864,86.5895,92.678,98.7271,86.643,98.2357,67.1706,93.3323,91.8013,86.7486
262,"DJI","Djibouti",5.8464,5.8464,5.8464,6.423,8.109,8.6321,9.1941,9.7575,9.7599,10.3377,10.3377,11.4639,12.0795,13.3335,13.4635,14.7307,15.9327,17.6447,25.7109,94.1084,96.69,102.6432,102.7853,114.5579,115.4893,126.8487,126.6049,115.5681,128.055,206.324,136.7719,140.5394,140.2565,142.6719,134.7012,136.0419,139.9254,141.7572,147.3131,151.5203,156.2573,161.0841,126.1819,142.0756,141.8649,107.347,111.5881,132.7973,129.1143,109.7363,98.1523,115.1188,109.2761,106.8665,108.2417,108.3541,175.1424,224.3025,276.4723,227.5959,263.2937
212,"DMA","Dominica",23.6497,20.9492,22.9256,22.1421,25.4501,25.4676,23.9291,25.0169,25.7326,24.9134,24.9232,24.469,28.3855,28.1441,29.7941,31.5811,33.1368,35.1294,30.9262,20.3448,21.8922,26.5947,31.492,31.1654,31.2943,32.3649,33.2962,39.6913,37.3102,33.3968,33.5475,33.0923,35.5816,32.4842,32.7414,36.1327,34.682,32.2025,28.6705,25.8836,22.9132,23.8757,19.1376,21.6898,22.1038,23.6373,24.5432,22.358,21.436,20.4142,18.6309,19.3155,19.3525,19.5518,21.1155,21.9186,21.1705,20.3761,20.6646,20.6343,20.2826
214,"DOM","Dominican Republic",43.0592,43.8332,41.1089,42.3987,33.1274,37.2161,37.0739,32.3695,41.7846,43.4752,47.8622,46.7773,47.1009,46.4095,41.93,45.8774,45.3627,45.9384,42.1366,38.2521,39.6703,45.5677,46.1086,44.1133,37.7774,35.8173,39.0472,38.6546,38.2877,36.8538,37.2414,38.2494,38.2697,33.8679,33.5839,35.3067,42.7638,36.1662,35.3254,40.9034,53.8279,56.7445,57.8984,52.9726,58.0505,67.146,68.5157,53.7954,69.7622,68.8275,71.0729,75.0621,78.6523,94.2784,90.692,96.5163,102.9912,115.9584,122.9909,119.3091,124.2821
218,"ECU","Ecuador",19.7395,19.6554,20.9192,23.6552,25.6663,26.3086,24.1796,26.0702,22.9821,21.9311,20.8769,19.4016,19.5754,22.1661,23.7306,21.1787,23.4868,21.6268,21.942,23.886,23.5478,21.9521,18.2906,20.751,21.1713,22.96,24.3563,24.8358,26.5655,26.0609,22.758,23.3067,25.052,26.7885,24.2772,25.8986,26.6773,25.614,29.4033,25.1902,31.058,32.5303,34.9602,37.5413,36.0115,36.0738,41.7463,40.7303,40.4985,42.7785,41.3904,41.5704,37.3541,47.914,51.2327,45.0609,44.6718,44.2189,45.2665,47.5097,51.6987
818,"EGY","Egypt",67.3142,88.4535,88.6479,91.3416,85.2522,80.7011,76.4207,83.1274,87.2709,87.2734,89.1503,90.2159,90.0401,86.427,87.3403,92.878,92.664,102.8085,110.836,113.0181,112.1965,114.7938,112.5809,110.2457,114.7177,113.8001,115.7278,117.0576,124.2343,134.3629,140.7899,129.304,134.8624,127.3798,127.4962,139.7404,141.8741,138.9659,136.6782,149.5307,146.147,148.9782,149.1559,153.0534,156.3667,157.9654,156.4372,160.2767,151.6807,139.7182,157.523,157.6749,157.7917,158.4207,156.3702,155.8256,152.0695,135.8222,146.3719,144.4533,142.0137
222,"SLV","El Salvador",28.2229,33.7931,36.8322,37.5468,41.6542,38.0252,35.4567,35.3629,38.5521,42.0028,45.1656,46.5152,50.2018,54.2564,57.3644,50.7134,55.2882,58.4702,53.051,47.1596,42.0311,41.7195,45.5364,47.237,44.7965,41.5109,37.7496,37.1469,35.7832,38.0987,41.3695,46.9557,42.2181,38.1686,40.3629,48.1866,47.9747,47.0056,47.8342,45.3217,44.8548,43.5876,44.9271,47.8735,48.1967,52.3069,49.0802,54.7414,54.6879,46.7108,47.5727,54.9546,55.4677,53.8521,49.714,56.4114,55.0173,52.9483,55.191,53.3683,55.2804
226,"GNQ","Equatorial Guinea",8.1566,9.3949,9.5983,10.5234,10.4012,10.9635,10.5996,11.4392,9.6886,11.1567,8.7412,6.5269,6.8001,7.0642,6.2512,5.6086,5.5741,5.8168,5.9826,6.6056,7.248,6.9057,7.0791,7.8107,7.6755,7.8531,8.3931,8.3855,8.0094,10.163,9.5744,9.0956,8.9825,9.0126,9.172,9.2946,9.3012,9.112,9.4464,9.8211,9.8724,9.6691,10.0553,10.3133,10.6192,10.8444,11.3027,11.4746,11.5041,11.8717,12.1413,12.4127,12.4671,12.5861,13.3135,12.8784,13.3008,13.4849,13.6751,13.6915,13.6063
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6596,15.1436,10.9359,10.2588,10.0145,19.682,14.9033,7.5222,10.9845,5.2446,6.3285,6.4559,12.924,11.9065,14.3708,4.8787,8.2044,8.4458,9.9975,10.0152,9.8769,9.9465,9.9253,9.9309,9.9846,9.944,9.9356,9.9505,9.9511
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4229,16.2162,12.1135,13.6998,16.2574,16.6212,14.5536,11.6765,19.3019,19.4924,20.797,23.1784,27.5006,30.4323,27.252,37.1828,34.8825,36.8144,28.6062,32.9443,40.9413,41.0254,47.69,59.6227,37.8139,50.5681,35.6743,61.2771,62.1107,50.3743
748,"SWZ","Eswatini",29.6494,25.253,29.4633,32.2226,35.1821,41.228,45.3823,42.0684,46.0202,54.5564,53.1467,51.5228,48.2659,61.0167,59.0621,61.3803,63.4224,59.1941,55.606,71.3004,107.2649,105.4583,103.3638,93.5149,99.6855,111.5938,96.9902,93.4699,88.2619,96.9669,93.8633,87.5401,84.4844,86.6694,83.5059,93.3535,93.0621,95.5808,103.0615,89.6765,88.9796,98.4034,97.2879,102.0565,109.9917,105.1706,102.4714,104.6387,105.1727,107.8442,110.7304,112.687,116.3135,115.8626,114.9404,112.7645,116.9453,120.2107,119.3294,118.0544,119.1527
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2769,12.0578,15.1381,19.416,19.183,16.1322,17.7778,18.1266,20.9964,20.0704,18.8949,18.3372,21.6731,20.8488,21.3385,23.0254,25.3258,26.078,26.6722,28.7728,31.0845,32.5897,34.6005,34.7048,35.8922,34.6207,35.4131,36.1994,35.4645
234,"FRO","Faeroe Islands",74.2296,70.5545,79.315,65.3409,61.0674,68.9733,61.0247,63.3751,52.4351,69.9134,55.5974,50.2556,45.213,45.5121,42.9908,57.9051,55.5547,55.5547,55.5547,55.5547,55.5547,55.5547,56.8367,57.6914,59.8281,59.8281,59.8281,59.8281,59.8281,61.9648,63.2024,64.8528,64.4618,64.6554,64.705,64.6285,64.4447,64.1734,63.8375,63.4541,63.0281,62.4747,62.0405,61.6546,61.3123,61.0315,59.8281,60.8516,61.0042,60.4499,62.2507,64.1016,68.375,72.3625,59.4632,64.7113,63.079,63.2891,63.8183,60.3825,60.5935
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",64.2495,80.0796,93.2783,92.5059,84.815,81.3929,81.4538,103.2281,94.3049,103.575,94.2821,84.6277,89.3838,81.1144,76.5214,78.7645,87.5771,85.8695,109.6081,95.2345,103.182,104.1374,65.6236,105.2282,76.13,98.7521,68.8224,68.4274,81.4934,80.597,64.6146,70.484,72.0584,78.4986,81.9346,79.6195,76.1529,57.7932,83.3892,83.1501,76.0946,81.1105,72.9486,82.0165,84.3145,95.5138,86.2438,84.0522,83.5617,51.3146,63.148,46.2445,52.2654,58.9372,58.7769,46.0357,53.2918,55.5043,59.4602,58.5506,51.2691
246,"FIN","Finland",16.7517,12.6066,16.1709,14.9666,18.9258,16.5223,18.8255,19.7301,21.7437,24.3362,26.0934,26.1989,24.7687,25.1528,30.101,34.7604,25.4738,26.9705,29.1137,30.7974,22.8192,32.2192,37.0794,34.6863,34.5959,34.4254,21.3155,28.4483,37.779,42.0119,32.928,26.7409,33.1827,32.6604,34.8604,38.0083,39.2522,28.1114,29.6121,40.2954,36.7683,39.2622,37.1541,35.1055,39.211,36.6288,39.387,39.3718,40.5489,30.3488,35.7941,34.4855,38.5911,38.9972,35.3529,34.4144,33.0421,27.0906,38.6293,33.3006,26.227
250,"FRA","France",25.6852,30.9839,30.1067,32.0627,35.2978,32.1769,38.6534,40.8261,40.1696,38.952,45.1193,48.6,51.2215,49.2306,43.2274,41.2604,47.0195,53.2575,52.6153,58.3464,56.7724,60.2355,56.7762,70.3564,68.1072,62.5278,69.7897,74.5248,76.3682,77.5842,79.5921,78.3583,72.0437,71.154,71.3209,79.8671,81.6899,87.286,84.0202,81.9229,73.7894,85.0726,70.8288,86.9103,81.388,77.618,74.992,85.4532,88.2711,83.6835,82.2286,85.1945,82.7894,89.967,90.5567,71.651,88.4333,81.1037,87.9102,72.197,83.6749
258,"PYF","French Polynesia",110.36,127.383,123.5668,119.9752,105.977,105.6226,96.2529,92.0044,126.1598,116.1728,108.1316,96.0646,75.4259,67.191,107.1539,95.0075,75.8746,69.4924,75.2793,99.6116,83.7601,96.4777,61.6436,47.0564,73.1205,73.6005,80.1943,65.5857,63.6887,73.7338,60.3131,60.8489,60.4812,60.9717,65.8357,62.8499,61.8128,45.5571,49.4698,57.6771,54.247,57.0653,55.8828,52.8861,59.1554,61.8342,61.8608,58.569,52.2426,54.9391,54.2937,54.3564,53.2343,53.7772,51.3275,53.7581,51.7293,50.4195,50.4318,48.6671,48.6163
266,"GAB","Gabon",9.8798,9.0981,8.1959,7.5612,7.1087,6.7132,6.3975,6.3361,5.9075,5.8138,5.6204,5.4281,5.1517,5.12,5.0314,4.707,5.2479,5.5523,5.9872,6.5339,6.485,6.5468,6.8862,6.8908,7.2812,7.9471,8.3297,8.7393,8.5977,8.7554,9.4038,8.7885,8.7318,8.646,8.7112,8.8981,8.8097,9.3351,9.0158,9.8982,9.5712,9.6855,9.6519,9.5771,9.84,9.9388,10.2343,10.7842,10.8864,11.3634,12.1794,12.3053,12.941,13.2407,13.3863,13.4347,13.9162,13.9066,14.0156,14.1599,14.3499
270,"GMB","Gambia",43.8034,44.4871,42.7973,43.5944,47.4637,50.2141,45.4251,48.908,44.6862,45.7581,47.6829,40.6847,46.986,35.7071,35.4654,35.1331,25.4082,32.7064,19.6433,21.3663,30.3958,34.7299,28.7825,32.0214,29.3775,32.9391,32.508,27.1747,35.9402,24.034,26.3202,24.0369,29.4009,26.8961,25.19,20.0642,23.9581,22.2328,31.9529,34.8417,36.9252,21.1442,27.6055,33.2958,27.7693,27.9472,18.5314,22.4491,23.1856,25.0353,14.3771,18.8734,16.4323,13.5963,15.0884,12.6656,10.616,5.8726,7.2993,7.8694,7.5418
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2567,10.6106,11.4692,12.6439,13.9708,19.1268,13.833,17.8268,10.1031,16.6656,14.5234,16.4941,28.1932,29.4348,13.7527,17.9035,17.8972,15.1945,11.6827,19.0291,17.9754,20.8188,17.8976,18.8089,21.6595,16.7176,21.1007,21.0916,23.0173,24.1626
276,"DEU","Germany",39.2675,47.5744,48.4747,49.9887,45.6032,46.6038,55.9078,57.4124,53.25,51.6794,58.5522,59.2205,60.5737,65.4872,59.8865,54.1855,61.1909,66.0965,62.9273,63.5504,63.3472,68.4584,63.5628,74.243,74.6513,74.6231,72.3528,74.6653,74.7769,75.9141,81.8282,74.6537,75.9816,75.706,82.1067,83.5618,90.9583,91.9925,94.5603,94.1916,101.9015,90.4254,82.2324,106.5776,96.6605,92.5032,88.4026,101.8611,105.2729,94.3653,87.09,94.712,100.4118,110.1434,101.2684,96.258,96.9987,80.8085,90.3323,91.6917,90.7243
288,"GHA","Ghana",11.1603,11.1461,11.2177,12.6243,11.272,12.2665,13.0965,12.4989,12.9308,15.37,15.7649,14.6205,15.2735,17.2158,15.4234,14.052,11.9633,11.2778,12.5825,12.3756,13.3939,11.3373,10.5099,13.6083,12.377,13.2734,13.5534,14.3834,15.2213,11.6477,16.5736,16.4801,18.397,17.4724,18.9167,19.2343,17.1003,18.5641,18.6965,18.6414,19.1214,22.7886,22.9779,22.9627,23.4529,24.0517,21.3871,25.5968,27.8704,28.3718,29.4107,30.6103,30.0265,30.8122,30.3295,30.2674,32.1933,33.8113,34.5011,35.1778,35.9092
300,"GRC","Greece",25.4352,24.2537,23.4333,26.2044,27.1032,28.6885,29.8634,24.4858,27.0643,30.581,31.0602,31.5361,30.8631,34.2795,35.8071,36.2088,31.8903,38.6134,35.6164,42.1126,42.8384,42.6678,38.4744,42.4765,40.5943,45.7289,44.4176,47.8215,51.3931,40.4634,50.0167,47.8694,48.9313,54.7722,55.1066,53.8035,54.9148,54.6052,54.4264,56.7174,56.8173,55.5005,49.5086,55.0435,55.5933,49.7586,48.3454,50.6574,49.6828,45.9391,47.6417,47.6139,48.183,50.2639,53.3835,49.6885,51.3228,46.7707,48.1916,50.1835,47.1918
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",17.0128,17.6419,18.9047,17.956,20.0774,20.4355,22.3251,22.1563,22.2789,20.6879,19.7876,19.6615,18.4581,16.1379,17.4833,19.5243,19.7582,22.7118,23.0582,23.7747,25.1938,22.9545,21.7764,23.7677,25.3617,24.9994,30.0834,28.0708,27.8426,28.8226,30.6701,30.3754,31.622,31.9469,33.7886,31.1112,30.8511,29.5282,26.8929,27.313,23.5065,25.0375,25.6678,25.9352,27.3301,28.6581,30.8261,30.8717,26.7312,33.3719,34.3263,42.1072,42.0365,45.5462,46.1661,44.6466,41.9209,41.2861,37.6993,36.0795,38.2918
320,"GTM","Guatemala",14.5554,17.5067,20.573,22.8382,23.6733,24.5396,22.5647,25.1121,26.3714,25.8872,25.1482,29.1131,32.3966,35.7729,36.7896,38.5099,40.5953,40.5842,40.9676,41.3924,40.1615,38.0635,34.4753,34.9579,36.4961,37.3467,35.6409,38.6471,39.0095,45.3337,47.088,49.9753,45.937,43.9013,49.7145,50.644,50.913,51.0255,47.3985,45.1945,46.1004,45.9586,44.6285,52.8423,53.6356,51.6245,54.7241,55.2739,58.4987,60.5207,59.3614,66.5429,72.0907,80.2899,77.9242,78.1745,67.0545,69.6447,69.457,67.0542,67.2342
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",4.5548,4.6557,4.3236,4.6551,4.5237,4.8551,5.1273,5.167,5.2011,5.3684,5.6028,5.551,5.6037,5.6853,5.805,6.2106,6.2914,6.3718,6.68,6.8386,6.952,7.0506,7.1322,7.6061,7.7589,7.9387,8.0056,8.1498,8.7349,9.2213,9.9564,10.5562,10.9725,11.321,11.7762,12.1262,12.7225,13.3135,14.0119,14.9735,14.6255,15.1345,15.9703,16.8554,17.8137,18.615,19.2479,19.5625,18.598,19.701,20.4411,20.7558,20.9669,21.4927,22.6256,23.5184,25.3246,26.4795,26.5826,27.7549,29.0269
