"code","iso","country","FCL.raw.2005","FCL.raw.2006","FCL.raw.2007","FCL.raw.2008","FCL.raw.2009","FCL.raw.2010","FCL.raw.2011","FCL.raw.2012","FCL.raw.2013","FCL.raw.2014","FCL.raw.2015","FCL.raw.2016","FCL.raw.2017","FCL.raw.2018","FCL.raw.2019","FCL.raw.2020","FCL.raw.2021","FCL.raw.2022"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0.00148487858416426,0.00101162017856056,0.00167880043119234,0.00243763281115839,0.00218146907262051,0.00220503498818979,0.00219111857706688,0.00220713910536247,0.00174683332754729,0.00180861900565804,0.0017094331276372,0.00169962285490566,0.00103709850444641,0.000951209891698285,0.000978951786455467,0.00108344400915047,0.00120610506346341,0.00126409161027441
12,"DZA","Algeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"AND","Andorra",0.000198072919162112,0.000180746910448839,0.00022673498734702,0.000243297130096522,0.000119764062677886,0.000119497684488079,6.4550504208419e-05,0.00013247321584129,0.000130549688286408,0.000107529956367009,8.16205900617035e-05,8.73955365806436e-05,6.6257518090965e-05,0.000145886522783589,0.000296939681771221,0.000388879155275818,0.000393374754367215,0.000596541304114315
24,"AGO","Angola",0.00103605493970858,0.000971272232837557,0.00119562056942307,0.00133404092935576,0.00159144612403559,0.00177709447457436,0.00206088187282651,0.00215596927748653,0.00234941609199698,0.00248216485351963,0.0024758493905257,0.00258722065718466,0.00286324867936088,0.00305529875927656,0.00295081826836895,0.00318809791231515,0.00337280666814819,0.0033371223247029
660,"AIA","Anguilla",0.00165918380786325,0.001418206915844,0.00221690382006388,0.00309121454444622,0.00243718924374017,0.00213427321851781,0.00210674491848294,0.00147328570728057,0.000619619092434085,0.00047504686898591,NA,NA,0.000447495168203242,0.000275370167778631,NA,0.000240950735088074,0.000378615899725023,0.0002667370334271
28,"ATG","Antigua and Barbuda",0.00113894164828466,0.00153675156686619,0.00165208483733877,0.00186340045007172,0.00210333890340496,0.00184913895285319,0.00150481742407579,0.00150604412263625,0.00133614211708469,0.00100204444253958,0.000904462024117479,0.000810975616523021,0.00110852914061287,0.00224572569283442,0.00220545758554703,0.00244968522675307,0.00253997249423181,0.00226112663890005
32,"ARG","Argentina",0.00553690865598762,0.0059887772315316,0.00767889616608385,0.00913775234706094,0.00851548855945293,0.0089323426743536,0.00993892507744569,0.0098796664970835,0.00863800363131377,0.00841119623493996,0.00736004623350376,0.00618380474527379,0.00516963661197815,0.00446605870989784,0.00401190187379013,0.00407039669354373,0.00391473086828337,0.00400108745302038
51,"ARM","Armenia",0.000357822045268933,0.000410292914439101,0.000393590309527662,0.000216209629453508,0.000259495537045473,0.000293150247246662,0.000301950501206775,0.000357316913834203,0.0003825483710287,0.000253693336874365,0.000178469937205633,0.000171865716487968,8.49060461361895e-05,5.61109619611969e-05,4.57564196890292e-05,5.07705944407688e-05,2.91308755091489e-05,1.93540410392264e-05
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",0.00216262369245092,0.00209836655066787,0.00197028833365909,0.00178821588711746,0.00236741890738561,0.00168867327843415,0.0024766269813458,0.00183013471583674,0.00177149700162137,0.00190637986287538,0.00177131125559562,0.00253529356803654,0.00283397415215695,0.00258960634578423,0.00361895730797582,0.00605417543569935,0.00808445433304152,0.00902603134641954
40,"AUT","Austria",0.00158883504087809,0.00172022355416315,0.0021969390282797,0.00248426403249772,0.0025238042326511,0.00240377653146498,0.00252805812089406,0.00205877298072393,0.00161172683178672,0.00147401091687839,0.00126847637485391,0.00124663079213397,0.00141639577994069,0.00184544380308102,0.0023991100292123,0.00281647618626294,0.00280788282975581,0.00283930802903102
31,"AZE","Azerbaijan",0.000459333700098012,0.000477631016826868,0.00034985105657565,0.0002998814393796,0.000275889390591235,0.000330036363753423,0.000293859184278271,0.000252511543463922,0.000256582251496791,0.000202149624347343,0.000192707077323656,0.000172587948791651,8.29935919243022e-05,7.48014845138963e-05,3.25375027595294e-05,3.33124138324724e-05,4.2227686847987e-05,4.91553140459074e-05
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",0.00116986317822279,0.00134531246744046,0.00129037307608,0.0014176220248528,0.00148123482040048,0.00157781003916097,0.00146311390273473,0.00155280466509534,0.00170926918816913,0.00215097751366689,0.00266022816706606,0.00379948391536034,0.0053711169333427,0.00623246720939465,0.00701961359442945,0.00759265875520172,0.00722779818818633,0.0062803900748323
52,"BRB","Barbados",0.00144695188868766,0.00119425998823883,0.00179480810808615,0.00222584716247422,0.00246644984051013,0.00277069948881404,0.00292171609379392,0.00546365639736134,0.00521879732849462,0.00505246410102356,0.00418680445734785,0.00457922236844414,0.00114583121380047,0.00164424092773524,0.00310992225435791,0.00368673562759464,0.00394546185703133,0.00353348715717834
112,"BLR","Belarus",0.00165838648891858,0.00192305652487475,0.00200095554786898,0.00204181715557302,0.00200811073804468,0.00200861580744753,0.0020394208845721,0.00211463524578023,0.0020258152626966,0.00200533684746058,0.00198638049291289,0.00248435357004391,0.00291555621452508,0.00356287671574717,0.00401992625659497,0.00440641054322207,0.00411040749662549,0.00395874242815098
56,"BEL","Belgium",0.00158982943410531,0.00224721802539881,0.00267411488362172,0.00331166984186103,0.00342731785828824,0.00434201642415443,0.00407849156935013,0.00399121334289518,0.00350991860217842,0.00343562993914017,0.00256731622809314,0.00251740790711189,0.00235061461974576,0.00251291687222837,0.00272870197945887,0.00293847647189768,0.00347487222026682,0.0035418710998999
84,"BLZ","Belize",0.00355579655695747,0.00327716395319939,0.00308083765077533,0.00336191397186049,0.00386156620850161,0.00401016201290863,0.00625427939582138,0.00623182810454397,0.00678273983349053,0.00767816985581912,0.00777967381393442,0.00691465360463627,0.00739587428165199,0.00694501003932915,0.00713432402453495,0.00816454261763713,0.00736020554525817,0.00685216096230035
204,"BEN","Benin",0.0116219134457459,0.010016717777272,0.0109931489136281,0.00860038383627144,0.0120649094132387,0.0113605484520888,0.0102407357511473,0.00853930956502393,0.00933991397821276,0.00611344161328817,0.00614905283115868,0.00739265844577465,0.00676584647928201,0.00720433539996346,0.00670970790239598,0.00758852992700561,0.00729807343902885,0.00678444988229824
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.000151110755671183,0.0001869478518934,0.000194010962025276,0.000207583482562321,0.000227803246364117,0.000390584656342114,0.00047774672613631,0.000480901069662077,0.000455406832234091,0.00046816638991415,0.000243636884941578,0.000279278955733113,0.000359156982881402,0.000396515558567324,0.000385721066604132,0.000424375930735153,0.00036531780008424,0.000329579243828218
68,"BOL","Bolivia",0.00252109947029024,0.00277304103828864,0.00279216370894289,0.00343375754134519,0.00345489824725039,0.00396151719824168,0.00425166755115761,0.0044321399905582,0.0039727569229912,0.00404914297638833,0.00341917548969452,0.00379895436388738,0.00434283933726983,0.00479426999737553,0.00665475866055652,0.00680720834154128,0.00735824607561737,0.00784392248834968
70,"BIH","Bosnia and Herzegovina",0.00032936901341388,0.000281885349550461,0.000330817896493312,0.000419551766762603,0.000281371692379764,0.000308765137895718,0.000321458179682584,0.000302906234866399,0.000336718366116168,0.000377241538124658,0.000387389760212331,0.000442671703294047,0.000382526197933913,0.000383197252384831,0.000366584764785775,0.000407987232186614,0.000351783628394313,0.000395362480232832
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",0.00545276596737667,0.0054188827157051,0.00512279400499705,0.00483019922033017,0.00415094179789311,0.00393529518806942,0.00364728355091795,0.00373418865219841,0.00350723632905116,0.00381545316632943,0.00374473489494412,0.00482426985548124,0.00539061915172214,0.00571328609288174,0.00578547065826386,0.00628976479951918,0.00546744343606784,0.00515469538434731
92,"VGB","British Virgin Islands",0.000357135390307781,0.000310067427183037,0.000373688863281924,0.000496154814091832,0.000522793650282906,0.000559707951179177,0.000800768894460131,0.000759058303466949,0.00063486826541766,0.000561223747391762,NA,0.000206372620997712,0.00710641048650895,0.00743822513328088,0.00667946021734267,0.0048106726992839,0.00509471999538752,0.000311874250611476
96,"BRN","Brunei Darussalam",0.00180962140100549,0.00176575437905652,0.00192974617902963,0.00218062441323036,0.00260134895556836,0.0022518322977608,0.00293248932891591,0.00289434111485006,0.00295534872748042,0.00276655683313357,0.00294232544633399,0.0031468665058404,0.00281890393617733,0.00259527122612879,0.00238374902004852,0.00225118169035716,0.00175241638645022,0.0017377322257005
100,"BGR","Bulgaria",0.000828097889755417,0.0007644754398685,0.000879406938680336,0.000904385410518683,0.000860304949073248,0.000780379494961495,0.000733329645100008,0.000739355519645048,0.000682135631337509,0.000695951723591366,0.000778231237747323,0.0008731152004755,0.000838843912940336,0.000974378847422839,0.0009197868971195,0.000866943563918642,0.000849381297245929,0.0007658935571178
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",0.00154385659839863,0.00120968602629657,0.00145821739469823,0.00164769111680268,0.00171856964775835,0.00198532730628754,0.00216534255621387,0.00187316056610603,0.00173174512068008,0.00205650643038347,0.00193082755076763,0.00214322207972823,0.00235780871216967,0.00283331343220064,0.00293500569561149,0.00302169529971579,0.00320564768661494,0.00314225641296936
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",0.00626753419405883,0.007308776893686,0.00782289973667855,0.00849693931186282,0.00936259072104897,0.0133276214022685,0.0158617354201949,0.0184113821570447,0.0210089502275067,0.0217665835867571,0.0193228802047709,0.0190630349351691,0.0171131083865697,0.0155812434515892,0.0151609759034161,0.0153566150441144,0.0144538610684024,0.0140883002685664
120,"CMR","Cameroon",0.000682783769844731,0.000665525105510202,0.000747673048603466,0.000791162859245148,0.000859340830112689,0.00101045200660238,0.000973193317429002,0.000997457525057084,0.00123698591341504,0.00193506572230613,0.00203437561651522,0.00245933816748811,0.00311440874186444,0.00329163323833378,0.00299271152904384,0.00358261911084054,0.00385124213364693,0.00366776483694887
124,"CAN","Canada",0.00175599964509321,0.0019825884761594,0.00204137972929327,0.0019427344082671,0.00188073031493226,0.00163037575865829,0.0015188158713382,0.0016270450023853,0.0015679633365903,0.00180268642509927,0.00203237476815976,0.00250989178079855,0.00226341651404162,0.0021597971813062,0.00214645624034489,0.00204602674489556,0.00180719621957165,0.00167582675375917
136,"CYM","Cayman Islands",0.00108217127136243,0.00100419808249187,0.0012349780121045,0.00149801751912684,0.00127151467255,0.0016727729345722,0.00188142137660532,0.00183765668107183,0.00154901708350404,0.00136560928306758,0.00111284894556116,0.00124175181528814,0.00214746559112985,0.0021703900826926,0.00232798704559268,0.00247038052472209,0.00178437920326825,0.0012556275018041
140,"CAF","Central African Republic",0.000400341772033316,0.000483789503269849,0.000496365945527944,0.000551020039243438,0.000666099847887864,0.000722310442140412,0.000697883967609823,0.000763427190975173,0.000804446594824707,0.000830890351190754,0.000756408116520591,0.000762908439942661,0.000786567133791885,0.000772071451993927,0.000744825723342269,0.000834868695538571,0.000888928293649693,0.00084675991002463
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",0.00232280323772924,0.00240356092063969,0.0026769227867413,0.0030582145617015,0.00297217562120852,0.00287256763972266,0.00288289853270644,0.0032833850841698,0.00299925625291909,0.00320200001353372,0.00325710291611786,0.00330298289423998,0.00353891200352724,0.00337417466489877,0.00323052523878099,0.00305765453306186,0.00274685376846181,0.00198544214289072
156,"CHN","China",0.000990828816447135,0.00113974912378735,0.00146827005232663,0.00177947591771069,0.00184887432067071,0.00197486026581097,0.0020141777416234,0.00200761856752524,0.00182006538482498,0.0017613297147676,0.00167202319010843,0.00175728348272754,0.00177466986165099,0.00184164473337048,0.00185355000272053,0.00182922283278345,0.00169841073909701,0.00166623432255352
170,"COL","Colombia",0.00187304331198109,0.00178010876384164,0.00200483293429903,0.00221466300555446,0.0021209233995848,0.0021679622674369,0.00220922084209709,0.00207492640183192,0.00195561351472226,0.00189065548252161,0.00175313518474817,0.00193078936800762,0.0023496747163151,0.00288479882768218,0.00292438260752178,0.00338254115712598,0.003304107454257,0.00298682671868836
174,"COM","Comoros",0.000259433809701134,0.000231217798774913,0.000272743263640163,0.000285336661980243,0.000362163459884139,0.000368522114795889,0.000489549889326524,0.000549972943765924,0.00245572708778585,0.00400134253922826,0.00437304160501123,0.00439129432887886,0.00456888219832942,0.00287215133247563,0.00152728122207325,0.00134412566420516,0.00139597721957606,0.00123339427269668
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.0023722897623186,0.00220240081495454,0.00208661217201378,0.00259524858487971,0.00310603166716194,0.00295831433533977,0.00298063671338628,0.00295280723874615,0.00240733814563729,0.001972810296186,0.00161051974810926,0.00171268673194845,0.00213167096883783,0.00235415629909532,0.00235868233446535,0.00254789264695414,0.00232802495228129,0.00182815611118108
384,"CIV","Cote d'Ivoire",0.00474659774311988,0.00448996136128896,0.0039536257952572,0.00436805688553393,0.00498675320766269,0.00525877656930216,0.00553360802802947,0.00558659378647285,0.00607657565539741,0.00846905564447708,0.00908144377117718,0.0100563712485638,0.0127036167170209,0.014212573196538,0.0131588285409792,0.01414269651274,0.013761683782426,0.0118740603300258
191,"HRV","Croatia",0.000726891957221067,0.000678437886327427,0.000720403378291022,0.00080906233057864,0.000646832487700475,0.000684445727026697,0.000708415798676893,0.000780661727842469,0.000733861248619369,0.000809237338604122,0.000765981476826232,0.000876088351009393,0.000906308483148909,0.00113803593129497,0.00119736723833773,0.00135938578549439,0.0013329654771128,0.0014170033553212
192,"CUB","Cuba",0.0023451915991299,0.00216665697106349,0.00198581724039202,0.00230268359468935,0.00203921270041812,0.00191226300972788,0.00201120835775162,0.0021881729036121,0.00177396365472682,0.00145569928289733,0.00141106555493435,0.00375989878543646,0.00537536787515022,0.00549074636596581,0.00538274304180297,0.00556089355685445,0.0038577532279885,0.00161724890221974
531,"CUW","Curacao",0.000163065217634562,0.00026031115487724,0.00037184096900318,0.000549178165195993,0.000703649402594956,0.000743665694048994,0.00066359907541919,0.000783835083140272,0.000812443636493713,0.000723790585407813,0.000692352014106665,0.000732392267272936,0.000483447127039328,0.000274622130047394,0.000268870943927782,0.000308912089448899,0.000371868258678481,0.000532093090982902
196,"CYP","Cyprus",0.000493216212276153,0.000442532553336118,0.00151818506436298,0.00174832176379723,0.00171655223585668,0.00165575874900097,0.00200834273976827,0.000816068852355499,0.000601136113602439,0.0005590904455553,0.000575030637027747,0.000996422228405663,0.00151498377932685,0.00164403811697035,0.00197409801301604,0.00213560868080416,0.00185759077695854,0.00216780977597758
203,"CZE","Czech Republic",0.00173847282433066,0.00191719912708146,0.00238238208261998,0.00281711699501337,0.00281491477429448,0.0024795279329044,0.00292783571590805,0.00267735724159441,0.00238173617256065,0.00238995053663784,0.00214997189763322,0.00217564151225998,0.00257668520739245,0.00360076377958984,0.00556724836704134,0.00857539819646942,0.00968174423912814,0.00993294004128558
180,"COD","Dem. Rep. Congo",0.00160791773688286,0.00160621801309778,0.00156830162719387,0.00166387640836643,0.00184360072666108,0.00208690956872509,0.00207191684836876,0.00219846425245487,0.00258671471466077,0.00311698178444621,0.00320305577006718,0.00392094786397434,0.0045514223733681,0.00489258301944498,0.00480536332241825,0.00509502066791219,0.00499260278327942,0.0048068458859664
208,"DNK","Denmark",0.00288111063639325,0.00302635917988217,0.00353689076981186,0.00428829296516078,0.00491574856132801,0.00426368360098945,0.00386789576545291,0.00390849887916547,0.00323809436729077,0.00304262385475559,0.0027666894295422,0.00298086377717136,0.00299649704596425,0.00317201521805007,0.00377005554061693,0.00387929369722042,0.00396044715193682,0.00376312328217709
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",0.000332529562908836,0.000393544237728342,0.000362115354272886,0.000539602634618906,0.000502110837190448,0.000583316262652074,0.000627377610703818,0.000756169926832865,0.000608068981689019,0.000514694546562619,0.000197072558125064,0.000303575668452343,0.035286405276508,0.0464325847877967,0.0396004880785566,0.0361350410775742,0.0417140342278617,0.00179986256748309
214,"DOM","Dominican Republic",0.00448510967238733,0.00462977299935498,0.00496066343602184,0.00557804114185305,0.00521598030698003,0.00463356454696482,0.00460120548472618,0.00465774201578716,0.00430331093894389,0.00418924708031353,0.00431351481618476,0.00500752074363451,0.00544858451766801,0.00553776771472588,0.00559248956967513,0.00609395387786685,0.00532013465583883,0.00466654212849605
218,"ECU","Ecuador",0.001308756647484,0.00123616456552709,0.00148131827092522,0.0017767707413857,0.00194066854057807,0.00189019379860843,0.00195034483002498,0.00206059042925645,0.00202901718035156,0.00182197430310513,0.00179477073186414,0.00179250814154854,0.00177020118180115,0.00169186483684109,0.00172784230706839,0.00188000614042185,0.00177465552520645,0.0016258001081748
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",0.00462475140067605,0.00387966340280011,0.00361483594801204,0.0031975154226689,0.00317829807316181,0.00267865589181931,0.0025016742609015,0.00244422067577949,0.00223909126486954,0.00194928013334088,0.00187418439426118,0.00227781835353947,0.00261639676371445,0.00271773015529103,0.00267274913530645,0.0026666962548297,0.002027395832381,0.00154450891101849
226,"GNQ","Equatorial Guinea",0.000588713690302286,0.000459230346926245,0.000468679464911886,0.000627953505919469,0.000922142647765694,0.00118462598391875,0.00156598763734145,0.00166195149282174,0.00179735449440792,0.00254373018164095,0.00259338111824793,0.00272220612316187,0.00312737530601229,0.00314807587137613,0.00260875749497577,0.00246750598018722,0.00242593390896701,0.00218684080639892
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",0.00294473910937085,0.0031353932619339,0.0029172081209363,0.00339796580550517,0.00342851116063114,0.00367910894424156,0.00388880038116564,0.00394977718726821,0.00390398233711908,0.00407374574804072,0.0042234771719409,0.00457578540409256,0.00538294701385412,0.00626160172096388,0.00710922145753616,0.00754238465431077,0.00746136742493219,0.00746944490581648
748,"SWZ","Eswatini",0.00570260976969089,0.00648124284374818,0.00690917658321641,0.00668172241383131,0.00768501357011765,0.00828979760037838,0.00699253337981974,0.00614584982138087,0.00609429862959728,0.00490951840525601,0.0040912210240975,0.00446952536174747,0.00548160475912178,0.00488262625643879,0.00490026581048103,0.00445192711552163,0.00443337144223844,0.0033472188951203
231,"ETH","Ethiopia",0.000862153370905881,0.000861089059211617,0.00101719881996234,0.00114718809311983,0.00134575096768514,0.00140036700345722,0.00144788282047173,0.00164135744600095,0.00173166127325432,0.00177815750180504,0.00164435140722541,0.00169853218225939,0.00161736768675955,0.00147170386898114,0.00137656103892655,0.00147807637123599,0.00148488064934001,0.0012874506935485
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.000657665389357716,0.000705827877313715,0.000836578435749763,0.000904319766609408,0.000899073527150801,0.00100139599690949,0.000821240442201644,0.000769168869077095,0.00076583904370558,0.000942112115523385,0.000875329629338286,0.00157824231471868,0.00167597213099536,0.00165457791686443,0.00140168181134784,0.00140190680668541,0.00129749648452178,0.00119436094420464
246,"FIN","Finland",0.00351619068409077,0.00366571329006804,0.00370443166200189,0.00422066912673741,0.00435669214892012,0.00406651624235245,0.00395985040461873,0.00400397930424878,0.00376102292443015,0.00380795918932341,0.0038281905153107,0.00420442424202388,0.00501453870983025,0.00557336481490297,0.00605792698340199,0.00643580826039103,0.00655735992590872,0.00618926031125782
250,"FRA","France",0.000977347505987807,0.00105408532698092,0.00111739012038541,0.00138462534247838,0.00133548791712421,0.00171895941739033,0.00176204777572251,0.0018921242595449,0.00164414356912546,0.00155978691473401,0.0011205126993088,0.00112217423911169,0.0011037934156348,0.0012540609570233,0.0013954390130516,0.00155844433783139,0.00175389305298552,0.00172127167041391
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.000459444468018782,0.000482806925209491,0.000501410286592467,0.000500805230805792,0.00057053256663213,0.000512083583524675,0.000500610523715268,0.000503368644285345,0.00067642705649162,0.000873721560235669,0.000943210591503996,0.00102812862625849,0.0011652156435564,0.00105057917102363,0.000928548745099747,0.000911664002517074,0.000823906041012444,0.000767955965868404
270,"GMB","Gambia",0.0044683035730417,0.00480291439029808,0.00516153317700702,0.0159175557292031,0.0141014745915771,0.0155741283408597,0.0153960920516024,0.0154228179695575,0.00406848175907783,0.00440184665119886,0.00448675740272785,0.00316698649494334,0.00198925978889634,0.00178056906083645,0.00189188060672921,0.00175493409901684,0.00232795560382798,0.0026149798116667
268,"GEO","Georgia",0.000217295115501062,0.000200438245787078,0.000195716379314117,0.000217376254342565,0.000164457671759906,0.00017199757708578,0.000163912410475687,0.000160534251355551,0.000147783401262617,0.000115297315797999,8.4497934265586e-05,7.54637284974628e-05,6.0628332909725e-05,5.8154775735164e-05,6.25762434224931e-05,7.40696650230311e-05,7.26380697690733e-05,7.64140099907605e-05
276,"DEU","Germany",0.00098732441864689,0.00121040795122687,0.00182336448611619,0.00228527548192015,0.00216047191441157,0.00245069443469629,0.00238320286193344,0.00184549782712593,0.0014631199592255,0.001416916758941,0.000893412879903303,0.000832655086868768,0.000890446730686842,0.00118320085068301,0.00188528743611858,0.00327189228881936,0.00467608283953719,0.00513268302107642
288,"GHA","Ghana",0.00451126973639245,0.00413254516722716,0.0033447071350443,0.00358919847630077,0.00404909801214853,0.00354651990125267,0.00375906651018925,0.00369493708389675,0.00466208632799134,0.00640315160409452,0.00725097934045795,0.0090651908055372,0.0107544126735819,0.0122979432163914,0.0116094482441296,0.0133140044631641,0.0129311835810344,0.0129900484050756
300,"GRC","Greece",0.000927364653364751,0.000765549892787277,0.00184918151180714,0.00241696616130532,0.00249767073717659,0.00255101104652285,0.00258517726387122,0.00148749586792357,0.00112491792489751,0.00107830337197402,0.000964383800709691,0.000938022815832123,0.000808925833746108,0.00084932215234604,0.000965240500606349,0.00101978361435178,0.00213874695923731,0.00210518698131406
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.00451222930005903,0.00465923990228753,0.00456152571084873,0.00456648952531464,0.00161033450538874,0.00227573924612876,0.00225356359426444,0.00209712586584815,0.00190189945715694,0.00184661808599632,0.00104093157802779,0.00113921737373469,0.00107164385285727,0.00152267291643338,0.0011836852108858,0.00129115680413942,0.00101994831405634,0.000987395729312979
320,"GTM","Guatemala",0.00689274314861421,0.00664003158182282,0.00817911582160375,0.00779290820252602,0.00845375157601754,0.00741630750906003,0.0072648232784402,0.00637308103412524,0.00617109329616296,0.0056882155942428,0.00567890440832358,0.0082534486179885,0.00798521381223724,0.008189498321923,0.00890745030439914,0.0101969939692085,0.00721657530065963,0.00663393378398629
