"code","iso","country","WWT.raw.2015","WWT.raw.2016","WWT.raw.2017","WWT.raw.2018","WWT.raw.2019","WWT.raw.2020","WWT.raw.2021"
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0,NA,NA,NA,NA,NA,NA
624,"GNB","Guinea-Bissau",0,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",0.2028,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",0,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0.1947,NA,NA,NA,NA,NA,NA
344,"HKG","Hong Kong",0.99999996492898,1,1,1,1,NA,NA
348,"HUN","Hungary",0.7659,0.7817,0.79191,0.8043,0.80336,0.8102,0.97926
352,"ISL","Iceland",0.7965,NA,NA,NA,NA,NA,NA
356,"IND","India",0.192,NA,NA,NA,NA,NA,NA
360,"IDN","Indonesia",0.2977,NA,NA,NA,NA,NA,NA
364,"IRN","Iran",0.2175,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",0.71798590965603,0.476594827586207,0.450392692052821,0.549751773049645,0.602527490562941,0.605272884070469,NA
372,"IRL","Ireland",0.621,0.626,0.63,0.633,0.633,0.634,0.6364
833,"IMN","Isle of Man",0.8162,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",0.968,0.968,0.967,0.968,0.969,0.97,0.97
380,"ITA","Italy",0.625,NA,NA,0.7,NA,NA,NA
388,"JAM","Jamaica",0.3369,NA,NA,NA,NA,NA,NA
392,"JPN","Japan",0.778,0.783,0.788,0.793,0.797,0.801,0.806
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",0.892642151879397,0.908546658097686,0.912378827857814,NA,NA,NA,NA
398,"KAZ","Kazakhstan",0.11255550074001,0.126081147598622,0.119079209234443,0.134741763403707,0.124102742103436,0.128408310063013,0.131505806479413
404,"KEN","Kenya",NA,NA,0.759559090884894,NA,NA,NA,NA
296,"KIR","Kiribati",0.0632,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0.887,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",0.0867,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",0.1178,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",0.7483,0.7306,0.7777,0.7582,0.7827,0.7714,0.7691
422,"LBN","Lebanon",0.428,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",0,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",0.2026,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",0.7433,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",0.724,0.736,0.739,0.759,0.766,0.771,0.770155
442,"LUX","Luxembourg",0.985,0.985,0.986,0.992,0.993,0.993,0.994
446,"MAC","Macao",0.8562,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",0.132113821138211,0.132113821138211,0.132113821138211,0.132113821138211,0.32520325203252,NA,NA
458,"MYS","Malaysia",0.229,NA,NA,NA,NA,NA,NA
462,"MDV","Maldives",0.3708,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",0,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",0,0,0,0,0,0,0
584,"MHL","Marshall Islands",0.3077,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",0,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",0.409,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",0.569746,0.582422,0.630112,0.638,0.657,0.6718,0.675
583,"FSM","Micronesia",0.1609,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",0.166205136558614,0.139495706988371,0.170182764792017,0.18007806234294,0.18152237691364,0.176745435016112,0.180652742909033
492,"MCO","Monaco",1,1,1,1,1,1,1
496,"MNG","Mongolia",0.3688,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",0.306,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",0.40140159626241,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",0,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",0,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",0.207,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",0.4322,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",0,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",0.9943,0.9945,0.995,0.995,0.995,0.9952,0.9952
540,"NCL","New Caledonia",0.6196,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",0.841,0.841,NA,NA,NA,NA,NA
558,"NIC","Nicaragua",0.333,NA,NA,NA,NA,NA,NA
562,"NER","Niger",0,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",0.034,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",0.2815,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",0.3366,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",0.841238,0.844466,0.842484,0.853812,0.851491,0.857734,0.867279
512,"OMN","Oman",NA,NA,NA,0.99039916610064,0.990386623589815,0.990371935978727,0.990374348034546
586,"PAK","Pakistan",0.079,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",0.5517,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",0.533967595109639,0.551298085553387,0.554332170206261,0.553272002428277,0.557244493768106,0.546777382762627,0.543990234435442
598,"PNG","Papua New Guinea",0,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",0.048,NA,NA,NA,NA,NA,NA
604,"PER","Peru",0.534581,0.546292,0.658206,0.663817,0.656789,0.649522,0.669497
608,"PHL","Philippines",0.028,NA,NA,NA,NA,NA,NA
616,"POL","Poland",0.726,0.734,0.735,0.74,0.7444,0.7481,0.7521
620,"PRT","Portugal",NA,NA,0.9175,NA,NA,NA,NA
634,"QAT","Qatar",0.893,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",0.0792,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",0.463895969526947,0.504892533647203,0.493885894647499,0.492078180488824,0.507973200160314,0.544179939277294,0.551677047596842
643,"RUS","Russia",0.551,NA,NA,NA,NA,NA,NA
646,"RWA","Rwanda",0,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",0.4605,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",0.3465,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",0.3607,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",0.2525,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",0.8393,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",0.0674,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",0.601,0.598,0.614,0.61,NA,NA,NA
686,"SEN","Senegal",0.0865,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",0.1005234435906,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",0.497,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",0,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",1,NA,NA,NA,NA,NA,NA
534,"SXM","Sint Maarten",0.6633,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.645,0.658,0.672,0.679,0.6871,0.693,0.702
705,"SVN","Slovenia",0.565,0.621,0.66,0.672,0.675,0.673,0.6755
90,"SLB","Solomon Islands",0,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",0,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",NA,0.58,0.57,0.58,0.57,0.57,0.56
410,"KOR","South Korea",0.9289,0.932219,0.932,0.9355,0.9391,0.94064,0.94359
728,"SSD","South Sudan",0,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",NA,0.8828,NA,0.8828,NA,NA,NA
144,"LKA","Sri Lanka",0.0111,NA,NA,NA,NA,NA,NA
275,"PSE","State of Palestine",0.2957,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",0,NA,NA,NA,NA,NA,NA
740,"SUR","Suriname",0.3961,NA,NA,NA,NA,NA,NA
752,"SWE","Sweden",0.87,0.87,0.87,0.88,0.88,0.88,NA
756,"CHE","Switzerland",0.939,NA,NA,NA,NA,NA,NA
760,"SYR","Syria",0.0721,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",0.162,NA,NA,NA,NA,NA,NA
762,"TJK","Tajikistan",0.0517,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",0.227047519646365,0.195511767250455,0.163166647823217,0.143784436379728,NA,NA,NA
764,"THA","Thailand",0.181,NA,NA,NA,NA,NA,NA
626,"TLS","Timor-Leste",0.0868,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",0,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",0.2757,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",0.042,NA,NA,NA,NA,NA,NA
788,"TUN","Tunisia",0.737,NA,NA,NA,NA,NA,NA
792,"TUR","Turkiye",0.69919,0.707,0.7424,0.74447,0.73931,0.74043,NA
795,"TKM","Turkmenistan",0.3412,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",0.6846,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",0.2856,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",0,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",0.3418,NA,NA,NA,NA,NA,NA
784,"ARE","United Arab Emirates",1,NA,NA,NA,NA,NA,NA
826,"GBR","United Kingdom",0.858,NA,NA,NA,NA,NA,NA
840,"USA","United States of America",0.677,NA,NA,NA,NA,NA,NA
858,"URY","Uruguay",0.263,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",0.93485983991796,0.941493946565715,0.921955971815251,0.932643110492669,0.9715393371922,NA,NA
548,"VUT","Vanuatu",0.0706,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",0.32,NA,NA,NA,NA,NA,NA
704,"VNM","Viet Nam",0.1,NA,NA,NA,NA,NA,NA
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0,NA,NA,NA,NA,NA,NA
894,"ZMB","Zambia",0.0049,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",0.612326499630107,0.57142619130743,0.539039628808042,NA,NA,NA,NA
