"code","iso","country","OEC.raw.2003","OEC.raw.2004","OEC.raw.2005","OEC.raw.2006","OEC.raw.2007","OEC.raw.2008","OEC.raw.2009","OEC.raw.2010","OEC.raw.2011","OEC.raw.2012","OEC.raw.2013","OEC.raw.2014","OEC.raw.2015","OEC.raw.2016","OEC.raw.2017","OEC.raw.2018","OEC.raw.2019","OEC.raw.2020","OEC.raw.2021","OEC.raw.2022"
48,"BHR","Bahrain",0.145331015929263,0.144433306569749,0.1523697788411,0.148420461586543,0.148739435843059,0.151874034887268,0.146096103248142,0.151748814043545,0.151180201343128,0.150465775813375,0.151020757499195,0.149465272668749,0.150335208512843,0.149696464184672,0.18445937614888,0.180943551798199,0.181536050036896,0.18797362751739,0.190520150023837,0.188555474891219
50,"BGD","Bangladesh",0.0824200827388561,0.0815975272817704,0.0872356937307797,0.087777647766269,0.0822594188952597,0.081987270806078,0.0869332404675479,0.0833253889815656,0.0855676437247562,0.0904457103516628,0.083588575538194,0.091041126933099,0.0859549461261934,0.0845273119745414,0.0852948277542502,0.090776786325095,0.0911646908055984,0.0889989689912456,0.0917016510717885,0.0870233548003444
52,"BRB","Barbados",0.0769355064330175,0.0737849697326274,0.0718655843114437,0.073966800713929,0.0744945398383887,0.0776588243789205,0.074792961250538,0.0686967905923353,0.0724212589278783,0.0717044577779684,0.0760636826356252,0.074683035131652,0.074793802146704,0.0706943711929397,0.0763720737912724,0.0831753387480634,0.0798584635762548,0.0792447980918245,0.079830100221609,0.0794374587460502
112,"BLR","Belarus",0.0682406374396872,0.0651047618334049,0.0675910362434925,0.0701192401357599,0.0724039294583678,0.0741643852840123,0.0673028353032126,0.0687223238575811,0.0699659694806094,0.0689130958918145,0.0701900120110076,0.068891992802339,0.0743194954507265,0.0698336105753004,0.0737103765509914,0.0727928645950794,0.0772475018619977,0.0745060763887893,0.0694796960003527,0.068402982841381
56,"BEL","Belgium",0.0512924416754021,0.0509682072787899,0.0550890050069648,0.0573796780436543,0.0555830490815692,0.0572682562703613,0.0564185731933775,0.0548765359016059,0.056140920661809,0.057833126470515,0.0612228712840089,0.0608955867331391,0.0625085738507246,0.0584871447922698,0.0646612887871771,0.0687305904895928,0.0719451490757899,0.0738967741057577,0.0663520752438171,0.0672512268017597
84,"BLZ","Belize",0.0695295045886493,0.0718549773326979,0.0723568660809124,0.0698015104852735,0.0685177114070721,0.0698487876043304,0.0699380661431136,0.0696725447411123,0.0693461685154749,0.067271392962207,0.0667722349685171,0.0678162526417065,0.0682335871806473,0.066527457128518,0.0678059675017205,0.0719476743248334,0.0717464642843329,0.0706102640682493,0.0674818847667524,0.0676036601728628
204,"BEN","Benin",0.0632176737096545,0.0645483856472377,0.0656474455224575,0.0675206751501263,0.0687108828498743,0.0687892849547788,0.0662766982625606,0.0645234660660823,0.068312035023242,0.064869413240025,0.0663856430241041,0.0649411346482792,0.0648097455111388,0.0618340184721588,0.0655083897136108,0.0667629310807405,0.0692244363965131,0.0716974481324336,0.0719702690102912,0.0679906266347763
60,"BMU","Bermuda",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
64,"BTN","Bhutan",0.0806490744590293,0.0807942181600368,0.086652923875967,0.0861742121694625,0.0831205195498179,0.0839608179108078,0.0879971660699281,0.0845751956819671,0.083108119007094,0.0897660238042207,0.0808127903476656,0.0866532817812168,0.0862690755673173,0.0843822549458304,0.0862047702724653,0.0932845371927338,0.0923136980129384,0.0926502157764873,0.0929723818171984,0.092752006588311
68,"BOL","Bolivia",0.023840108079713,0.0254044309685808,0.0306768139441547,0.0250850996682053,0.03014994553453,0.030718753745941,0.0235196856611568,0.035696200700786,0.0279638679976437,0.0239217728233605,0.0226956398043109,0.0267910504544782,0.0238070374277882,0.0324439521302173,0.0282710460717534,0.0272255754562514,0.0309917693260615,0.0309593533263466,0.0260671183076954,0.0284855370547201
70,"BIH","Bosnia and Herzegovina",0.0753880142118058,0.0698598544511473,0.0740355321909494,0.0744220205778793,0.0757001524791122,0.0770697620231201,0.0751373077435352,0.0741069369099483,0.0732137867894525,0.0761175098871398,0.0746364099642935,0.0714773112149329,0.073222402358747,0.0724759729325301,0.0794614623985162,0.078382200777241,0.0808832425958773,0.0798268707004621,0.0772151470610545,0.0760643294386568
72,"BWA","Botswana",0.0642638267747332,0.0618869294270426,0.0659549163838087,0.0602978681439599,0.0660823949719532,0.0666728998162087,0.0616289916702111,0.0667047763311681,0.0663104036755427,0.069356802495397,0.0666258168143347,0.0642379780400162,0.068501430698656,0.0652510994124309,0.0660863343697642,0.069338045056142,0.070227047755609,0.0679937044985897,0.0679413627884136,0.0698806039506446
76,"BRA","Brazil",0.046026584725154,0.0469891682470605,0.0521482106436267,0.0488456164836662,0.0541295746732492,0.0522185814052005,0.0474048305490293,0.0542445291116358,0.0512082384465928,0.0527908510540909,0.0482898905628874,0.0503646174618255,0.0487322850289292,0.0489239950969047,0.0515109883045134,0.0484175591490334,0.0529965396709871,0.0562116488218092,0.0502903499906942,0.0505685156816936
92,"VGB","British Virgin Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0900114700198174,0.0877888053655624,0.0871274247765541,0.0866449326276779,0.0862775221467018
96,"BRN","Brunei Darussalam",-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.058989804238081,0.0623522214591503,0.0627755746245384,0.0618225671350956,0.0639278760552406,0.0650928783416748,0.0630335576832294,0.0603756912052631,0.066760955630122,0.071640656405204,0.0624503559760145,0.059667207099296,0.0599187273230102
100,"BGR","Bulgaria",0.0714305146209037,0.069393342687739,0.073323881003352,0.0718633364800292,0.0756130799549889,0.0746876223600753,0.0715952670333099,0.0717512979646988,0.0706662127261407,0.0735654966231959,0.0741651459019118,0.0688634096418564,0.0721818838666919,0.0713156628091915,0.0759705942313404,0.076160189377794,0.0783378318465981,0.0776047703921045,0.074583383277128,0.0736248524133972
854,"BFA","Burkina Faso",0.0548834550664508,0.0548365563769468,0.0561189731603977,0.0579642021021513,0.0595044552205718,0.06018624747672,0.0575247830764046,0.0553847957630397,0.0585790370236645,0.0559998236203861,0.055921762534413,0.0560272160832582,0.0558913056927527,0.0526741602590434,0.0540041118550562,0.055338176606161,0.057685094007974,0.0591073664530088,0.0587319133081298,0.0555487180511751
108,"BDI","Burundi",0.0606611224325459,0.0580037766341211,0.0595370264400631,0.0554557565721851,0.059256303858652,0.0582572320739944,0.0589869459566069,0.0602476587974251,0.0595063276697888,0.0606566885665468,0.0591047858663531,0.0542612420720757,0.0565809225962317,0.061664835096765,0.0558863277578033,0.0550246684272954,0.0583813506591375,0.0599862368905166,0.0601412917786356,0.0601512472904639
132,"CPV","Cabo Verde",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
116,"KHM","Cambodia",0.0646982397341013,0.0652652703349594,0.0671659425272962,0.0638532029981064,0.0649795871410145,0.0661812751554876,0.0620983868429275,0.0651462757483036,0.0689534844003509,0.0622604611525572,0.0655282945195306,0.0646412184138491,0.0663064666275656,0.0670793115982508,0.0640750560509158,0.0692624305400412,0.0729885231072937,0.0726718995793567,0.0705057284087479,0.0657299192382782
120,"CMR","Cameroon",0.0543573571936528,0.0522945667226164,0.0590571082565198,0.0565797589684328,0.0602522830094809,0.062158160812547,0.0578720701707541,0.0595090857655442,0.0596489022492392,0.0579815705928327,0.0568575456028109,0.056901950530657,0.056609043293214,0.0554307623648617,0.0574143909571187,0.0585525630727919,0.0596051187149227,0.0652108631292393,0.0612074017073586,0.0584601833215085
124,"CAN","Canada",0.0769591451331561,0.0722492635482884,0.0791153556993366,0.0795318675133548,0.0803090799068033,0.0789004421070022,0.0775302014408611,0.0765375304483839,0.0800699688452791,0.0794176553480035,0.0827301591641773,0.0814427763522587,0.0840717335248935,0.0814083464151532,0.0846134757468458,0.0826478284679269,0.0838189534291227,0.0834972391061971,0.0820963361071419,0.0795365467607744
136,"CYM","Cayman Islands",0.100491374731064,0.100655093789101,0.0986828096210957,-9999,-9999,-9999,-9999,0.100992115586996,0.0971913076937199,0.0969803147017956,0.0948278076946735,0.0960649333894253,0.0957545630633831,0.0964191675186157,0.098148813098669,0.100307255983353,0.100957623869181,0.099383107572794,0.100195465236902,0.0985323294997215
140,"CAF","Central African Republic",0.0478490241237525,0.0466201727281316,0.0509493605958833,0.049456694743603,0.0547497581743005,0.0561285845744331,0.0483511798239662,0.0498835226026286,0.0511181446931449,0.050983945849071,0.0453594636251051,0.0455776682059162,0.0451411308539905,0.0518757398009775,0.0514282928231235,0.0465686375328584,0.0465513169821665,0.0512126459590501,0.0496129820730626,0.0467877128079426
148,"TCD","Chad",0.0521364618641958,0.0480892595267248,0.0558990326814845,0.0519962845486816,0.0573859563362556,0.059687730884995,0.054148769990472,0.0561960976852317,0.0573444456571166,0.05638917616903,0.0508600464706814,0.051889259671686,0.051402387564624,0.0537023131875751,0.0554087329890459,0.052410987176007,0.0539829403793054,0.0577664975036607,0.0572639672224456,0.0540313309186755
152,"CHL","Chile",0.0513159036348635,0.0495536708134766,0.0546156171496183,0.0524975660126021,0.051621230914789,0.0542475239318085,0.052990160473093,0.0544148775740243,0.0533552637890193,0.054024037528508,0.0541001449937321,0.0541954659252774,0.0535408792523028,0.0526276184378321,0.0577542404600562,0.0567079769445609,0.0599332794855895,0.0617393045878325,0.059448807883572,0.0579318166980765
156,"CHN","China",0.0854319406830819,0.0817152615137172,0.0846806047764225,0.0844234314704148,0.0822112694078197,0.0827816513421123,0.0812392921938563,0.0790787735039228,0.0782699205440394,0.0772890022017167,0.0814433130913832,0.0769367701292769,0.0780103758486208,0.0765247512301829,0.0817982200363606,0.0835272962693577,0.0840153118849445,0.080186409042828,0.0786724930137053,0.0803172302516495
170,"COL","Colombia",0.0362559556007324,0.0372260221729625,0.0360822159691607,0.0345185311165267,0.0368297920382845,0.0365912195447119,0.0363448298930372,0.0353408536076691,0.0345042643213684,0.0351030343900488,0.0373378304484436,0.0391495361695603,0.0379228434835973,0.0373377817475558,0.0376669593780712,0.0421869423434748,0.0430754526503345,0.0402909518243662,0.0371026350099287,0.0377705778910602
174,"COM","Comoros",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",0.0655157896916505,0.0675287284939016,0.0666170928772171,0.064892631069801,0.063698164847708,0.065780894453047,0.0652635695750715,0.0629683390820454,0.0632705820834732,0.064566360042827,0.0642295843827712,0.0628157655050369,0.0642968849976024,0.0631309034799884,0.0634725940735314,0.0673678691067276,0.0673144897758376,0.0643718463552441,0.06394877521287,0.0624316201931864
384,"CIV","Cote d'Ivoire",0.0566029558333996,0.0559915343641489,0.0578927178264896,0.0594697673078517,0.0618720780756143,0.0621849077517007,0.0602942849786394,0.0562577115043421,0.0587522724287455,0.0569010125473585,0.0574275829107428,0.0560428734944948,0.0556010368681647,0.0542903364011075,0.053836314114132,0.0563418329182842,0.058709102492441,0.0602343378717618,0.0591486563158743,0.0572371798946779
191,"HRV","Croatia",0.0739291843217459,0.0685728407436996,0.0730958389187417,0.0734843521419613,0.0741769335723315,0.0761090729799549,0.0748102613018444,0.0728835930216475,0.0726564938123504,0.076101332858554,0.0733741498094328,0.0710010951671522,0.072703984829487,0.0717420872031356,0.0797969955125703,0.0782202089173844,0.080962548322266,0.0793427302450062,0.0760802007203548,0.0751023159885599
192,"CUB","Cuba",0.0884192230423732,0.0918432281953442,0.0906471784092624,0.0916703265254695,0.0883355770763915,0.0891943895592169,0.0880204943743848,0.0908506784665801,0.0885443936729436,0.0879715108022243,0.0855636647412507,0.0861270553390644,0.0842957297011419,0.0869443381130455,0.0897331764241031,0.0909497955961026,0.0915291274138867,0.0911958612275112,0.0899019007052253,0.0886949055523742
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0.128780595885375,0.121795084895711,0.124806013025886,0.126135190120469,0.122359820416669,0.124391798300891,0.120656797630103,0.119281444845418,0.119763130737079,0.120124285137064,0.120928449078874,0.114529616480457,0.116799457544537,0.116827289186486,0.131743622553642,0.13477919304461,0.135046186571883,0.131962212209975,0.131285686972545,0.128492674277882
203,"CZE","Czech Republic",0.0658409741635457,0.0630072161442256,0.0664789191985878,0.0667190628793891,0.069900350448791,0.0691852843826676,0.0659258310868253,0.0643767921892119,0.0669069603396339,0.0699948754195759,0.0671805635986919,0.0662567902934228,0.0709767630480225,0.0661097552400719,0.0729289083708766,0.0758267161860063,0.0771271506706613,0.0732285969874845,0.0686424947669994,0.0691577767826249
180,"COD","Dem. Rep. Congo",0.0490664646381884,0.0490714425118152,0.0505831956699899,0.0490418740084733,0.051807953450431,0.0505292039188036,0.0510561999648218,0.0490830330234126,0.04900163133293,0.0472437240673623,0.0483283220125032,0.0431299928122477,0.0455755541048338,0.0537571758041578,0.0489569976815597,0.0437207813946309,0.0423866438339724,0.045470573673201,0.0459894182554957,0.0445610437458264
208,"DNK","Denmark",0.0680627333797802,0.0701993767454586,0.0748496889181819,0.0752810159059422,0.0765767072863375,0.0775180811589368,0.0736673715797144,0.0743155735014802,0.0747255805375761,0.0769319306695019,0.0828670418564852,0.0751337959230614,0.0801742499948216,0.0734445362328875,0.0857921758299948,0.0855579186388854,0.0878310278592324,0.0884869327538244,0.0829426822987701,0.0821182689442563
262,"DJI","Djibouti",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
212,"DMA","Dominica",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
214,"DOM","Dominican Republic",0.0750614739689148,0.0772788796270703,0.0750511298869899,0.0744879010241283,0.0717030016934139,0.0770565900025437,0.074966815971118,0.0758257618036611,0.0755090013505562,0.0748591291935722,0.0751817458571274,0.0730112494353459,0.0742233302515882,0.072615283793197,0.0754462725871875,0.0797586644164572,0.0792021623919367,0.0801451108261441,0.0786479136846172,0.0769486065548112
218,"ECU","Ecuador",0.0545965483329098,0.0537036367240621,0.0546982570007556,0.0515074489596984,0.0545760369706551,0.0507536612076033,0.0530590331985762,0.0525972032842633,0.0543474869719773,0.0522786344084798,0.0545804324885223,0.0571533266814321,0.0570985236792132,0.0608964569979798,0.0591531134689203,0.0603392406762813,0.0588914035041085,0.06021796563167,0.0556635155572645,0.0571716733899049
818,"EGY","Egypt",0.103792503677133,0.0986329267030999,0.102105801033611,0.100322678294468,0.100931755755298,0.101747082203356,0.0974999221976669,0.100831458864239,0.0985933288028055,0.0995104245693884,0.098782991989774,0.0934403950814578,0.0956069929669682,0.0955562196933221,0.109241791442906,0.109693423582556,0.108519943653378,0.108085311122485,0.109352398262769,0.107378622879566
222,"SLV","El Salvador",0.0753958154251729,0.074417892412501,0.077577415705576,0.0775844355140002,0.0764342211683252,0.0749185140134465,0.0749267555426226,0.0729679014581082,0.0742148899695131,0.0756967632776217,0.0743596577206978,0.075335528775141,0.0734705570490054,0.0764509026141773,0.0766676959014956,0.0793729260416391,0.0800666132065104,0.0799233508505122,0.0780798237144275,0.0755749163198698
226,"GNQ","Equatorial Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
232,"ERI","Eritrea",0.08098700559935,0.077361463806065,0.0779872935258898,0.0763728936781316,0.077089916304088,0.0786329720209029,0.0803975651790313,0.0771070494363532,0.0797013126909523,0.0790795633710429,0.0743847496277576,0.0735742274783903,0.0779882549323286,0.0743021225818653,0.0841846562026075,0.0828649531933888,0.0844865286199565,0.0912967240248725,0.091011285710698,0.0897964122309801
233,"EST","Estonia",0.0721511172583846,0.0717664921950189,0.075287727764367,0.078040780905906,0.0773696056537912,0.0800407353001343,0.0727068416972262,0.0730168582539771,0.0781560646879307,0.0759197953278421,0.0818962749169873,0.076655062396878,0.0811384312238488,0.076328081581245,0.0823258446438936,0.0824828474071548,0.0854674689562097,0.0865943898555097,0.0787570774224571,0.0773096802197765
748,"SWZ","Eswatini",0.0563348516955875,0.0540508996422127,0.0593614827963085,0.0543844943698697,0.0600669974313909,0.0586421749964828,0.0585752927379649,0.0609270205066968,0.0598579071190481,0.0613837411170703,0.0603538220744185,0.0596788683578113,0.060944865580657,0.0603362800733285,0.0612388574287612,0.0612459381534273,0.0628704767315393,0.0606061044941818,0.0621575003803236,0.0605508212602053
231,"ETH","Ethiopia",0.0638669992129636,0.0627850190206098,0.0628379153519032,0.0610453256311865,0.0627995227984802,0.0646357092769994,0.0650820887387108,0.0615317449405427,0.0649415934002409,0.0661439850301044,0.0591281193013442,0.0576600313126432,0.0603527686260788,0.0581287811488402,0.0588933000756355,0.059593926948702,0.0599479360526027,0.063890346422364,0.0655052836239992,0.064672072784221
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",0.0556645105680218,0.0554655302878624,0.0550211809265117,0.0549208814759539,0.0506448590140771,0.0528451164867938,0.0579864883166288,0.0503211633818618,0.0514269420845178,0.054440806771233,0.0543627365707537,0.0611160395943532,0.0600127575540663,0.0549547344152642,0.0617101314877888,0.0626713449446958,0.0653852141234999,0.0624396806371956,0.0606729537255907,0.0572075450503261
246,"FIN","Finland",0.0665858191626303,0.0635173032052964,0.069939467833464,0.0706384961176086,0.0703092442196209,0.0703963982835714,0.066728314992589,0.0670792131903934,0.0715039872247157,0.0691170607667464,0.0789454739076104,0.0722052057921896,0.074362644886116,0.0691109450881107,0.0743716688498506,0.0735641254838995,0.0768874179316495,0.0810869013680193,0.0720625872607046,0.0717293446885397
250,"FRA","France",0.0720636995044774,0.0682542478102368,0.0730416900760187,0.073262627366451,0.0708666036641832,0.0718427452626306,0.0723871824284095,0.0713194414638024,0.0719589141732524,0.0724980575968421,0.07540007140854,0.0745475088458637,0.0740770792807422,0.0703106640289483,0.0770038343326562,0.0800158369338305,0.0838242032189246,0.0822850423537747,0.0764787828975032,0.0769640481502241
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",0.0427714771911746,0.0445545759723812,0.0473283104639236,0.0443136438618611,0.0481100222435746,0.0487956584152514,0.0438180228654486,0.0454173138690904,0.0453728176486332,0.0434749911418143,0.047214492787962,0.0466059580395729,0.0457248923073455,0.0499933180120462,0.0449321136341127,0.0449746774263249,0.0432063489074796,0.0477023211053826,0.0459077343852683,0.0464979052189584
270,"GMB","Gambia",0.068117022519763,0.0671381456369477,0.0675597528571892,0.0700020968616364,0.070171089033149,0.0677447087371819,0.0688303183107279,0.06754478275973,0.070562904292362,0.0677052394784523,0.0695170564747984,0.0703225489259407,0.0683773244208654,0.0689282422482714,0.0701486982310839,0.0702092386972538,0.0733127879316686,0.0714429550338081,0.071868158877427,0.069790273972182
268,"GEO","Georgia",0.0725972153184204,0.0726004928770113,0.075582035028658,0.0733376816691985,0.0727687028524714,0.072595408473593,0.0726284404791814,0.0716491215472602,0.0707431421198246,0.0725402972831213,0.0730580375012733,0.0704818251715148,0.0712790544199438,0.0709937033014707,0.0745320961485695,0.0753173678948793,0.0784078026092046,0.0773369254560369,0.0761207608245692,0.0748202216916798
276,"DEU","Germany",0.0629669208098027,0.0610616240487225,0.0657014675599587,0.0677329233814024,0.0687183830143811,0.0685070186582796,0.0664232870203031,0.064855172603375,0.0659982548482971,0.068836887513326,0.0701265670133026,0.0675427690983519,0.0712442120719196,0.0673653067204669,0.0732078146954538,0.0768674238756056,0.0793236357736825,0.0779341297416113,0.0718106985256795,0.0736548106957601
288,"GHA","Ghana",0.0571907285189829,0.057861927414906,0.0595791608286784,0.0607326739594138,0.0623382324718179,0.0625368451552613,0.0598356359990869,0.0577083096370194,0.0611689066359716,0.0577370088449571,0.0596400952080776,0.0580043707364445,0.0587287013447636,0.0543971593311689,0.0574951133343306,0.0581736290745787,0.0608007919125252,0.0633850826357827,0.0624065554606305,0.0590661518886733
300,"GRC","Greece",0.0841712876785464,0.0814922742260741,0.0883510452342035,0.0840480351594373,0.0865708239787213,0.0870327738010071,0.0837608873010488,0.0858802326416588,0.0823762024370302,0.0854686855213097,0.0859274272596147,0.0819744296701061,0.0826683446052554,0.0839341437922801,0.0881280362073733,0.0884201100889475,0.0918436035738375,0.0890468128832511,0.0895204374551999,0.085359003622341
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
320,"GTM","Guatemala",0.0723681668347925,0.0724192373833201,0.0734348716076637,0.0739341125373766,0.0748179467273516,0.0711002659736116,0.0726889106143945,0.0711357210864217,0.0696700411444074,0.07310012777724,0.0708278429430844,0.0734421383526676,0.0732436657401103,0.0734952769034976,0.0748462398219357,0.0776990717934941,0.0778729523694457,0.0773745222743285,0.0753384348894304,0.0725469526612355
