"code","iso","country","GTI.raw.1999","GTI.raw.2000","GTI.raw.2001","GTI.raw.2002","GTI.raw.2003","GTI.raw.2004","GTI.raw.2005","GTI.raw.2006","GTI.raw.2007","GTI.raw.2008","GTI.raw.2009","GTI.raw.2010","GTI.raw.2011","GTI.raw.2012","GTI.raw.2013","GTI.raw.2014","GTI.raw.2015","GTI.raw.2016","GTI.raw.2017","GTI.raw.2018","GTI.raw.2019","GTI.raw.2020","GTI.raw.2021","GTI.raw.2022"
48,"BHR","Bahrain",12.5511234653852,13.7049563561077,22.1260295315612,29.5472788920112,30.5672455244497,32.6420733274439,32.8435157240004,33.6328923899272,27.2915858567448,19.7651217500761,14.6019458145089,9.65714181970038,9.5269970267923,11.3027461187494,10.2428747744952,12.8651150083674,14.9225583099424,21.4177404709014,23.1633717528613,23.2298095806638,20.5423873967918,19.773589690133,21.2811421670527,24.7342782026132
50,"BGD","Bangladesh",32.3967472129342,32.2496176860254,31.5565998892502,31.2693032638163,31.7922581337156,32.3819449119984,31.8159607654152,31.0854358591998,31.2576484472351,31.2860815796464,30.8917244395891,30.3414757890302,29.7210490027218,29.505824218427,30.2677022165848,31.1999070322652,31.656402385292,32.3596295183991,33.1735867800402,33.9561425307808,32.7832534303039,33.4114011844194,33.5557864166475,34.1756316267404
52,"BRB","Barbados",31.7715966597065,27.411730787764,23.7660805192588,21.9996758839116,26.7107834530244,31.4025605244004,35.0820491385905,39.4486723515767,40.479184776344,36.6242598563152,34.8411444993409,34.8310672017914,34.4658818344999,38.2328454009272,40.5130558649822,44.726057554842,47.3590949049369,48.94764796768,52.9347960102177,53.7961116783564,51.7449933169753,58.970793562986,59.0364368122461,56.0755346227469
112,"BLR","Belarus",43.6162700356112,52.4457776781606,52.9357117533438,48.3950889135552,44.3356957710886,41.8477144456501,41.1848810173185,38.7567982498845,37.527544081085,34.8030342233942,33.281046906132,33.2534990951783,29.2971363679698,27.7646719386577,26.8103716546629,26.561443601778,28.4587223121469,30.2891215018143,33.3203020395717,35.021819348136,38.3873868653629,41.8640989924519,41.984142183843,41.4271405934845
56,"BEL","Belgium",42.8948773920375,43.7751796140793,44.4886798236948,45.1916108060214,46.3210950861182,46.7617897342405,47.6656553487897,47.9929420972126,49.9542415260209,49.9948061439036,53.5000499466507,53.9088422324294,56.5689007796564,58.4274296901304,59.0311025996511,59.9519232924816,59.103054491423,58.2075585411588,57.1451538436382,54.9269788638031,54.9601569478394,54.6325881254443,54.2130721897884,55.75282028624
84,"BLZ","Belize",44.1909243021501,45.1110150732905,39.7120804643843,34.380645419415,28.1690160877324,30.2363742597501,30.4536927037986,33.0625094055949,31.1331717799521,32.2690303274287,31.0268740319256,30.9798835153104,27.7268550728195,29.9782872154312,27.0691106534949,31.8683339859222,30.9408962156321,31.0833049846454,31.2859041519178,33.7275036149083,31.06094591938,30.9739015894238,29.1323444329676,32.0849952362477
204,"BEN","Benin",18.7154821862937,17.9693108413934,22.2670442954063,21.8550172191009,23.7228837866179,25.1381149167494,26.6161079432543,24.4818371252548,21.6292574058613,21.9800913757019,20.7566683943969,17.7647178757032,20.6028071794983,21.9390818600179,23.3744836272838,26.2027844193142,26.694422170647,23.86823975062,21.7055031188215,20.1311749508169,19.9651565255914,18.3471510407511,18.3910892685507,20.3663440391968
60,"BMU","Bermuda",48.4066920560974,49.6006024400272,48.1454087805923,49.9399846379906,47.7408139512458,45.1178971982925,43.1001126611474,38.6687548323088,32.6517970102898,32.2505672170213,43.7564834193892,44.8220154151158,53.0096503009071,56.3161767000992,54.3602629201123,57.8077379786737,58.8798801069045,54.4977629157713,41.886193770061,28.984297598141,31.7853633273109,34.9809825402343,48.2930895358225,62.1488469737529
64,"BTN","Bhutan",17.8469511589156,16.68561509492,19.9764930417301,24.4598901208571,32.4935814586484,42.6290370469253,43.0431805626824,42.8697223817269,42.2295724917487,40.0222426473043,39.7167789233213,37.5534809908529,32.3739699176536,27.3925429845197,23.0095335400571,21.6566499950364,19.177281495708,15.4526772909911,13.6137759122919,11.999958878899,16.5195399124086,22.65518946889,31.5595521303317,31.5595521303317
68,"BOL","Bolivia",38.6794163742075,43.9581864102268,46.4191663674721,41.8412592304726,37.2365485290884,30.4023768187404,27.3795291609101,27.1659570641946,23.1669932559596,21.8759448072213,20.8289176261355,19.2728854142796,22.1521409686459,21.5283414180745,22.1752968544179,22.1243562037565,21.1841587282468,21.0261007833337,22.4771824063435,25.3951760351252,28.7932075630641,31.6952783310484,33.4577929234236,35.049551952282
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,0,0,0,6.33024887510464,14.0533502862582,15.0190235274704,17.801596830431,16.4481272051093,14.6025985714779,17.3443007149618,22.5735367725948,28.5559055495624,35.8619255673829,35.8956173371072,37.5577980679035,37.8233782841903,40.5282319383267,41.2075783163805,42.1746829175354,43.5366708339896
72,"BWA","Botswana",32.7851168647623,32.194904925189,24.7306276978338,22.6014410877078,46.9145437010589,58.2965414215602,61.1705186716045,56.2556633265452,58.7226351115887,35.8276958464103,47.5692604890931,19.1237874498108,0,0,6.36334485489047,26.9123357480098,46.5086364850489,60.5786843508668,67.0748735018468,63.0530347663817,83.5078555399132,72.3810075713144,34.9998516002242,19.2816425388187
76,"BRA","Brazil",31.3239078862832,31.6515218912381,31.315213358983,31.0575944017109,30.8208055173542,30.1287003687277,30.0652473963386,31.6105950134495,32.4363272021488,33.2502695841329,35.3655694084482,35.3389823378515,35.6831028202541,35.1229393858959,34.4551496304678,32.4909496030224,32.1857632589828,33.9181471138009,35.4218450996764,38.271243404038,42.1615982309283,44.2117368168566,44.6293239040375,45.0371188382944
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",41.0466254250457,43.9078491172354,40.6630695507345,42.3901399273447,39.2310939261717,40.5606011839902,41.8534410407234,35.0151693873361,28.4720163797914,19.0381512937703,19.1705894126389,20.2842265232534,16.9880663711703,20.7174450628384,28.5938742298027,33.5535116104684,47.1500687818111,48.6698962206326,47.0947922922341,42.0135983173849,39.5872563755253,37.1591166050314,31.5385525011156,27.9203533371654
100,"BGR","Bulgaria",43.5329028822377,43.8881406756238,42.5820825283913,47.2430641697947,45.3142558351567,45.3617264336275,45.1989689732985,43.0712888495518,38.0223297628959,35.2649375359732,40.1286978698112,43.2713904330667,41.4396869837931,45.8067967324732,50.4027002305079,52.0282743016176,51.3601642876155,52.1462430198984,48.2162150394165,47.3558335699704,50.5142904248012,55.0883906871866,51.552361940888,48.0187720893783
854,"BFA","Burkina Faso",13.8718007160532,11.9659511420485,14.4358251451004,14.8466818772312,9.51133752158879,7.22791539235611,6.59959284489545,6.90964230211355,6.33419660850858,6.91419612314651,8.3818814707263,9.53454771886645,13.6977997796561,18.3240665244172,18.4866191351724,18.8528959797574,18.2675821653479,18.183891899659,18.4564372078623,18.8933432617032,19.1970196152922,18.9790080121462,19.4279610561471,19.7948633599704
108,"BDI","Burundi",37.193973561581,36.7781944028141,36.7265991661765,36.997978416128,36.4675215142688,35.7552228824621,33.6535093482643,31.0670849933412,27.70348754066,25.0249968787235,23.5756706511443,19.8875861058377,16.9354668432067,16.3952951950243,13.2845964597634,13.2210672331429,13.6565435051564,12.4016973041172,9.78848955107022,9.28480132562876,13.3834764484276,15.4758846849163,16.729351568075,19.7077981226712
132,"CPV","Cabo Verde",25.5678311903508,23.7909030513115,21.5634746171666,17.2552167365564,16.0423438930899,18.3217400379686,18.5988856833277,20.7213696431485,24.3908000108252,30.0652029432311,31.1149323403175,32.4593500904657,31.1878899829184,34.9119177081087,38.9160848031184,42.8955579127272,46.034050073999,47.4015296659922,48.756137406743,50.744769202733,49.9648001379106,48.362038427139,43.0978415206329,42.2536167436796
116,"KHM","Cambodia",NA,NA,NA,18.5474889095243,18.7550483187843,24.6112740032536,24.1793443000121,22.4039236360261,21.339825541514,20.3704730486953,16.433751108823,16.5034271647622,17.0321287232293,20.3759019255961,23.3797540048125,27.0298136087379,28.5561047367454,27.5344256363297,24.7834655643424,22.4770309841062,17.4891544685009,13.4507199134843,11.043326813324,12.1626696270376
120,"CMR","Cameroon",29.3757520808553,25.4084788844974,25.5835021233407,27.766596314848,29.1403145577513,33.6395302690418,34.9659407888896,37.5691252543194,38.6377609339475,39.7504713683383,39.650687304056,38.8146952073256,39.8831646141429,41.5935200806473,40.1000382200157,38.6394580032253,33.94904974182,31.7667907582367,31.5366653179681,31.5875190249738,31.015571644709,30.7101361629898,32.7107119669088,36.7263214881771
124,"CAN","Canada",30.8562610035943,30.0849444176467,31.4695135339709,32.5156267690148,33.5451640657882,34.8971967801966,36.7781841721449,38.389708470759,38.3602992348127,40.1108360687036,43.0285788267682,44.1224049486416,45.1164176832936,45.5382557380257,45.1784976587276,44.6933448572421,44.164341142361,44.7045856015298,43.2396762039965,42.0026135098551,42.8444926322178,45.7017071306329,47.3341949471796,48.3286525188523
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0,0,0,0,0,0,1.93064674677723,1.45253927238731,0.468049437657498,0,0,0,0,5.5609596773944,2.43294290973353,5.2526556425077,5.11245355288229,2.38652868712293,1.60890553759946,0,2.18683400757074,1.4596678677153,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"CHL","Chile",12.8190306628244,13.1350477632697,19.2823047864725,25.3201949762238,32.4215700903097,37.1264973604789,41.1451718090155,42.3662929765629,39.3574422557732,36.9111513956988,35.357233159059,34.1891027352116,33.1491062656929,32.8230251776782,34.2948206682677,36.8121984081002,38.4840055491135,39.6323205076911,39.4100098177055,39.2642154265147,39.5321725622884,43.1837033089765,42.4036966312659,42.3422515754732
156,"CHN","China",10.7587540531585,13.9836209380322,17.3024528407711,18.3171147058391,14.8504704377141,11.4946527989761,4.65658277355298,0,0,0,0,0,0,0,3.43977904203054,8.93437869498479,14.9371959115424,20.8907183492652,25.9279257662375,29.9982926395513,33.4709616921308,35.1220139869478,34.5207136119994,33.5192971872197
170,"COL","Colombia",39.9432592384679,41.8534605270411,43.8039104512733,44.891152603871,44.8556685604216,44.6282047611666,44.0803459743816,43.5849878034426,41.8369284632742,38.1505926593253,36.8569141932994,35.1022333986818,35.0139738878709,35.5260082721638,35.0377922832272,34.5811295013398,35.2952247231333,35.7183220994252,38.0331715912121,40.0983595749457,39.9335672261178,39.8801440718128,40.6321242357641,41.4559151717484
174,"COM","Comoros",32.4578145335122,34.0350318898027,34.2557719692201,34.5503024099181,33.7793003301496,33.1737820424603,33.0462071305061,31.4356514799828,35.8210007133997,36.8646265296423,36.2520987249765,35.4569127607386,35.3494441407431,34.661386826571,32.6091990094957,31.6030169445685,30.1262850640586,26.5887349623662,26.5665516259541,26.6077247888464,26.4319788395909,23.4247949448741,21.9397577408941,22.142848344466
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",39.0323585513041,42.7785263219684,45.4531969459279,45.6565669952293,44.9243128727738,41.6624377187854,41.9645583841545,42.5446962904509,39.8860604367541,36.9929603630142,36.2877743013214,37.8027259825253,39.917404123932,41.9407253686775,42.3401068126085,43.0326322122278,45.5222329103193,46.758191954542,45.0218275478208,42.6474027379802,42.0968030944791,44.7670863656892,45.9364706631787,47.0932188003595
384,"CIV","Cote d'Ivoire",26.7730079536987,26.3973342035049,26.0875728453278,27.6955251726904,32.7495135996256,37.1923609097986,35.6025124189405,34.80211694463,34.3414132478549,36.1507739087316,41.7977347559168,44.620504866607,43.2144006007758,38.7326794679997,37.0639591170415,35.7770071786964,32.3880843483384,26.2648007285384,23.9205171967596,25.4662117131985,30.2919264775103,34.5786186447638,38.1503880925289,39.7953823837581
191,"HRV","Croatia",NA,NA,NA,NA,NA,33.28572124149,33.8271799660016,34.1974002359983,32.5614537854069,34.4960004205504,38.5978395351784,44.1108009331538,48.2425135902363,51.6476075609649,53.1053433852469,51.2658445085977,49.198808135307,52.7265248759388,53.8086098515744,56.805789183958,56.3649619261758,55.1053829131355,53.116234669256,52.684556890101
192,"CUB","Cuba",40.2915118843639,37.9578967586371,34.1340414646024,34.4189899580159,37.2566185564986,40.3953858244254,43.2379623098307,44.0508339054103,44.2513503822763,43.0289350709365,42.088503118472,36.8952182472908,37.4299928417197,37.3675048711287,38.8009658323385,41.2351398065381,43.272540523723,45.5788271249096,51.1423874816049,55.7190837141248,59.1844426744879,59.1916148909973,61.063749745782,58.9428305227047
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8251821238306,31.0013310616861,26.9090393679825,19.1272584487991,20.1272062928472,12.0722313400375,5.67031460661504,10.6831250651651,19.4048477282638,29.950993223519,54.9968669509353,58.2059239726753,52.784646999192,52.784646999192
196,"CYP","Cyprus",27.5655470817141,30.132481176165,32.5949950252072,33.3296885455538,32.7834765646935,32.1754980527851,33.2776936275701,33.5210083778849,33.9338238872389,33.9564485886528,34.9162345140658,36.292245167664,39.9797708503527,45.2229679150701,49.2108118944562,50.010275119815,50.3218800767741,50.8101902103137,49.9109058225472,49.5626687070202,48.7496376007173,47.9166888024372,45.8851065355345,45.2131544578839
203,"CZE","Czech Republic",56.997613224408,52.1273417958195,49.7602136034724,48.304384476357,45.9859088844495,45.0689278650549,45.2352099712661,43.7819712406363,42.3257210574741,43.3413358165742,47.6838771017134,48.6428690453459,49.737373995337,51.8421363453958,53.7875344123015,55.2010275547731,55.9666087968265,55.0204145118702,52.8183124232553,51.3469574600803,52.5175329447091,54.3633595938408,53.9658875759699,53.307910957055
180,"COD","Dem. Rep. Congo",34.5135057238392,32.7126293261785,31.8916248747716,30.075946893445,25.5888833941955,18.9064769211924,12.7144591131748,9.63967273248954,11.5420493873659,11.8549982111903,15.9199857243397,20.3960173567777,26.8300645700158,25.9454214985713,23.2944708596609,20.3413812714588,18.8256197776165,17.1006074852111,16.4472283509107,18.8050480319672,21.1788989733495,23.3137565260289,27.2661928917493,30.0263689612158
208,"DNK","Denmark",43.3732297215682,50.5775621061771,51.8542409956137,55.4958898883649,55.5016455839476,57.0942373246703,60.2198708187127,53.813581916869,52.1528475254269,52.5366172752487,54.0732101222151,56.4067660228092,59.9163298940307,64.3836429563066,63.1395070901347,66.6558621560548,70.4328380905847,67.9114152035723,66.6971011394857,65.1074925695228,65.3660598791215,64.8482048925335,64.0576769961177,64.2566081999631
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9635838948273
212,"DMA","Dominica",40.9878751596177,37.1269464416795,33.6797692628715,34.9060163519531,33.7995700462308,28.5862677555833,23.507718721315,24.3668711730877,20.6735189847058,22.5832353397951,23.4651778365377,25.3093479204878,29.7189141156077,35.8009122747922,42.093625601794,44.3528587652232,44.1967465040612,47.4177738906095,48.2722112746874,48.612001081977,46.1511431507852,45.3456347190273,47.5373020018095,48.0908343417256
214,"DOM","Dominican Republic",16.457271332705,18.8419045671868,21.491038527005,23.2475313530422,26.1257835754093,34.7548634106476,39.0615278063668,40.4879041729679,39.8289602344943,38.9655054535999,39.885170582717,39.9960017230882,39.4477780645679,37.4900797080544,35.9023869279436,37.7958511320936,38.7394084860399,38.5056135191099,38.1042381938489,36.385766999195,34.3823557085088,36.2163816932923,38.0243616021894,40.4257262515524
218,"ECU","Ecuador",29.2626326391842,36.3259332249996,40.1929379933368,39.9973430269698,36.3867963980336,38.7315855302911,35.3297991429249,31.414901556277,28.7182449842913,29.4766487677529,28.3740760524737,29.8540992056664,30.0511203030381,32.1141828164083,32.6303791108056,31.1152624467645,32.4429848245311,35.6260476703732,37.7971519850468,43.3136430830935,45.7052834197196,49.6910025625374,48.9751535971448,48.80890627477
818,"EGY","Egypt",22.4130198479693,21.1245321980089,23.5472856910901,26.266104037173,24.4997236841314,26.042493556355,24.2374969952881,24.0616159838245,23.3473271366944,22.1438507934999,21.5743310327608,21.77319753561,24.0984552556001,28.9805358492894,33.2405366933276,36.5500036755789,39.4278741212397,39.9023179385586,38.2461728067306,38.4623679421189,37.5332584853739,41.1321191634022,40.8149170470655,40.7498354010029
222,"SLV","El Salvador",25.70346222812,31.5442920244467,33.9529125530103,36.33513234096,37.582704947959,38.2673104442984,38.8049993052536,39.4936464495996,37.9674649893131,38.929381909142,40.737814769165,44.7757862287318,48.0778560469202,50.0767870135611,53.5861333696608,55.6072446796599,55.2207741755574,54.1087385870717,54.0083347038095,53.5146949885604,50.6965078072319,50.0431986689915,47.4044843147529,44.1705143923127
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,1.82749438169758,5.88771483759967,15.3169437152602,15.2785211292594,18.6982473916611,28.1470850897123,35.5149024409553,35.9107725870217,37.4135612973028,37.7455015423702,38.6308850041598,44.2299034255196,47.0964724928227,46.0099973039085,45.3547341966612,47.9816446040311
232,"ERI","Eritrea",NA,NA,NA,NA,14.989724787275,17.7861226553962,21.0699300158354,24.3353224553551,21.9512222575369,17.9063915764345,19.9909205000185,22.1453850109406,25.5575880202428,25.927243873261,22.8899475420418,27.1550638540203,21.1667051968113,23.2171631099472,20.4813360108236,23.1143876006026,24.0060858929309,NA,NA,24.0060858929309
233,"EST","Estonia",NA,NA,NA,NA,NA,43.9510473963435,43.2249806452222,42.157912430715,33.7912069000173,32.3363848932847,37.2389848257775,33.6563609931169,34.0440604184084,36.8577038034347,33.5140377634731,33.1454735051494,38.5953897318294,41.6060432921052,38.068979223463,39.3316379562206,55.8414780023771,68.1646601200321,74.0074771411074,78.908410423813
748,"SWZ","Eswatini",34.2202016488251,34.1100885300386,36.3624258257626,36.884074073791,42.2389035523257,42.7181801282394,43.289108281866,47.8192738002451,46.7738970157069,47.1148122073985,46.3732986721736,48.5512344273645,52.7847105159897,52.8758173483303,49.9044875719764,54.5677646296696,55.7239718094166,54.9103460622171,53.6348691933542,51.4299708265249,49.253726669518,49.6791182110541,50.9251018877777,48.2689680713652
231,"ETH","Ethiopia",8.60721105638844,10.1476053178558,9.3157701243266,2.48744352496404,2.26694015007542,5.26772044217208,7.47188783354208,8.12333491311779,6.40291394847416,4.39478485367228,3.37102560023737,5.33771762518795,9.00798592457944,9.01144480989168,11.2997191008728,13.5164630546053,16.6903506440686,19.103834610099,20.2970282401439,21.4809592811299,21.0230556445714,19.6900705073741,22.2186531473987,23.5713553890458
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",39.7679642806615,39.521185093835,38.6318825446895,40.9925237731478,40.5805788083699,36.192719264637,36.2506453009898,34.2599705522262,34.6271268672104,40.3408951271016,47.718977523068,48.9728497247446,49.6065582131313,52.9862327054226,52.5695439721807,53.1172744288544,53.4440246528545,52.4460437425954,49.0310103711788,48.2956117160933,48.6794695322284,49.7019363615931,50.1681406265307,50.8550649950673
246,"FIN","Finland",41.8263437906858,43.2108922213536,42.3748534996265,42.5362757071856,39.4352548189502,36.6255463731411,41.4464336702446,37.7379114823013,38.6184617503261,43.8581214170377,48.7176906920974,50.7813137997253,55.0074120799334,58.5898272063343,58.1775684356157,58.6003951254623,62.4152745734365,58.8905127245533,63.0801040253588,63.3881211452203,65.4703788361168,65.0463435984336,65.4843875346454,66.6437859185964
250,"FRA","France",49.1139246847025,50.400806212014,49.5444803057726,49.3148604470119,49.7199603663376,50.6105784788707,51.0101436277707,50.8374153852913,51.3755112623598,51.6438629112803,53.3020789232411,54.3362384430751,56.2310260750216,57.4123707444138,57.4452386408888,58.7776356919903,58.5885813770653,57.9065311540792,56.6898892171991,56.3046705754337,56.8648363466042,58.4992435386502,58.8707776526926,59.0906307661658
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",6.98258568079032,7.63013400061747,9.22566588334446,12.0959081889869,11.4929989373659,18.4448837558635,25.0885330221277,33.2516205388807,48.0925019754347,49.2785592481655,54.0406855799344,56.0229428816296,56.3296517801513,56.294904222498,51.5035408597332,45.4642233198287,38.3363999221136,35.074774381262,39.1390529579408,43.0340426575747,43.3165463842901,42.8617735360192,44.7744004961933,47.3488961788383
270,"GMB","Gambia",33.8096768682757,32.6103292187904,34.2015417913574,35.4007836020213,35.940742094453,34.5230651313596,32.3767861293538,28.5958892536231,28.4547408598009,25.535067003785,18.6073827115474,11.7350608694088,14.7884758716515,18.5684823567612,21.5604256245353,21.8782163865256,21.3584918954659,24.7684932800902,30.2380856573987,35.0239440021539,33.1995626883481,29.832045191453,31.688981069087,33.8252312209298
268,"GEO","Georgia",64.8960739952293,68.1662578441699,74.3783861916942,60.8759969819105,47.0284843183711,39.0912762713199,43.2324989174698,38.7354158409353,33.8701085379275,32.669060682873,29.6401375928638,29.2737167626551,28.5328107639167,29.1202117425963,31.1840052725042,30.9945777344412,29.8202626578362,27.0124045206144,25.1784553040479,29.3513125157242,31.3021070757959,36.3855472681917,38.6301626604894,40.0147820430394
276,"DEU","Germany",55.1242128514052,54.2418198466101,53.1025879751637,53.2807374482732,53.1553583355748,53.4691385787052,53.9612419794758,52.945750721115,52.990529897677,52.8994391445424,55.1852234977079,55.2109296104546,55.4657151498013,55.1177456908721,53.4945973335923,53.3514937136719,53.0088541782332,51.8467728050197,51.6371820231893,52.005501053392,55.7152552482645,59.330879028921,61.2389724692727,62.6242939389626
