"code","iso","country","PMD.raw.1990","PMD.raw.1991","PMD.raw.1992","PMD.raw.1993","PMD.raw.1994","PMD.raw.1995","PMD.raw.1996","PMD.raw.1997","PMD.raw.1998","PMD.raw.1999","PMD.raw.2000","PMD.raw.2001","PMD.raw.2002","PMD.raw.2003","PMD.raw.2004","PMD.raw.2005","PMD.raw.2006","PMD.raw.2007","PMD.raw.2008","PMD.raw.2009","PMD.raw.2010","PMD.raw.2011","PMD.raw.2012","PMD.raw.2013","PMD.raw.2014","PMD.raw.2015","PMD.raw.2016","PMD.raw.2017","PMD.raw.2018","PMD.raw.2019","PMD.raw.2020","PMD.raw.2021"
36,"AUS","Australia",336.54620597663,312.77066347484,301.53635718848,283.88146220909,275.01780239395,264.14455063087,257.77855242372,248.02540747661,236.02258985072,226.64333910247,217.20627309371,205.7991939838,193.8717667328,180.0436462569,168.2079179194,159.79525054068,156.46536414874,158.24670839185,161.20892858512,161.8361440373,159.47407706382,153.57261408991,144.47087633573,138.31993216957,135.10334533979,132.60298658285,141.50792868105,165.21054947305,185.5824407859,200.0997708695,152.77204694785,188.10999129801
40,"AUT","Austria",1305.19477662007,1306.83079297224,1282.93626718087,1252.82557539015,1213.85569092883,1181.47538115744,1154.61023642872,1096.85894726514,1043.24457796666,979.00440735728,910.56939680878,858.3432270818,820.39986470178,790.85178149982,747.45049902801,714.26358017105,680.64847886792,647.02815130363,610.25109492652,587.59162695286,554.56301089214,522.0065362321,491.93997674884,466.9277663091,438.32896524177,419.22984137057,392.38751451163,367.83612762622,346.95961619966,318.3665091583,290.03815401533,292.74885210032
31,"AZE","Azerbaijan",2844.46250450047,2838.95631005922,2880.59266546607,2864.56508585432,2817.01148171907,2700.81069143692,2508.87986616963,2252.21227732133,2027.05153208853,1850.84859195401,1754.27373923264,1710.11877888788,1770.33058266468,1892.07332375122,2008.88609263328,2141.98323032023,2302.31146763195,2545.02520244971,2854.56733602144,3095.94629892433,3232.2141597591,3263.94885861928,3307.83809111804,3311.904549692,3304.03208968468,3244.53179906495,3159.20379953238,3031.82212219376,2769.00179390316,2614.90943860663,2456.77884373013,2314.54903480333
44,"BHS","Bahamas",1511.83239838472,1468.22816861333,1430.67361442505,1415.34868303902,1403.39615447613,1397.17173279107,1405.18371284494,1367.39225754624,1352.27862271502,1372.62252076435,1345.46048417174,1320.67163912232,1245.90731069912,1203.99908774287,1176.26360579665,1139.03768397398,1126.34639694102,1082.11912239245,1081.4165987892,1080.39844722216,1071.10695026005,1064.79798253394,1076.08217354344,1081.22162185114,1111.36789675469,1093.07041222135,1095.61911159007,1063.27361418107,1039.63706369593,1027.33537145024,1017.83446196129,981.17875235441
48,"BHR","Bahrain",6452.65782544331,6445.17044423397,6334.1698208874,6144.87261056192,6139.30125967195,6183.67579625608,6126.24623541548,6137.03578682541,6065.49610387344,5880.75027601181,5756.26100559339,5672.99162676632,5578.14113557781,5689.9787343382,5650.87024364264,5510.89984221544,5163.88383165009,4798.67195112748,4459.16208136171,4179.59428791189,4063.35544790984,3920.25343284189,3766.91969454884,3554.73727164529,3214.04879549638,3199.19360289803,3200.36994175768,3117.77682444455,2994.37841603625,2927.40558508693,2903.63409333878,2936.51857296203
50,"BGD","Bangladesh",1133.92943679902,1095.66359127207,1088.13102119401,1076.9092917105,1061.37883184093,1062.27585395859,1045.11560149852,1026.55327382284,1005.21657421191,1004.71956138418,1005.08714915457,993.55463213473,993.14863077411,982.68169756426,960.95355618206,947.39226107521,924.26524289472,875.4776215419,806.27832028461,746.50874179441,714.22257074765,716.87134317046,780.99735564692,885.54668953551,986.12777483552,1010.05701417015,1002.77734634278,1010.10339327833,971.9159246736,935.51698847225,807.92723660437,879.48630855621
52,"BRB","Barbados",1646.34385722951,1617.82383349982,1606.05144364031,1554.57329911707,1574.56285973895,1574.15304943563,1568.60408421276,1564.09444113676,1514.12326709877,1462.98859503199,1452.39394072862,1342.74318867533,1365.50878057349,1444.95576086368,1346.93411521153,1315.9156356334,1313.15385708055,1277.39136269838,1243.42694245255,1206.07720270994,1198.10999073846,1236.45866965288,1190.09676597807,1233.69466278937,1267.96663113638,1281.797614761,1273.55109991647,1263.64615754004,1254.82484574589,1274.28712511745,1218.111185042,1180.96281324849
112,"BLR","Belarus",3179.47733959703,3223.16926869101,3269.01348160911,3545.99791848573,3555.64188546409,3646.46443919715,3531.26811964268,3511.29057521376,3499.22843803491,3522.18090780927,3278.0172922364,3296.54655322244,3293.66725769477,3025.17222812233,2809.01785429571,2778.6976490326,2625.32529702279,2447.44997597663,2413.59267362932,2410.2011270707,2383.33827013845,2337.56278730556,1999.70237761279,1898.47350619556,1769.21313691953,1615.79801166294,1552.45527526389,1479.48312470824,1447.67309551833,1399.15118142802,1284.27021216485,1381.26984753259
56,"BEL","Belgium",1340.8713797827,1289.76018248076,1250.81586611881,1226.10871925202,1174.90102071011,1139.32460339681,1101.98611643838,1059.3941285197,1024.25883265765,983.79281340008,926.90315779253,874.01287725583,845.93399824453,811.38420231294,753.47061344371,720.79885050428,687.93332833869,672.46816637627,657.87401923139,638.48890979618,609.97205108889,578.85119949715,543.64826329609,499.29030138659,448.50066295765,416.55179475014,382.52164540717,351.90938174287,328.25911487014,311.95260763985,291.18126203094,290.76610312693
84,"BLZ","Belize",1310.81650159785,1341.42072584568,1365.3015232763,1397.54745590144,1427.9131627339,1487.81452777279,1571.81078982571,1677.36085409667,1767.98995498331,1853.4150715299,1900.28255253486,1760.22464702304,1658.07254754769,1611.57203660887,1578.2397081228,1536.3245099776,1479.78488728531,1405.45622244585,1321.0892005021,1300.74954206879,1281.49288139852,1284.06403140387,1295.58923160012,1343.78677291992,1389.94381028457,1414.06438162413,1397.31192208164,1382.55604699209,1377.42605975324,1350.63799238009,1335.00092702185,1239.76323440136
204,"BEN","Benin",1584.78420203883,1499.00529695554,1429.9865213316,1378.09966909672,1348.34186685889,1325.77855142926,1340.057227124,1384.26443918755,1439.47108336564,1477.50929594464,1487.97919385556,1417.66417431833,1338.82318583666,1231.9811519632,1152.89002551487,1105.42285249515,1094.72496123381,1085.1708237137,1082.4558997784,1095.12168210716,1111.8063419157,1165.21702129174,1278.40814119338,1386.35601148334,1463.65798015769,1501.30269998638,1415.20866912792,1264.02359267528,1102.78381344313,1030.28096993752,1084.69063528583,972.56776225323
60,"BMU","Bermuda",627.68503153004,599.62353038182,567.9495066672,524.22740699908,507.54964713493,489.18129016526,472.75600857455,449.15321566612,435.38512968562,430.0780970391,412.26651519534,387.83384702274,356.26203161411,332.07348081145,312.39489158357,293.15048326492,272.15945666897,248.16671397593,223.71158845289,204.48097247236,191.63195997956,188.98863314347,184.75363818738,180.18106752116,174.70090322754,172.54751884493,170.93848051554,170.82986410014,172.31084440738,175.51069231409,173.85919388869,173.37501202314
64,"BTN","Bhutan",1043.1085535908,1043.73458176915,1062.54049393967,1095.75113890671,1105.821496943,1123.16484523126,1127.54601102132,1171.15134357563,1185.41322925756,1187.16074990899,1265.32461097708,1314.95189262882,1384.98977750089,1474.53678846626,1537.6650561197,1567.67509493529,1563.31341073891,1548.80788478358,1531.14650378597,1521.64691562027,1529.59311519047,1628.0467516979,1843.479105386,2075.87178464228,2269.03652296531,2327.64349684061,2291.52422118206,2231.6595125137,2155.87857199901,2056.90640572926,1716.9525708422,1981.90178983546
68,"BOL","Bolivia",3213.02321461516,3208.14477844873,3176.60256889581,3130.49429398134,3050.12583580985,2971.06939491803,2856.83431034214,2762.09033582672,2642.7641442966,2539.38785850525,2441.37824306868,2353.89819034678,2295.4910255047,2235.00004217197,2175.38096394116,2124.57947935099,2010.73394156098,1837.34346807913,1639.58801969345,1473.85328129428,1389.75680374958,1374.95290568026,1382.71275960831,1400.10649984535,1413.55302162311,1411.28271341,1396.95689030146,1384.73828458075,1357.18754231888,1327.82154341961,1182.4221161078,1205.61186735767
70,"BIH","Bosnia and Herzegovina",766.28849091028,804.78064676952,801.9788025237,816.52147820918,818.81389606104,814.96530173238,851.33332211512,951.30815093676,1058.79068856637,1186.27111246293,1303.94930043723,1368.26659999562,1463.11280723377,1513.39370172222,1548.50503861618,1624.47789086558,1626.63105137748,1734.64399865372,1680.96549470506,1697.64598863141,1686.24899326356,1693.52687919238,1672.6187215766,1695.64482943532,1699.49309611489,1745.53396810315,1692.70057936791,1620.47469599951,1550.04517710459,1554.38197242474,1532.48416746914,1433.65523942291
72,"BWA","Botswana",1512.46706802477,1589.41271760918,1677.58546893623,1761.71825142343,1843.74290187542,1918.96512157302,1973.85036206076,2010.78216756568,2046.04969077574,2125.86879554529,2235.97465691311,2321.87046439204,2399.84077567595,2413.3352225831,2377.66544114071,2333.37737603286,2336.31893790258,2402.58825490795,2492.91326691235,2567.03796198853,2628.44234540533,2631.55040640316,2565.80488883076,2531.5550826562,2478.61750076183,2411.95129176494,2255.78483526566,2102.11378589933,1979.19577248188,1901.42996974731,1798.98958220726,1800.45331091798
76,"BRA","Brazil",1282.39083709032,1233.41760286903,1225.30019125244,1245.42662493137,1227.16477146712,1206.83934868364,1184.81389208307,1149.81394433719,1138.1697166075,1117.59340115105,1084.1963940774,1057.06971813145,1035.04848444707,1017.90456844997,999.9126444179,954.9162893094,946.00061857587,933.83254288226,923.04262861965,911.7895741372,891.7686939703,862.47063563098,804.41312207289,752.16851527815,699.51907014184,672.41615179636,669.61939597999,640.72931446707,626.59250416169,614.2692320785,587.26545256907,581.53107770792
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",675.44932649212,636.1611568054,596.14431024088,559.20037287663,520.91152493696,489.80599111428,463.02783536967,447.61483825936,441.26734685188,432.37136302972,420.37388158121,409.05158491828,406.00823737442,408.03856736594,404.55872833246,389.36984758344,364.17638947513,335.64417648659,302.8472325417,280.63908973308,272.23867891323,286.33633382042,321.11170425857,374.75290671861,417.47695147955,443.04340319275,461.10970749883,459.64272068588,446.11824775458,437.17113458315,378.41621581987,407.90512961985
100,"BGR","Bulgaria",3417.95609308297,3278.84160709608,3245.75128663527,3368.05779705324,3439.87735529102,3393.15027258679,3379.91638688669,3463.71106422291,3241.65160811742,3048.57859819688,2970.75745869341,2911.24887511283,2883.21071253509,2831.82877138317,2767.5765778399,2718.20376424823,2645.60737538806,2505.85617928361,2376.80937815134,2320.66015104519,2250.11033841668,2149.4614343695,2039.23667212962,1946.50890514831,1948.98472919442,1873.83273046033,1796.45006159873,1724.89257651636,1635.94698978829,1545.48640374284,1478.79259743503,1506.03854368415
854,"BFA","Burkina Faso",1314.70281381527,1241.98107830159,1193.35904438197,1162.79865601513,1143.86117160356,1131.15839493463,1143.6583388621,1175.24143174551,1212.17889102101,1245.90832825657,1274.04065187984,1257.6967482649,1259.05776575422,1234.20494981058,1217.9870949879,1206.23801748099,1193.89837562176,1167.19261100905,1145.83757150127,1126.08716626515,1120.88190107154,1149.72179485483,1224.73400737173,1307.61304700462,1358.45439093705,1388.62132931805,1333.39247320008,1205.72746240351,1071.7421153648,1000.30055030253,1071.73669130239,916.48830052296
108,"BDI","Burundi",871.34412005872,866.5802669046,860.46439947712,862.75288063003,853.58832078612,835.40222907709,820.81967436372,799.40402105128,766.3755345569,729.80293128293,699.06641173206,657.29719715126,622.68114404618,589.45573419184,568.37910140572,546.57557201589,529.75741162289,511.06231801637,495.02503480391,489.08943974145,484.4160574436,481.4925526641,474.89525406917,466.28825428439,458.513085098,451.03016966412,440.98867903692,429.46914140072,417.43987758938,411.17961602141,407.9891578806,394.20364244887
132,"CPV","Cabo Verde",783.30056623443,785.29604492683,796.32966862153,824.10666922567,855.73720101609,894.2820967256,964.76036910427,1076.3170460327,1163.43601838438,1251.47527111813,1271.68358711324,1272.79085695036,1278.31222439338,1272.90103882813,1268.03464044032,1260.00653488333,1188.45536699259,1142.11478308492,1107.46094060023,1078.95097460994,1061.47396581188,1174.47140616984,1431.24510783975,1692.8174621755,1917.78345369863,2037.32172899567,2026.49746663457,1972.87028604081,2165.55440034158,2095.4602280774,2163.54863334861,1994.60150655714
116,"KHM","Cambodia",1027.41225435743,995.10344972818,970.03891327247,951.9630997054,941.87697069866,934.02242744689,924.14001713466,916.73946680695,911.02756662623,901.65227217938,887.37148171003,881.58504329308,876.08512044484,867.86205847395,859.5300974128,841.70346141125,814.90281715001,797.49948772107,777.57102361249,760.79857488062,746.98383616161,734.95307829225,729.53340834909,727.70208054144,726.7227540346,732.13685468549,751.33548665946,785.50017992936,831.01777290401,877.23245473275,941.5779475768,824.67251708062
120,"CMR","Cameroon",1552.39106676267,1461.88868428583,1394.70261274272,1345.31018380342,1307.81976129903,1298.50016586066,1320.37375755262,1366.73060497548,1410.48585427735,1442.37841941355,1472.11097325126,1449.18426787396,1443.89799871441,1398.19866503858,1348.83349784506,1324.449564673,1315.6047444624,1300.19705696567,1292.79683308866,1292.23681538737,1284.02247187075,1318.9786756897,1413.20957013716,1518.54148543255,1596.97033613732,1609.90376343959,1547.42351576242,1454.22234646682,1369.46346467421,1306.94926914402,1250.13692168613,1212.69908723865
124,"CAN","Canada",542.23901649696,524.99992289242,511.25936436616,509.0880861014,499.86632917345,491.41565496593,474.97020813124,458.33719263031,439.39872644984,420.62229067651,398.50631385024,385.47662116604,376.18775521635,365.15482725807,352.11609850648,340.29317975581,315.31210076123,289.26775129251,259.24083695554,230.56425613592,208.0831014189,192.88012529009,183.50149069276,176.63986893655,169.93561208623,158.37754450752,147.46725157632,134.00326644517,122.7697276856,115.7474959341,125.69061469008,109.4727367274
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",1164.68391850547,1150.97126391857,1130.39660790106,1126.99421284567,1120.77844656928,1111.49422939846,1120.64577408528,1117.81601464244,1123.51314284596,1126.05756717836,1112.49125603223,1092.34287185599,1064.94220532504,1030.86150864156,1000.85252645159,982.52053460837,980.68902560094,973.55879072484,963.85411612586,960.15439021759,965.3714192552,971.11752194456,980.45462101401,1006.77889047633,1021.99581253529,1027.467014529,1001.51471341575,957.82958397688,908.63109439174,868.2533072709,833.66273357831,830.45550009057
148,"TCD","Chad",1344.83420346306,1294.7803526596,1269.68838677084,1263.67779838265,1254.6422410929,1254.51496727912,1288.38456474597,1334.90898034945,1387.35461863458,1429.80633835563,1462.78261809273,1471.43845632082,1487.32838126857,1492.29050747436,1473.12341918134,1444.42491484155,1436.99662411242,1442.09431409858,1443.89943921427,1444.65281204814,1448.59863044573,1482.8979756931,1555.93133668539,1637.4191457124,1692.9988209764,1726.68121152542,1676.41042587503,1595.2989075031,1488.82871658338,1394.62359711955,1285.6536560287,1332.60461064383
152,"CHL","Chile",990.29826896528,973.88210967511,980.37621640499,1004.82689888061,1011.51394191687,1040.88606784904,1061.42980346356,1059.8713568961,1094.17717025535,1108.88344543937,1047.31209370602,1036.05403962689,986.86065716799,972.78136809243,961.65747624889,928.3037694632,895.61710061594,874.16191637434,820.06045236581,807.16705949637,797.68476323295,788.1940644471,797.63129090976,812.99830332598,818.95314150059,809.21066828954,780.20012484555,754.83528631468,731.52128329394,719.4706803643,662.74503284046,649.55948382859
156,"CHN","China",1590.94573003504,1603.4143785794,1620.18563763316,1637.52085391224,1654.89415040759,1672.69623839795,1689.13702365598,1712.59602135177,1749.25026389468,1792.93349722598,1866.64904963822,1925.48587078834,1981.8403524535,2074.28591123944,2158.47554826683,2172.55257597465,2095.18783202289,2095.23996463121,2150.05462130378,2215.89625784007,2269.79423701578,2325.97597836087,2378.12558508682,2445.61844994711,2460.68015258176,2421.80598053411,2351.64358846546,2237.26234137497,2119.52263066892,2017.76944294384,1913.11219604623,1970.09531221847
170,"COL","Colombia",1576.81092566239,1607.00642423726,1594.64397936208,1577.06402943296,1561.14824235442,1542.083764074,1542.81495232165,1464.32912925306,1404.78418812492,1389.33537412179,1342.22729722195,1286.63163226492,1206.37612890123,1157.49911839174,1104.20009519784,1050.43752749979,1033.59149793997,977.59948258994,954.81877360817,950.22209084158,911.38333759165,857.26420370459,836.55412293989,813.97824609532,787.87462985853,775.78061816157,748.00968350716,692.96455615749,664.11664291451,620.00045844179,590.1692875777,587.01954785895
174,"COM","Comoros",446.09635739618,433.13570708399,421.48327847118,412.95226578952,409.11360338161,402.7557919192,404.32955549647,410.08761319848,416.19421119117,415.39158445272,415.00688150585,403.96331592395,396.65207732942,386.83698337346,372.29218591301,369.3579993386,353.98853782939,352.12669058352,341.31341082175,321.73568979543,307.66504483914,308.68330038612,306.52959968481,306.14846032824,318.4969813998,315.04365019358,305.02732349875,290.03285565671,272.95353167105,265.93053224255,297.91537291343,258.38152327856
184,"COK","Cook Islands",744.0750661389,716.28697601806,688.84612176364,661.2941960817,639.66384929789,620.4639084785,601.8258275085,583.99443563984,567.68688027008,553.41924855154,537.90686961998,516.27890450569,496.9451325815,478.74952886102,462.45464780792,446.32944460644,424.83672319586,402.22081182568,376.00353252842,356.04195396061,347.69716870807,345.56446550665,343.10171126507,339.98729290518,339.69964148596,341.74588016903,351.72713402087,367.03847426061,382.84508336269,391.41321529716,396.67788674442,395.88629411492
188,"CRI","Costa Rica",920.7676919734,920.46245961313,927.548257278,918.38242917033,952.20844872288,982.41727332566,949.39412568024,961.77409688039,958.35764603822,977.95863819874,933.39764455375,933.16577658432,883.60613226283,863.80253978769,842.11121937776,779.2586419854,784.06313846108,700.05487669787,679.24596738753,649.39867349179,698.71703519024,665.18800311432,659.64954844719,658.07877763459,656.58793960949,659.19907004321,648.57779039375,590.60654548913,541.98480680512,505.34761894594,516.50534030612,484.24188243085
384,"CIV","Cote d'Ivoire",2059.71393927368,1904.83250812731,1801.66068786347,1746.65272834742,1724.78357354914,1732.93126197354,1767.68659699324,1842.22738804432,1939.70029377417,2018.71265838087,2047.20115017339,2005.94917215669,1951.46335675544,1880.32918119366,1816.3457757451,1754.1522391062,1698.08914546529,1614.9997265656,1531.26467008935,1466.1622070191,1424.49471385003,1476.33600065405,1657.98257724945,1880.18577486402,2041.25594681108,2112.36677765602,2022.72374896292,1890.39101627279,1761.04300236674,1666.7894366047,1797.10170438505,1546.62057466541
191,"HRV","Croatia",2308.10913776131,2294.5102030287,2199.26993717399,2140.21947956495,2088.25780409284,2033.34229634602,1981.15369555507,1963.67284006639,1871.06401776325,1798.6184339006,1701.91011232982,1669.08016719305,1688.88772117132,1737.86779377383,1667.03731352761,1664.17059084996,1581.76998418142,1534.82801773803,1480.92253163292,1377.61348535069,1299.28628047885,1237.44709192972,1188.63428875882,1119.63131430198,1102.63911145884,1113.27114813696,1000.2547432619,940.42369843185,862.30019490764,804.35742756403,790.35623903232,773.63801612717
192,"CUB","Cuba",1450.58115776573,1383.10655241048,1361.94691377431,1347.30589170418,1329.80613810333,1303.84463746574,1275.04424324396,1254.51978307253,1253.92469366606,1237.991769492,1185.34507352945,1157.45619092865,1071.01681882139,1060.78222748104,1046.7538836161,1052.96369184226,987.36638611245,979.35181768953,979.51144346211,972.87590812631,970.53459261752,933.3501957327,970.95138379747,1007.64771182196,1039.73865041017,1081.07666639554,1063.95693200586,1075.92779334408,1058.40556287931,1074.47167212482,1073.5671478571,1001.59845218568
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",1811.53555045002,1855.43660584547,1882.81531317995,1853.39846351626,1759.84417678501,1725.06141950343,1669.59196430584,1660.97103947067,1619.02119999548,1522.25724189213,1445.91114719081,1371.72910985525,1311.18186831615,1244.60387397992,1147.64507416351,1084.90099374817,1044.73456016514,991.90081897319,945.92408050635,915.78795408777,893.86084127336,857.49924449552,815.58622793234,777.73455862038,742.06813807106,710.62036906386,667.32847702485,653.03636606708,623.09041939044,589.32627278525,492.43929325947,535.55178449108
203,"CZE","Czech Republic",2738.40515066187,2586.16545199604,2483.46448338517,2342.90939489353,2257.66353072253,2196.7160188462,2024.70845001934,1926.97483712216,1742.4961307774,1637.09993425461,1570.89494121858,1531.87844344026,1528.54789092118,1567.79876347798,1515.06297918076,1488.71863782373,1411.95245173996,1377.41344422087,1333.24883159714,1279.91811141767,1224.66666109282,1179.95934099982,1119.76174990534,1062.76760052554,976.89678758075,936.50776700225,867.54456801455,797.81289171596,736.16415121271,692.2074459666,667.27057101405,655.80789282115
180,"COD","Dem. Rep. Congo",748.49002471113,727.92159611057,703.94443609885,679.33637186365,662.54695571369,650.03024837488,641.43157151239,612.45215614914,596.55476594973,580.44196329138,573.62932151098,565.22960714948,553.41214600584,553.60143507944,542.81226908567,532.91227652093,525.60378001362,515.78784689409,510.78836242464,503.07496978206,496.86411427738,500.54145261795,512.37709768153,524.65427481304,534.86674616586,534.68635627227,524.07954368581,508.58458167459,496.9346857626,486.70844268167,489.2374772162,472.35412547708
208,"DNK","Denmark",1325.4111989946,1266.46403065112,1226.90926727077,1190.12428594093,1119.99802128431,1078.19090507149,1026.24268431304,969.38808215875,913.687271027,890.37019266673,833.03636102742,802.97917493501,771.92559923452,729.9395581334,677.36777015988,630.47264316349,599.63385963456,577.91324165391,548.76360879775,524.70735161889,490.37833002944,448.98512073763,404.86634150429,365.04979594036,328.07598077738,304.94296320522,293.66363026729,283.89875638287,276.74179014002,259.98696932687,228.52440745349,245.05544488765
262,"DJI","Djibouti",1850.70267432886,1808.50567998294,1831.76814175451,1902.29888464052,1866.76986251352,1894.62786467609,1931.77452598503,2002.59934519677,2139.4137039624,2239.08419367492,2299.62347778864,2307.81844468109,2312.99333844833,2307.3971820122,2357.55101840476,2359.85407965103,2355.69312651092,2352.82352961244,2335.19574815332,2317.46307442842,2319.37900802413,2314.05608677405,2310.1283798589,2306.81567896345,2274.97715692355,2267.06522515444,2234.09830544178,2200.59495092439,2131.16472760294,2080.17027094199,1891.82077136511,1977.25173183776
