"code","iso","country","NOE.raw.2003","NOE.raw.2004","NOE.raw.2005","NOE.raw.2006","NOE.raw.2007","NOE.raw.2008","NOE.raw.2009","NOE.raw.2010","NOE.raw.2011","NOE.raw.2012","NOE.raw.2013","NOE.raw.2014","NOE.raw.2015","NOE.raw.2016","NOE.raw.2017","NOE.raw.2018","NOE.raw.2019","NOE.raw.2020","NOE.raw.2021","NOE.raw.2022"
4,"AFG","Afghanistan",0.00271540489498723,0.00257734122488456,0.00318434186344515,0.00326920200323912,0.00312620600738331,0.00296802369163481,0.00300936795673804,0.00329885065260063,0.00324483299079323,0.00332322631168031,0.00326205745918751,0.00355027362740973,0.00360910012183683,0.00389617358716901,0.00403160442137738,0.00391328922814766,0.0043047959486007,0.00428742496590003,0.00422448051321667,0.00408930010681573
8,"ALB","Albania",0.0114340046128545,0.00981886691932225,0.00929863731846096,0.00975846266073122,0.0101996922076194,0.00861786671348705,0.00830998137347297,0.00740614031984721,0.00903095672125225,0.00887906154671097,0.007895343898293,0.00760247964361838,0.00831053942792955,0.00740626959340256,0.00730830628974384,0.00729098406260342,0.00695427452804171,0.0069085237445251,0.00642295168504803,0.00690851753715463
12,"DZA","Algeria",0.0161627038323679,0.0175432961750243,0.0173709201279056,0.018447646822581,0.0183520944772822,0.0187623166443484,0.0185922208014685,0.0178144853555225,0.0204029856934274,0.023330621040294,0.0191436398240427,0.023608219807324,0.0266299850560828,0.0263618677605567,0.0243331747702275,0.0252106814691395,0.0250121397906162,0.0288583136230151,0.0268202744298585,0.0307567412949096
20,"AND","Andorra",0.0131907518291269,0.0122807858654988,0.0120747151791375,0.0123206477900959,0.0118216373259624,0.0119480873076314,0.011495789153731,0.0109704594461615,0.0112601295064896,0.0107146984185615,0.0103459460734647,0.0105576372409238,0.0107840637098942,0.0102811342418166,0.0100280990101382,0.00989179201558159,0.00976841718247316,0.0096865251991605,0.0094274547219152,0.00970127370573593
24,"AGO","Angola",0.00769528445201007,0.00753015615327468,0.00723164613704147,0.00714129645100863,0.00734653892655145,0.00701732246699693,0.00656817552155741,0.00671695666988662,0.00707658591265811,0.00602246167203955,0.00615665372652521,0.0056146277297401,0.00612784719891003,0.00636649986756497,0.00521611381742408,0.00541320487730715,0.00586671675226984,0.00553414816090479,0.00527115792677164,0.00515964513231892
660,"AIA","Anguilla",0.000347426762874257,0.000300098560781891,0.000397816822637458,0.000377229707149935,0.000359753213649515,0.00028734621089506,0.000309219817989542,0.000455738676620544,0.00034481716735615,0.000326974625599498,0.00030848237214616,0.000313311417068944,0.000351902199521735,0.000412794912375948,0.000291556061375344,0.000268724627309516,0.00027676943836685,0.000271548714624835,0.000261350758294822,0.000254214893989578
28,"ATG","Antigua and Barbuda",0.0010227914117912,0.000510912418392004,0.000733398286868495,0.00115256032819924,0.000673287030792833,0.000485028602557119,0.000639834560260033,0.00096591265165986,0.000618652804819993,0.000564337481939097,0.000532452122025981,0.000527722558744731,0.000608140471174351,0.000764883279592019,0.000412181641527583,0.000406838966071288,0.000425517923998802,0.000406826538656171,0.000396044144558453,0.000380582050054728
32,"ARG","Argentina",0.0110340544202774,0.010242143027095,0.0112439826301199,0.011779925371162,0.0115356071608641,0.0120132722302268,0.0111594221213051,0.010524077328127,0.0100574739145246,0.0105389367384737,0.0108218440122562,0.0107447636307767,0.0107066708130815,0.0108878193098976,0.0100578690850213,0.0101337527874165,0.0106300824653215,0.0111749743875214,0.0098392665830076,0.0104619471726849
51,"ARM","Armenia",0.00902784036131411,0.00756700485039574,0.00787675673483388,0.00776327047800485,0.00727096202143648,0.0076152076337654,0.00718018031935703,0.0073799804935737,0.0075204924066493,0.00830353888637211,0.00858715470940158,0.00916737304367484,0.00908737411462452,0.010166399763584,0.0107461464617917,0.00941322929615605,0.0114586707095087,0.0110459698170555,0.0110651778547804,0.0109356418656381
533,"ABW","Aruba",0.00119280228038745,0.00112886647624867,0.00139634552928687,0.00118421931213508,0.00119417236740067,0.00104956500170411,0.00107108485411417,0.00139005413793121,0.00119644323639644,0.00120601404602979,0.00111504900113509,0.00106143140369686,0.00111418747365619,0.00134400056740164,0.00154735979581668,0.00138114674871415,0.00142560076084888,0.00131930955790212,0.00122258565822141,0.00122667557914697
