"code","iso","country","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
372,"IRL","Ireland",-8888,-8888,-8888,-8888,-8888,124000,130000,150000,161000,205000,254000,284000,463000,650000,835000,898000,1064000,1081000,977000,902000,910000,861000,829000,828500,863000,863170,935000,872000,851000,858000,948000,-8888,-8888
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,353621,379852,368307,368982,393589,389112,394005,391780,441283,-8888
380,"ITA","Italy",-8888,-8888,-8888,-8888,-8888,930000,1199000,1874000,2235000,2595000,2888000,3513000,2727000,3108000,3509000,3683000,3813000,5536000,4631000,6042000,6107000,7149000,7177000,7335000,7472000,7864000,8093000,8218000,8675000,9048000,8004000,-8888,-8888
388,"JAM","Jamaica",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
392,"JPN","Japan",2668870,3100000,3727750,4115380,4701000,5100000,5465000,5860000,6491000,7032000,7860000,8247000,8638000,9157000,9400000,10026000,10204000,10304000,9776000,9502000,9446000,9156000,9127000,9117000,8972000,8843000,8619000,8495000,8360000,8236000,8155000,-8888,-8888
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
398,"KAZ","Kazakhstan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,8500,13399.9996185303,22299.9992370605,101300.003051758,151199.996948242,71099.9984741211,64300.0030517578,136500,16000,383000,372500,346100.006103516,442700.012207031,427100.006103516,408700.012207031,822500,636600,-8888
404,"KEN","Kenya",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
296,"KIR","Kiribati",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0,-8888,-8888,-8888,220,-8888,-8888
414,"KWT","Kuwait",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,7000,314000,1075000,2648000,2668000,2286000,2504000,2260000,2569000,2030000,992000,1778852,1518061,1341884,1418001,3744424,2440000,1786000,-8888
417,"KGZ","Kyrgyzstan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
418,"LAO","Laos",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
428,"LVA","Latvia",-8888,-8888,-8888,-8888,-8888,0,0,0,0,0,0,0,3000,14000,25000,26000,29000,38000,43000,56000,60000,62000,84000,142000,170000,182000,121000,141000,150000,302000,294000,314000,-8888
422,"LBN","Lebanon",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,48000,-8888,-8888,111000,-8888,-8888,-8888,-8888,133000,-8888,-8888,155000,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
426,"LSO","Lesotho",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
430,"LBR","Liberia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
434,"LBY","Libya",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8888
440,"LTU","Lithuania",-8888,-8888,-8888,-8888,-8888,0,0,0,0,0,0,0,0,0,14000,14000,14000,80000,101000,87000,43000,244000,261000,261000,268000,298000,312000,311000,315000,363000,329000,354000,-8888
442,"LUX","Luxembourg",-8888,-8888,-8888,-8888,-8888,31000,37000,46000,52000,52000,62000,66000,66000,71000,72000,80000,84000,86000,89000,89000,93000,98000,96000,95000,99000,101000,136000,141000,145000,146000,146000,152000,-8888
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0,-8888,-8888,0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
454,"MWI","Malawi",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
458,"MYS","Malaysia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,318861.938476562,336325.256347656,354744.995117188,374173.553466797,394666.168212891,416281.097412109,439079.833984375,463127.197265625,488491.607666016,515245.1171875,543463.8671875,573228.149414062,1323239.99023438,1580589.96582031,1649074.48,2048168.12,2369781.05,2865071,3362327.98,3880732.21,-8888,-8888,-8888
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
466,"MLI","Mali",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
470,"MLT","Malta",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0,-8888,0,-8888,0,-8888,0,-8888,0,-8888,0,-8888,-8888
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,8000,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
478,"MRT","Mauritania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
480,"MUS","Mauritius",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,8800.00019073486,9000,12000,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,15900,9500,13900,-8888
484,"MEX","Mexico",-8888,143730,517500,662000,694600,719000,753200,689800,720000,729400,724300,742100,780470,820500,895000,1150000,1176000,1202200,1346800,1500000,1695000,1980000,2100000,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
583,"FSM","Micronesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
498,"MDA","Moldova",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,25400,34500,-8888
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
499,"MNE","Montenegro",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,1565,-8888,2003,-8888,3555,-8888,5200,-8888,2700,-8888,-8888
504,"MAR","Morocco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,107699.996948242,130000,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,5e+05,5e+05,-8888,-8888,566796,581711.5,-8888,-8888,-8888,-8888,-8888,-8888,-8888
508,"MOZ","Mozambique",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
104,"MMR","Myanmar",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
516,"NAM","Namibia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
520,"NRU","Nauru",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
524,"NPL","Nepal",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,256.356000900269,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
528,"NLD","Netherlands",-8888,578000,-8888,1225000,1253000,1295000,1437000,1604000,1710000,1822000,1899000,1917000,2022000,2039000,2183000,2142000,2247000,2388000,2450000,2384000,2354000,2291000,2196000,2112000,2112000,2176000,2291000,2327000,2395000,2441000,2584000,2519000,-8888
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
558,"NIC","Nicaragua",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
562,"NER","Niger",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,274750,338750,348250,345000,361250,390000,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
566,"NGA","Nigeria",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
807,"MKD","North Macedonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0,-8888,0,-8888,0,-8888,-8888,-8888,283670,-8888,0,-8888,-8888
578,"NOR","Norway",1e+05,-8888,176200,230000,265100,322000,467000,548000,482000,579000,606000,496000,560000,576000,475000,519000,574000,642000,670000,620000,609000,598000,620000,590000,567000,572000,1105000,1138000,1217000,1241000,1015000,1234000,-8888
512,"OMN","Oman",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
586,"PAK","Pakistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
585,"PLW","Palau",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
591,"PAN","Panama",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
598,"PNG","Papua New Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
600,"PRY","Paraguay",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
604,"PER","Peru",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,17188.8993125679,21632.1608916083,23475.4113264442,45003.801,50170.5,56888.2004915115,24846.78995,80250.75594,-8888
608,"PHL","Philippines",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
616,"POL","Poland",-8888,-8888,-8888,-8888,-8888,0,0,0,13000,18000,13000,147000,116000,145000,243000,367000,487000,580000,895000,1421000,1783000,1173000,1244000,1499000,2180000,2867000,3243000,3199000,3269000,3192000,3499000,3681000,-8888
620,"PRT","Portugal",-8888,-8888,-8888,-8888,-8888,40000,54000,67000,82000,109000,157000,190000,213000,227000,320000,406000,475000,528000,567000,648000,619000,595000,549000,594000,765000,678000,699000,604000,638000,643000,673000,726000,-8888
634,"QAT","Qatar",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,13741,9928,6632,16450,17514,69748,53384,42100,77600,18300,-8888,-8888,-8888
178,"COG","Republic of Congo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
642,"ROU","Romania",-8888,-8888,-8888,-8888,-8888,0,0,0,0,0,0,123000,170000,17000,83000,145000,41000,34000,72000,78000,162000,173000,165000,215000,256000,284000,337000,393000,406000,384000,310000,384000,-8888
643,"RUS","Russia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
646,"RWA","Rwanda",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
662,"LCA","Saint Lucia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
670,"VCT","Saint Vincent and the Grenadines",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,5700,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
882,"WSM","Samoa",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,70.0000002980232,542,863,-8888,-8888,-8888,-8888,-8888
674,"SMR","San Marino",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
678,"STP","Sao Tome and Principe",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
682,"SAU","Saudi Arabia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
686,"SEN","Senegal",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,488583.709716797,-8888,-8888,-8888,-8888,-8888,-8888,-8888
688,"SRB","Serbia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,0,-8888,0,-8888,0,-8888,25,-8888,0,-8888,0,-8888,-8888
690,"SYC","Seychelles",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
694,"SLE","Sierra Leone",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
702,"SGP","Singapore",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,1857300.04882812,2233199.95117188,2183399.90234375,2223199.95117188,2307100.09765625,2469399.90234375,2656899.90234375,2980100.09765625,3296100.09765625,3446199.95117188,3707000,3999800.04882812,4289799.8046875,4825700.1953125,4471299.8046875,4649700.1953125,4769000,4724000,4726000,4247000,3040000,3826000,-8888
534,"SXM","Sint Maarten",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
703,"SVK","Slovakia",-8888,-8888,-8888,-8888,-8888,24000,22000,35000,28000,28000,34000,36000,34000,47000,46000,14000,14000,39000,60000,72000,98000,113000,141000,108000,88000,136000,291000,433000,603000,616000,810000,901000,-8888
705,"SVN","Slovenia",-8888,-8888,-8888,-8888,-8888,21000,54000,54000,90000,50000,47000,14000,62000,92000,183000,169000,145000,217000,190000,189000,203000,258000,270000,239000,259000,430000,380000,412000,429000,447000,460000,493000,-8888
90,"SLB","Solomon Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
706,"SOM","Somalia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
710,"ZAF","South Africa",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,260566.009521484,520843.627929688,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,44307137.8700001,41422088.69,34243583.86,14197056.18,-8888
410,"KOR","South Korea",1423500,2476890,2157880,2640050,3258360,4012000,4775660,5076060,5682000,6348810,6996000,7636530,8011000,8372370,8975000,9944000,-8888,-8888,11096000,11112000,10753000,10412000,10436000,10432000,10586000,10927000,11615000,11828961,12592692,11957850,12728782,-8888,-8888
728,"SSD","South Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
724,"ESP","Spain",65130,86410,104750,137840,158670,1415000,1640000,1860000,2067000,1920000,1778000,2956000,3811000,3770000,3730000,3685000,3646000,3496000,3898000,3811000,4175000,3782000,4277000,3284000,3526000,3892000,3945000,4033000,4009000,4379000,4489000,4262000,-8888
144,"LKA","Sri Lanka",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
275,"PSE","State of Palestine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,11000,11000,12000,12000,12000,13000,13000,13000,14000,14000,15000,15000,15600.0003814697,16000,16500,-8888,-8888,-8888,36960,-8888,119820,-8888
729,"SDN","Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
740,"SUR","Suriname",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,4812,3803,3225,-8888,-8888,-8888
752,"SWE","Sweden",4e+05,-8888,-8888,-8888,637000,685000,810000,923000,1046000,1094000,1091000,1135000,1295000,1314000,1385000,1474000,1658000,1591000,1520000,1604000,1414000,1408000,1405000,1445000,1420000,1418000,1435000,1426000,1320000,1497000,898000,867000,-8888
