"code","iso","country","TC5.raw.2005","TC5.raw.2006","TC5.raw.2007","TC5.raw.2008","TC5.raw.2009","TC5.raw.2010","TC5.raw.2011","TC5.raw.2012","TC5.raw.2013","TC5.raw.2014","TC5.raw.2015","TC5.raw.2016","TC5.raw.2017","TC5.raw.2018","TC5.raw.2019","TC5.raw.2020","TC5.raw.2021","TC5.raw.2022"
4,"AFG","Afghanistan",189.694224872614,202.492589562279,217.332849200171,189.946847813213,163.738955489373,134.093279186093,126.267384437678,83.5605751614955,62.3696937581445,48.8324524675273,39.1084523828052,14.4929157840889,2.08556584810655,14.2125678624349,21.4104560060232,26.467739968151,26.4714203765926,22.3516447370961
8,"ALB","Albania",1832.64860050046,1279.38565268634,2146.48756728328,3118.04445506011,2738.19340556219,2730.43700411487,2775.54538476452,2809.66981765239,2229.46832128437,2172.37660601901,2097.93288468277,2045.97317001791,1304.64840598763,1200.34006720419,1204.79264622146,1371.63517651316,1523.08069918338,1604.37254664588
12,"DZA","Algeria",3830.75170057618,4220.07846484798,4658.4231573282,5486.60312660187,6705.2259632901,6332.43700087941,6918.17507858155,8060.41040369501,7851.24886572822,7662.46386580034,8282.7082424992,8216.1881058391,15229.3524833946,14996.8285767447,14350.4165026693,15823.5806830211,18315.8624513702,11808.6741593925
20,"AND","Andorra",5.64736619966838,6.64143326436413,6.82424067809417,7.80540064710935,3.85818567084548,3.59569855887239,2.45344042585416,3.55917249488281,3.18243712566666,2.88542929572439,3.10224153467318,3.04509217917969,2.18998033065798,4.49478572917881,5.82913019667013,10.8944719273411,11.213912357092,13.5748675763585
24,"AGO","Angola",75885.0016017252,71028.9625025652,87879.4595731753,98103.5577507253,117038.312439321,130312.583322527,151510.081206828,158603.702819935,171655.546388787,180998.431661486,181381.007331631,190737.521728775,210677.821802141,225420.070440505,217907.329134289,235169.221567768,248885.938009601,246183.121144108
660,"AIA","Anguilla",3.5270388543546,3.01477803242187,4.712621876296,6.5712031142884,5.18089744930489,4.5369684370384,4.47844967416405,3.13186273185481,1.31716606897786,1.00983914899132,1.15254447086887,1.19520503313802,0.951270641570091,0.585372926424694,0.695142899526364,0.512205218381074,0.804849337896048,0.567020890834418
28,"ATG","Antigua and Barbuda",29.0874226528763,36.5030079645763,40.403365382159,46.1268896164715,53.3402566310505,44.9344322703077,37.8713042656462,37.1088166507539,32.2387342894023,24.9078457568578,22.8620442946443,20.5798290471953,28.2904328739944,56.5843076764822,56.2912392665805,57.556943913636,62.5036490084531,55.5878799131579
32,"ARG","Argentina",260528.37138772,294256.62699373,358325.308097341,427044.952158406,402330.614054667,411526.908981105,448074.898837833,458641.427413871,415446.100632381,401695.062334484,355095.518953042,301295.967644641,252444.321069249,211680.621326476,192548.913951215,195978.097834325,190316.581819026,189977.378849484
51,"ARM","Armenia",177.483043989069,177.064734866287,153.464299763418,96.9072674075657,120.81302210835,132.444631446239,141.292533015841,169.920885164975,155.682830975922,122.761643866674,90.7251420801822,61.936943109385,30.7507714305959,23.5630233624813,16.0787925000451,19.3893632540008,14.372791789467,7.71594255564147
533,"ABW","Aruba",0.751582665786946,0.57621743071271,0.601272280289171,0.225486960564236,0.30064239936442,0.30064239936442,0.375797838164605,0.263061380674641,0.263061380674641,0.150324923184678,0.150324923184678,0.150324923184678,-9999,0.300630886008572,0.300630886008572,0.300630886008572,0.300630886008572,0.300630886008572
