"iso","country","code","PUE.raw.1962","PUE.raw.1963","PUE.raw.1964","PUE.raw.1965","PUE.raw.1966","PUE.raw.1967","PUE.raw.1968","PUE.raw.1969","PUE.raw.1970","PUE.raw.1971","PUE.raw.1972","PUE.raw.1973","PUE.raw.1974","PUE.raw.1975","PUE.raw.1976","PUE.raw.1977","PUE.raw.1978","PUE.raw.1979","PUE.raw.1980","PUE.raw.1981","PUE.raw.1982","PUE.raw.1983","PUE.raw.1984","PUE.raw.1985","PUE.raw.1986","PUE.raw.1987","PUE.raw.1988","PUE.raw.1989","PUE.raw.1990","PUE.raw.1991","PUE.raw.1992","PUE.raw.1993","PUE.raw.1994","PUE.raw.1995","PUE.raw.1996","PUE.raw.1997","PUE.raw.1998","PUE.raw.1999","PUE.raw.2000","PUE.raw.2001","PUE.raw.2002","PUE.raw.2003","PUE.raw.2004","PUE.raw.2005","PUE.raw.2006","PUE.raw.2007","PUE.raw.2008","PUE.raw.2009","PUE.raw.2010","PUE.raw.2011","PUE.raw.2012","PUE.raw.2013","PUE.raw.2014","PUE.raw.2015","PUE.raw.2016","PUE.raw.2017","PUE.raw.2018","PUE.raw.2019"
"AUS","Australia",36,16.6312385655652,15.3108103757128,15.7074740248683,14.229404623342,14.5995231564902,14.9028643891213,16.1742314579241,16.0805480791847,15.9212446572783,14.5807093619988,16.6888086862284,20.0693784246073,21.7772356263582,23.6478040377806,27.2885906013928,27.1909770683302,24.6848074114126,25.9263003487199,26.0309462056226,27.994580708008,30.1660056564942,33.680278667249,34.7070591701528,35.8195241081293,33.4359732374441,32.2755577554214,33.2092761946641,32.7130484001763,35.0603711684004,37.1626698807732,36.6887120949999,34.7018058412434,36.2068153570922,35.6040685278438,35.5709978586572,38.3254129508488,39.3530964150197,38.8610403491179,40.4824587406809,39.9144367700101,39.5587121349476,39.9523663227583,41.5341809449118,40.5692069265123,40.1273336334916,43.6512429628616,45.1822146574874,51.6122698385786,60.973290417265,68.9905842169222,73.1287373630715,76.2438096994808,72.8541387267042,70.5208434668765,68.4479780240158,63.2402413613648,63.2002347607275,63.6479448144516
"AUT","Austria",40,16.4817763278935,15.948796902936,15.8155534546534,16.0127258686777,17.1612639877167,17.5641569114819,18.6189025514979,19.0811688862324,19.5670862609912,19.7371168437833,22.0535283950619,24.180302443171,26.4263357102735,28.1947714601509,29.9965309099904,30.1182270322906,30.4786380529074,30.3342933485773,31.9846309121484,32.6319879651061,33.8131255494561,35.2358176272207,37.4607066076973,38.7414648078213,41.0891833346947,43.3273571277289,44.8878117935738,45.9531887395726,46.6591646298115,46.7426654626043,47.3847474887252,48.4578978550593,48.4906304550023,49.7818581441561,50.9435369683846,52.4957313504171,53.2463316710819,55.799749928389,53.6949491292107,55.7386525355309,57.9118163036818,60.5463624749553,61.8497893493139,68.8649150934146,73.7031037258334,80.0057861846447,83.6009375655614,91.2204550229642,93.5535234289402,91.1987842263054,87.1278288004952,86.9133137919126,83.9374195831924,82.3645543326334,85.3072629935319,88.6390649240217,89.3895980005535,89.4027523259521
"AZE","Azerbaijan",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6994761456802,90.3149207565056,96.2824761213626,103.711341629269,118.691422602662,152.571326936171,171.733684102611,192.199062451622,224.196699112572,261.652362183205,291.83222227492,351.666610921935,406.937576702175,415.381878831447,415.431936076203,410.728508395186,363.35438942082,344.077960146621,350.87854124632,343.369062214437,320.0391847565,309.904687975745,254.171040806597,241.653763454695,283.400098325368,332.559712676561,436.516560750854,544.577049528628,605.815274200016,628.645489844312
"BHS","Bahamas",44,9.61552671608797,9.85380357502533,9.36882787425569,8.60719068504289,7.57155116070738,6.42433705103173,5.34347537304971,5.05045730062268,5.06432066450971,5.04938201344592,5.20846012282079,5.5851430856877,5.83826756843916,5.75026641786455,6.07405132661107,6.3113136923134,6.50490312068521,6.75116136515223,6.85861857445312,6.45217629391891,6.3071724623933,6.73425783482041,7.39496853292192,8.25809191156882,9.4078318954876,10.2195867840526,10.0665662865021,10.0971566941135,9.83256496674776,9.49615593257557,9.18213024638255,8.41736152239103,7.3708915610006,6.79167214249146,5.90876088491368,5.78910033097259,6.32950618957258,6.72752900503351,6.85015873538146,7.13217668370565,6.61938785891759,6.02967965480083,5.797562732426,5.81854466998782,5.97196503138207,6.0818334154166,6.60113732746151,7.06021953467822,7.53868247542299,7.96728363659924,8.50826602788316,8.49835065056578,8.36001852060315,8.08715866954467,8.05980877532469,7.95609633625514,7.91990135093451,8.02674781390431
"BHR","Bahrain",48,329.68839653884,329.280393701511,320.342854358449,313.509262949064,306.203496074244,300.183695478207,292.068072083449,288.599825678281,261.388657203578,231.859161122626,200.134044301359,170.360909759326,150.163387278981,159.027290561712,165.042094432292,166.981619067253,164.348271048018,140.769886910076,106.692023028655,74.4416314656075,47.9830098915147,26.0018700725338,17.9019359226823,17.3896148930325,19.3347611401216,19.6690165983829,18.4979666810628,18.3703279463234,14.7232706291471,11.9310898400611,11.043366411354,12.022446364491,13.5633477807912,14.6061492908745,14.821145102157,16.3838889179961,18.6967201109852,19.8714324332904,21.4002464965466,23.9848196694074,24.5176541919481,24.8564789674167,25.3439841175021,23.3716678330621,23.1066095874783,23.1544895207097,22.1432086390717,23.0768239809547,24.5041224398474,23.7263022114606,23.0732397013653,21.1256550540593,17.0003693750279,13.9011502575263,10.8419129488633,7.73255775446099,6.50663322962268,5.645982922302
"BGD","Bangladesh",50,221.709826787848,217.379468658381,198.189070843701,186.795740274966,176.595893795675,166.861427912959,152.914484830067,147.11125285847,138.358215474741,132.877942044967,129.432326623076,127.736701481883,123.072880019462,116.790003023512,107.599003445667,95.5142073903941,88.6428013537925,84.704527987872,83.3933467656129,81.5175307391344,81.9619731468476,81.9607094072805,80.2971178022157,77.0171877747519,75.5201892359456,73.5351269638357,68.352981328958,66.0147452903312,65.8049723382366,70.0529403348669,74.0676743390489,78.0090854182162,85.97903134697,95.0534842925714,95.7775615684048,95.8406497550529,94.330578721507,88.2325472201686,78.2171545501496,78.6177866622241,75.885844203683,74.2265431486098,73.446909517936,77.8042573636346,91.5247929245429,101.944661046538,106.297028037465,105.694608216729,100.166711740931,79.7485945349905,65.9504121798279,59.0161826215449,54.949421096755,53.9259452495185,51.6438434046587,49.696662001694,48.9903274819122,48.8847287238994
"BRB","Barbados",52,97.636788153359,102.333052867768,96.896001634825,85.3807190763142,75.7957494921551,63.7587036141937,46.3978948230118,35.5870928479014,37.1590406797271,37.1494989791523,36.8413579015517,35.0663583512659,31.9196575011931,25.8428007320266,20.2350130725084,17.3778679934179,15.2191894763811,15.4378991741737,14.4971345012431,13.4731812312417,12.3457368914917,12.0011806423928,11.591777613884,12.9757568905757,14.8361449366448,16.3879136021302,17.712484408112,19.0140106278815,18.9891428852191,18.6567773971063,18.2906238463006,18.0259077199532,17.8911357765252,17.609305394465,17.3859333556488,17.4799966868513,17.4484338713292,17.0053829390062,17.6167515257014,16.8502908523059,16.8184831103479,16.5093928918531,15.013395249361,12.5006874042033,12.3013226344246,10.8647833609479,8.45306123215278,8.6129641530178,8.13316093743151,7.76344112094041,7.48189407304735,7.83419667443781,6.68816534158267,6.58352159759369,6.06027635545451,5.76228544391279,5.64740511027819,6.27033240795428
"BLR","Belarus",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4816501663741,19.2371513680067,27.6292615594396,31.8163945265276,32.6546260623313,36.4958266899174,38.0088482626185,39.1588054515884,37.7727035046284,39.7807098694087,41.3559386683358,43.1657180347571,41.9557708923568,41.5312220178019,37.1732001768293,34.42646187272,33.769099592321,31.0167879552792,28.9996315237747,28.8812126367044,29.535529160911,28.5730345585625,31.4524884786317,34.6924669492552,40.1749101094654,44.8778817208872,47.6274722970931,48.6106256592639,50.4036196951267,50.1789608634076
"BEL","Belgium",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6503644283107,53.1073740432975,46.5620918367442,43.2413387187804,41.6835189730189,37.4317789755959,33.804718863523,33.9528393281613,38.5065716329276,41.8733502380187,44.8234322040059,48.2645337457457,51.3880209480319,50.7298183668102,52.6796343802339,55.0323414462238,56.2853729746798,57.8805271304224,58.3933759699549,58.0250918844414,57.5549624552815,57.7733671240757
"BLZ","Belize",84,25.4505740735095,23.5608504391111,21.1303586979868,22.0382831410892,24.2381736054149,17.8619709766582,18.8480524520522,24.9037160203261,28.1756917588184,27.4513428301121,29.3915287289633,29.5477488889163,30.0426262794608,36.8381000093962,41.9591678471249,44.8268247080138,48.6373963948051,50.6189478159867,50.2464084187447,51.5184706341701,52.0016583888836,52.6350756712497,46.3078201978438,38.4500420350906,34.2189443535628,32.3946131532497,28.8303205104654,28.2247565558694,27.2912672684622,25.2498285181588,25.2573141428615,24.4992002537125,29.190845901012,30.7603242430169,31.9270661163212,30.3520490884544,33.493283923102,30.7839575410185,26.6694008342559,25.0704959316557,25.3201658246459,26.9413934179852,24.8886037279611,32.8473697399046,37.9949091579976,38.7395756624541,42.8587385081477,40.0456700889444,35.8166359132818,30.1375009218484,26.7159055928054,15.41295411663,15.5395776917354,12.5811064404032,13.172780342321,11.6798939032313,12.0461810660645,12.9339388108995
"BEN","Benin",204,147.518505345449,142.519631357801,132.981637209585,127.319596744636,130.254955624167,131.793726502654,132.711775813381,128.743538364919,125.885464777294,118.671847199708,112.958748240223,109.157199902101,110.504708220454,113.75594493221,120.448058801981,128.186129117483,130.312356400693,128.072069410053,120.975145013337,111.357156199024,104.097132796107,96.0566213066593,94.9450192766289,91.9388745110658,99.6234222298272,115.212641844463,127.467241775127,133.594451524399,140.261487541514,135.58050748852,125.388393612591,115.336957707969,114.860836055714,117.335160610479,118.49973880925,126.234441322453,138.684679192443,152.577197758473,162.643674749648,235.72794080828,304.50412190683,352.426420371376,397.426974692755,451.967373315552,450.075044418964,396.370387188086,349.700704825871,331.86801724164,284.237453468252,256.479826053604,282.28396975934,355.501238677816,346.47986142439,341.473194771546,302.782480267619,248.521744838774,179.614267592658,142.880314763315
"BMU","Bermuda",60,5.8382392633937,5.82338360474145,5.61352992608295,5.46388095804073,5.44722389694224,5.73721165805349,6.22087097463669,6.41766495224014,6.81019574025888,7.55693216260617,8.52396326265086,9.06330080702717,8.32227885743483,7.49052647608963,6.21122664636309,4.39543662414946,2.78220943280666,2.68852287145261,2.78485899180494,2.92609193576904,2.97471400645651,4.08774185438687,5.19817846242261,6.07866059838381,6.89688178672785,7.83267657247976,7.53027987387683,7.23271813810276,7.02012136874396,6.66393436352255,6.14294808273123,6.01846053014831,5.80258930106519,5.87084898481876,6.19512795641689,6.73070452698042,7.02120844973447,7.38398064594755,7.34547483797707,7.25499074715643,7.06338044591857,6.69935595544938,6.42755243305338,6.45498764596478,6.39256443449556,6.3749100010924,6.53145848879863,6.65919026923684,6.65730087765482,6.62525452060438,6.56874109528138,6.54625964362821,6.48720947552682,6.37139944091555,6.293448745403,NA,NA,NA
