source_type,source_file,doc_id,contains_ubiquity_claim,claim_strength,claim_scope,confidence,evidence_sentences,rationale,citation,text_chars,snippets_used,keyword_hits,model_name,error
abstract,Abstracts_for_Monsoon.csv:row_2,10.1023/A:1008733628282,False,none,endophytes_general,0.300,Foliar application of a number of broad-spectrum systemic fungicides (particularly conazole fungicides) to loose smut-infected plants of wheat and barley in a 3-spray programme resulted in a marked reduction in the percentage of plants producing infected ears.,"The text does not make a claim about the ubiquity, near-universality, or presence of fungal endophytes in all plants. Instead, it discusses the effect of certain fungicides on reducing loose smut infection levels in wheat and barley.",,385,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_6,10.2307/2445880,False,none,endophytes_general,0.950,The potential for microscopic symbionts to affect phenotypic plasticity in genetically variable populations has not often been recognized.,"The text does not state or imply that fungal endophytes are ubiquitous, near-universal, or found in nearly all plants. Instead, it suggests that the potential for microscopic symbionts to affect phenotypic plasticity in genetically variable populations has not often been recognized, indicating a possible overlooked prevalence.",,1417,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_10,10.1046/j.1365-3059.1998.00225.x,False,qualified,endophytes_general,0.850,"Root-colonizing fungi were isolated from a total of 663 root segments of Chinese cabbage plants grown in soils collected from wheat, rape, Chinese cabbage, and napier grass fields.","The text suggests that fungal endophytes are present in various types of plant roots (Chinese cabbage, wheat, rape, and napier grass), but it does not claim they are ubiquitous or found in nearly all plants. The study isolated fungi from a specific number of root segments, indicating the presence is based on this sample size.",,804,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_14,10.3390/microorganisms11010184,False,none,endophytes_general,0.900,"Endophytes comprised of significantly lower fungal richness compared to epiphytes. || The most abundant genera were Alternaria, Fusarium, Cladosporium, and Sarocladium.","While the text mentions that certain fungi are found in two specific Poaceae weed species (Avena fatua and Echinochloa crus-galli), it does not claim that these endophytes are ubiquitous or found nearly all plants.",,1068,1,1,mistral,
abstract,Abstracts_for_Monsoon.csv:row_18,10.1007/s13199-010-0062-6,False,none,endophytes_general,0.900,All age groups of American ginseng studied were colonized by endophytic fungal assemblages,"While the text mentions that all age groups of a specific plant (American ginseng) are colonized by endophytic fungi, it does not make a claim about ubiquity or near-universality among all plants. The claim is made for a particular species of plant and its associated endophytes.",,1077,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_22,10.1111/efp.12852,False,none,endophytes_general,0.850,Endophytic fungi pass all or at least a part of their life cycle inside or between host cells in living plant tissues.,"The text describes the presence of endophytic fungi in yew plants (Taxus baccata L.), but there is no explicit claim that they are ubiquitous or found in nearly all plants.",,1988,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_26,10.3389/fmicb.2019.03013,False,none,endophytes_general,0.800,Our findings provide further evidence that endophytic fungi play an important role in the production of plant bioactive metabolites.,"The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants. Instead, it implies a significant presence and importance of these endophytes in certain plants (Salvia abrotanoides) without making a claim about their omnipresence.",,1580,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_30,10.21873/invivo.12263,False,none,endophytes_general,0.900,,"The text does not contain a claim that fungal endophytes are ubiquitous or found in nearly all plants. Instead, it focuses on the identification and inhibitory effects of endophytic fungi isolated from a specific plant species, Salvia miltiorrhiza.",,1168,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_34,10.1007/s11258-012-0064-y,False,none,endophytes_general,0.800,"The interactions of endophytes with plants are believed to evolve over time from parasitic to mutualistic. || In the seed-transmitted fungal endophytes, these interactions are conventionally treated as mutualistic.","The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants. Instead, it discusses the interactions of endophytes with plants and how these interactions can evolve from parasitic to mutualistic, but it does not provide evidence to suggest that they are universally present.",,1523,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_38,10.1590/0102-33062020abb0106,False,none,endophytes_general,0.950,The diversity of endophytic fungi in healthy coconut palm leaves was assessed...,"The text provides information about the diversity and composition of endophytic fungi in specific types of coconut plants, but it does not claim or imply that fungal endophytes are ubiquitous or found in nearly all plants.",,975,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_42,10.1111/j.1600-0587.1996.tb00248.x,False,none,endophytes_general,0.950,The distribution of the systemic fungus Epichloe typhina was studied in natural populations of the host grass Calamagrostis purpurea. By searching for stroma in field and dissecting and staining plant parts in the lab I found that E. typhina was only present in nutrient rich and more wet habitats and totally absent from nutrient poor areas.,"The text does not make a claim about fungal endophytes being ubiquitous or found in nearly all plants. Instead, it discusses the specific distribution of Epichloe typhina within certain habitats of Calamagrostis purpurea.",,767,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_46,10.2147/IJN.S106662,False,none,endophytes_general,0.900,,"The text does not explicitly state or imply that fungal endophytes are ubiquitous, near-universal, or found in nearly all plants. Instead, it describes the synthesis of silver nanoparticles using an endophytic fungus from a specific Chinese medicinal herb (Orchidantha chinensis). While this may suggest that certain types of endophytes can be found within specific plant species, it does not extend to a claim about their ubiquity across all plants.",,1068,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_50,10.1016/j.apsoil.2016.02.008,False,none,endophytes_general,0.900,Any effect of a pesticide seed treatment on these microbial communities could have unintended and possibly adverse effects on seedling performance. || These results show that pesticide seed treatments may affect rhizosphere soil microbial communities and endophytic leaf fungal communities more than one month after planting.,"The text does not contain a claim that fungal endophytes are ubiquitous or near-universal in plants. Instead, it suggests that pesticide seed treatments may affect certain microbial communities including leaf endophytic fungal communities but does not imply they are present in all plants.",(C) 2016 Elsevier B.V.,1855,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_54,10.1007/s44154-024-00186-6,False,explicit,endophytes_general,0.950,"In this study, endophytic fungi with growth-promoting effects were isolated from barley roots","The text mentions that the endophytic fungi were isolated from barley roots, which implies they are found in certain plants (barley), not necessarily ubiquitous or near-universal across all plant species.",,1308,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_58,10.1016/j.crfs.2022.10.006,False,none,endophytes_general,0.850,Endophytic fungi associated with plants have potential for use in drug discovery and food therapy.,"The text mentions the association of endophytic fungi with plants, suggesting a presence but does not state that they are ubiquitous or found in nearly all plants.",,870,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_62,10.3390/jof9030331,False,none,endophytes_general,0.500,"Plants cope with abiotic stress in several ways, including by collaborating with microorganisms. || Epichloe, an endophytic fungus, has been shown to improve plant tolerance to extreme external environments.","The text mentions collaboration between plants and microorganisms, including Epichloe as a specific example of an endophytic fungus. However, there is no explicit claim or evidence that these fungi are ubiquitous or found in nearly all plants.",,1974,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_66,10.1002/mbo3.437,False,none,endophytes_general,0.900,,"The text does not contain a claim that fungal endophytes are ubiquitous or found in nearly all plants. The focus of the study is on Sophora tonkinensis and the diversity of endophytic fungi in its root, not on the global distribution of endophytes.",,1437,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_70,10.1134/S0026261720040141,False,none,endophytes_general,0.950,The endophytic fungi isolated from Torreya grandis can produce similar unsaturated lipids of high economic value as its host plants.,"The text discusses the presence and properties of endophytic fungi found in one specific plant species, Torreya grandis. No statement is made about the ubiquity or near-universality of these endophytes across all plants.",,1060,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_74,10.7717/peerj.16959,False,none,endophytes_general,0.950,"In this study, nine non-pathogenic, endophytic fungal strains were introduced into sterile S. miltiorrhiza seedlings","The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants. Instead, it mentions the introduction of nine specific fungal strains into S. miltiorrhiza, suggesting a focused study rather than a claim about their general prevalence.",,2796,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_78,10.3389/fmicb.2023.1190624,False,none,endophytes_general,0.800,The endophytic fungi of medicinal plants are a treasure house of natural compounds.,"While the text mentions that endophytic fungi can be found in medicinal plants, it does not explicitly state or imply that they are ubiquitous or near-universal across all plants. The lack of evidence supporting such a claim results in a 'none' claim strength.",,2018,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_82,10.1016/j.bjm.2018.06.006,False,none,endophytes_general,0.950,"Endophytic fungi of three types of tree peonies were isolated and identified. || In total, 364 endophytic fungi isolates representing 26 genera were recovered from Paeonia ostii 'Feng Dan', Paeonia ostii 'Luoyang Feng Dan', and Paeonia suffruticosa 'Luoyang Hong'.","The text mentions the isolation and identification of endophytic fungi from three specific types of tree peonies, not indicating that they are ubiquitous or nearly universal across all plants.",(C) 2018 Sociedade Brasileira de Microbiologia. Published by Elsevier Editora Ltda.,1366,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_86,10.3390/jof11010022,False,none,endophytes_general,0.100,,"The text does not explicitly claim that fungal endophytes are ubiquitous or found in nearly all plants. The mentioned isolation of seven endophytic fungi from a single plant species, Calea pinnatifida, does not imply ubiquity.",,1219,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_90,10.1016/j.funeco.2019.100907,False,none,endophytes_general,0.800,"Although the rules governing root microbiota assembly have been investigated and the importance of abiotic determinants highlighted, the consequences of the biotic context of the plant community have often been overlooked. || These changes in fungal Glade OTU richness and evenness were related to modifications in the biomass of M. truncatula.","The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants. However, the information implies that different plant communities can influence the composition of the endophytic fungal community, suggesting a variable distribution rather than universality.",(C) 2019 Elsevier Ltd and British Mycological Society,1886,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_94,10.1007/s005720050205,False,none,endophytes_general,0.900,Seedlings from the scrub site consistently had more frequent VAM fungal colonization than those from the forest site through the fifth month after germination. || DS fungi were observed in most seedlings from both the scrub and forest sites beginning in the first month post-germination.,"Although the text mentions that DS fungi are found in most seedlings from both study sites, it does not establish them as ubiquitous or near-universal across all plants. The findings only pertain to the specific bishop pine seedlings studied post-wildfire in a VAM-dominated chaparral scrub site and an EM-dominated forest site.",,1358,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_98,10.3390/molecules28186531,False,none,endophytes_general,0.100,Fungal endophytes are microorganisms that colonize healthy plants and live within their intercellular tissues.,The text does mention fungal endophytes but it does not claim they are ubiquitous or found in nearly all plants. The statement about them living within the intercellular tissues of plants is more descriptive than a claim about their universality.,,2407,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_102,10.1080/15592324.2020.1744294,False,none,endophytes_general,0.850,Endophytism is one of the widely explored phenomena related to orchids and fungi.,"The text mentions endophytism being widely explored with orchids and fungi, but it does not claim that endophytes are ubiquitous or found in nearly all plants. Instead, the focus is on Vanda cristata, an epiphytic orchid, and its diversity of endophytic fungi.",,1411,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_106,10.1016/j.funeco.2022.101221,False,qualified,endophytes_general,0.700,Endophytic fungi occur in living tissues of terrestrial plants.,"The text mentions the presence of endophytic fungi in living tissues of terrestrial plants, but does not claim they are ubiquitous or found in nearly all plants. Instead, it qualifies this by stating that the trophic range of endophytic fungi as a group may not be fully appreciated.",,1371,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_110,10.3390/agronomy12030727,False,none,endophytes_general,0.750,Endophytic fungi isolated from plants under drought stress have been evidenced to confer hosts adaptive benefits to withstand drought. || A total of 158 endophytic fungal stains were isolated from 1088 tissue segments of 12 samples.,"The text mentions the isolation of endophytic fungi from plants under drought stress, and the isolation of a large number (158) of these fungi from a considerable number of tissue segments (1088) across multiple samples. However, it does not explicitly state that these fungi are ubiquitous or found in nearly all plants.",,1419,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_114,10.1007/s11427-008-0091-z,False,none,endophytes_general,0.800,Of these isolates 778 sporulated and were identified into 21 taxa by morphological characteristics. || Various numbers of endophytic fungi (5-8 taxa) were obtained from each plant.,"While the text mentions that a total of 973 isolates of endophytic fungi were recovered from various plants, it does not explicitly state or imply that these fungi are ubiquitous or found in nearly all plants. The presence of these fungi in the six medicinal plant species mentioned is confirmed, but this does not necessarily imply ubiquity across all plant species.",,1041,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_118,10.3390/metabo14010048,False,none,endophytes_general,0.950,"The ARHs, ARBs, and ARTs can also be distinguished from each other based on the endophytic fungi at the microbiome level. || The most dominant endophytic fungi were distributed in ART; the differences between ART and ARH were the largest, and ARB was in a transition state, which is consistent with the metabolite distributions.","Although the text mentions the presence of endophytic fungi in different parts of Angelica sinensis, it does not provide evidence suggesting they are ubiquitous or near-universal across all plants. Instead, the text highlights differences and distributions among specific plant parts.",,1846,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_122,10.1080/12298093.2025.2535776,False,none,endophytes_general,0.950,Seaweed-associated endophytic fungi have recently attracted considerable attention due to their ecological significance and potential application as biological resources.,"The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants. Instead, it mentions the isolation of endophytic fungi from specific marine macroalgae, indicating a more focused scope rather than a claim about their presence in all plants.",,1089,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_126,10.1515/znc-2017-0162,False,none,endophytes_general,0.100,,"The text mentions the isolation of an endophytic fungus from a specific plant species (Eugenia bimarginata), which does not support a claim that fungal endophytes are ubiquitous, near-universal, or found in nearly all plants.",,546,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_130,10.1111/j.1439-0434.1990.tb04296.x,False,none,endophytes_general,0.900,Growth of F. culmorum in stem tissue was found in both wounded and soil inoculated plants.,"The text discusses the growth of a specific fungal endophyte (Fusarium culmorum) in winter wheat, but it does not claim that this fungus is ubiquitous or found in nearly all plants. Instead, it indicates that the fungus was found to grow in certain parts of the wheat plant under specific conditions.",,671,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_134,10.1186/s41938-021-00470-x,False,none,endophytes_general,0.750,"The endophytic fungal species of B. bassiana, C. lunata, and M. anisopliae were isolated from maize (Zea mays L.), while M. anisopliae was isolated from red chili (Capsicum annuum L.)","The text discusses the isolation of certain endophytic fungal species from specific plants (maize and red chili), but does not claim that these fungi are ubiquitous or found in nearly all plants.",,2002,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_138,10.3390/molecules29030603,False,none,endophytes_general,0.100,,"The text discusses the isolation of endophytic fungi from Thai mangrove plants, but there is no claim or indication that these fungal endophytes are ubiquitous, near-universal, or found in nearly all plants. The focus of the text is on the chemical investigation and anti-inflammatory activity of the isolated compounds.",,1056,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_142,10.1006/jare.2001.0925,False,none,endophytes_general,0.950,Native populations of this chenopodiacious shrub are more extensively colonized by melanized dark septate fungi (DS) than by conventional mycorrhizal fungi. || Seedling radicles of A. canescens are colonized at germination by a DS fungus identified as Aspergillus ustus that cannot be removed by heat or sterilization.,"The text does not explicitly state that the fungal endophytes are ubiquitous or found in nearly all plants. Instead, it mentions that the fourwing saltbush (Atriplex canescens) is extensively colonized by a specific type of fungi (melanized dark septate fungi), and one particular species of this fungi (Aspergillus ustus) is found in seedlings of this plant. However, the absence of claims about other plants suggests that the scope of the findings is limited.",(C) 2002 Elsevier Science Ltd.,1354,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_146,10.1111/1574-6968.12090,False,none,endophytes_general,0.750,The results herein demonstrate that the Antarctic bryophytes are an interesting source of fungal endophytes and the endophytic fungal composition is different among the bryophyte species.,"The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants. However, it does suggest that Antarctic bryophytes host a diverse range of endophytic fungi, which implies that certain plant species (bryophytes) may have a high prevalence of these fungal endophytes.",,1464,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_150,10.1016/j.cpb.2025.100481,False,none,endophytes_general,0.900,,"The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants. Instead, it discusses the benefits and potential applications of these endophytes without making a claim about their prevalence.",,1323,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_154,10.4238/gmr.15028633,False,none,endophytes_general,0.300,The results showed that ... were observed in 18.5% of the endophytic fungi,"The text mentions that antitumor activities were observed in 18.5% of the endophytic fungi from Cephalotaxus hainanensis, implying a presence but not ubiquity or near-universality.",,1576,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_158,10.1016/j.sajb.2020.03.021,False,none,endophytes_general,0.850,"Endophytes are recognised as a rich source of secondary metabolites with potentially useful pharmacological properties. || In this report six endophytic fungi were obtained from the leaves, stems and roots of South African medicinal plants","The text discusses the isolation of six endophytic fungi from various South African medicinal plants, implying that these fungi are present in these specific plants, but does not state that they are ubiquitous or near-universal across all plants.",(c) 2020 SAAB. Published by Elsevier B.V.,1755,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_162,10.19193/0393-6384_2018_1_4,False,none,endophytes_general,0.850,There are abundant endophytic fungi resources in Thermopsis lanceolata,"The text does not explicitly state that fungal endophytes are ubiquitous or found in nearly all plants, but it implies the presence of 'abundant' fungal endophyte resources within Thermopsis lanceolata. However, this claim is limited to this specific plant species.",,1923,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_166,10.1007/s12223-019-00727-x,False,none,endophytes_general,0.900,"In this study, two endophytic strains isolated from Handroanthus impetiginosus leaves were grown...",The text discusses the isolation of endophytic fungi from a specific plant species (Handroanthus impetiginosus) and does not make any claims about their ubiquity or near-universality in all plants.,,947,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_170,10.1007/s13199-015-0363-x,False,none,endophytes_general,0.950,The hydrophytes harbored a variety of endophytic fungi.,"Although the text mentions that several plant species were sampled and host a variety of endophytic fungi, it does not claim or imply that fungal endophytes are ubiquitous or found in nearly all plants. Instead, the focus is on the distribution and diversity of endophytic fungi within the specific hydrophyte species from Korea.",,1190,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_174,10.3389/fmicb.2022.887880,False,none,endophytes_general,0.750,A total of 66 endophytic fungi were successfully isolated from different parts of A. mangium;,"The text does not explicitly state that the endophytic fungi are found in all parts of Acacia mangium, only stating that 66 fungi were isolated from various parts. Therefore, the claim of ubiquity or near-universality is not supported.",,1736,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_178,10.3390/microorganisms10112099,False,none,endophytes_general,0.950,"The genera of unclassified Ascomycota, Tricholoma, Apiotrichum, Alternaria, and Aspergillus made up the vast majority of relative abundance, which were common in all four organs as well.","The text mentions several genera of endophytic fungi that are common in all four organs (roots, stems, leaves, and seeds) of S. alopecuroides. However, it does not claim that these fungal endophytes are ubiquitous or found in nearly all plants.",,2049,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_182,10.1007/s00248-018-1227-8,False,none,other,0.900,"Our results show that food haulage, the deposition of excretions, and soil mixing by rodents' burrowing promote soil patchiness by (1) the enrichment in both types of root endophytic fungal propagules","The text does not make a claim about the ubiquity or near-universality of fungal endophytes in plants. Instead, it discusses how certain soil conditions, influenced by rodents' activities, promote an enrichment of root endophytic fungi in specific patches of soil.",,1243,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_186,10.1002/cbdv.202300477,False,none,endophytes_general,0.950,,"The text does not make a claim about the ubiquity or near-universality of fungal endophytes in plants. Instead, it discusses the isolation of specific compounds from a single endophytic fungus found in Artemisia selengensis.",,761,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_190,10.1016/j.ecoenv.2023.115865,False,none,endophytes_general,0.100,The improvement of crop resistance to insect using endophytic fungi is an environmentally friendly and sustainable strategy for agricultural pest control.,"The text discusses the use of endophytic fungi in improving wheat's resistance to insects, but it does not claim that these fungi are ubiquitous or found in nearly all plants. Instead, it focuses on a specific application and its effects.",,1838,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_194,10.1007/s00203-014-1072-1,False,none,endophytes_general,0.900,Huperzia serrata has a significant diversity of endophytic fungi.,"The text discusses the diversity of endophytic fungi in Huperzia serrata, but there is no claim that they are ubiquitous or found in nearly all plants. Instead, it suggests that H. serrata has a significant diversity of these fungi.",,1306,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_198,10.1556/AMicr.57.2010.3.6,False,none,endophytes_general,0.850,"The isolated fungi belong to nineteen genera, including four unidentified fungi and yeast.","While the text mentions a large number of endophytic fungi being isolated from various parts of Alstonia scholaris in different localities, it does not explicitly state or imply that these fungi are ubiquitous or found in nearly all plants. Instead, the focus is on the specific plant species (Alstonia scholaris) and the geographical locations studied.",,1141,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_202,10.1371/journal.pone.0130051,False,none,endophytes_general,0.800,These results suggested the presence of an interesting endophytic fungal community,"The text mentions the presence of endophytic fungi in four vascular plant species in the High Arctic, indicating a localized presence rather than a claim that they are ubiquitous or found in nearly all plants.",,1066,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_206,10.1007/s00442-019-04388-y,False,none,endophytes_general,0.950,Different inoculum sources containing significantly different endophytic fungal communities produced complex communities of endophytic fungi in leaves and roots of Bromus tectorum.,"The text does not explicitly state that fungal endophytes are ubiquitous or near-universal across all plants. Instead, it discusses the variation in endophytic fungal communities among different inoculum sources for a specific plant species (Bromus tectorum). This suggests that while certain fungi may be present in specific environments, their presence in plants is not guaranteed.",,1631,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_210,10.1371/journal.pone.0182017,False,none,endophytes_general,0.750,"The frequency of colonization, structure and community function, as well as the abundant distribution of taxa of endophytic fungi were influenced by mercury contamination, with higher endophytic fungi in hosts in soil with mercury.","While the text mentions the presence of endophytic fungi in plants from soil with mercury, it does not indicate that these fungi are ubiquitous or near-universal across all plants. Instead, it suggests that their distribution is influenced by the specific condition (soil mercury contamination) under study.",,1804,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_214,10.25303/202rjbt092098,False,none,endophytes_general,0.900,,"The text does not contain any explicit or qualified claim stating that fungal endophytes are ubiquitous, near-universal, or found in nearly all plants. The focus of the abstract is on the isolation and analysis of endophytic fungi from Centella asiatica, and there's no mention of their prevalence across other plant species.",,1460,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_218,10.3390/ijms21010316,False,none,endophytes_general,0.950,"Dendrobium are tropical orchid plants that host diverse endophytic fungi. || Molecular identification revealed the presence of Colletotrichum tropicicola, Fusarium keratoplasticum, Fusarium oxysporum, Fusarium solani, and Trichoderma longibrachiatum.","The text mentions the presence of diverse endophytic fungi in Dendrobium plants, but does not claim they are ubiquitous or near-universal across all plants.",,1367,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_222,10.3389/fmicb.2022.814864,False,none,endophytes_general,0.850,Endophytic fungi act as seed endosymbiont,"The text describes the presence of endophytic fungi in Alpinia zerumbet seeds, but does not make a claim about their ubiquity or near-universality across all plants.",,1435,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_226,10.3390/plants14020173,False,none,endophytes_general,0.900,"Endophytic fungi possess a unique ability to produce abundant secondary metabolites, which play an active role in the growth and development of host plants.","The text does not contain a claim that fungal endophytes are ubiquitous, near-universal, or found in nearly all plants. Instead, it emphasizes the unique ability of endophytic fungi to produce secondary metabolites beneficial for host plants.",,1365,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_230,10.1016/j.plantsci.2008.02.012,False,qualified,endophytes_general,0.800,The probability of similar complexity in other plant species is discussed.,"The text discusses the possibility of similar complexity in other plant species, implying that the diversity found in Bouteloua eriopoda may be common among plants. However, it does not explicitly state that fungal endophytes are ubiquitous or near-universal.",,1149,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_234,10.33263/BRIAC125.70407051,False,none,endophytes_general,0.500,Plants used as diuretic medicines can also be valuable sources for endophytic fungi containing diuretic drugs. || The extract of T. ghanense isolated from the stem of S. aqueum has the potential as initial therapy for hypertension because it contains phenolic secondary metabolites that show diuretic activity.,"Although the text mentions the potential value of certain plants as sources for endophytic fungi with specific properties (diuretic in this case), it does not claim that these fungal endophytes are ubiquitous or found in nearly all plants. The text only discusses the findings from a single plant species, Syzygium aqueum.",,1583,1,0,mistral,
abstract,Abstracts_for_Monsoon.csv:row_238,10.1016/j.lwt.2021.112995,False,none,endophytes_general,0.700,,"The text does not explicitly or implicitly claim that fungal endophytes are ubiquitous, near-universal, or found in nearly all plants. Instead, it discusses the use of an specific endophytic fungal extract (Colletotrichum siamense) for the synthesis of silver nanoparticles and nanoemulsion, with no mention suggesting that this particular fungus is representative of all endophytes or present in all plants.",,1228,1,0,mistral,
